"Relative Time (Process)","ConvNext_Large_Base - system/gpu.0.powerWatts","ConvNext_Large_Base - system/gpu.0.powerWatts__MIN","ConvNext_Large_Base - system/gpu.0.powerWatts__MAX"
"6441.046476611","632.17","632.17","632.17"
"6451.072705695","632.882","632.882","632.882"
"6461.046855416","669.46","669.46","669.46"
"6471.046174841","144.547","144.547","144.547"
"6481.060870383","139.856","139.856","139.856"
"6491.070156069","602.533","602.533","602.533"
"6501.04619346","602.694","602.694","602.694"
"6511.100147734","621.976","621.976","621.976"
"6521.078150301","626.293","626.293","626.293"
"6531.045994989","618.43","618.43","618.43"
"6541.046512764","619.617","619.617","619.617"
"6551.094230517","622.436","622.436","622.436"
"6561.108108352","626.309","626.309","626.309"
"6571.046006096","633.337","633.337","633.337"
"6581.046956196","633.091","633.091","633.091"
"6591.067056057","629.575","629.575","629.575"
"6601.058699425","439.804","439.804","439.804"
"6611.069855628","145.924","145.924","145.924"
"6621.046436578","141.733","141.733","141.733"
"6631.110330361","608.6","608.6","608.6"
"6641.046180016","621.444","621.444","621.444"
"6651.090649315","617.018","617.018","617.018"
"6661.04614669","636.487","636.487","636.487"
"6671.046625872","637.913","637.913","637.913"
"6681.11984779","620.783","620.783","620.783"
"6691.100927929","635.358","635.358","635.358"
"6701.046056475","641.278","641.278","641.278"
"6711.046119424","632.626","632.626","632.626"
"6721.083097219","635.787","635.787","635.787"
"6731.046861879","624.999","624.999","624.999"
"6741.061846917","657.359","657.359","657.359"
"6751.046476055","145.903","145.903","145.903"
"6761.075238422","142.074","142.074","142.074"
"6771.046750981","621.477","621.477","621.477"
"6781.046727912","609.737","609.737","609.737"
"6791.06023868","627.668","627.668","627.668"
"6801.046079107","618.679","618.679","618.679"
"6811.096469136","624.557","624.557","624.557"
"6821.104357297","627.692","627.692","627.692"
"6831.055389544","626.236","626.236","626.236"
"6841.046934116","629.035","629.035","629.035"
"6851.100502897","633.609","633.609","633.609"
"6861.057334299","624.726","624.726","624.726"
"6871.046654922","636.194","636.194","636.194"
"6881.04756288","396.743","396.743","396.743"
"6891.046200514","146.602","146.602","146.602"
"6901.110829675","140.404","140.404","140.404"
"6911.049470505","138.47","138.47","138.47"
"6921.045991372","607.787","607.787","607.787"
"6931.083399832","607.298","607.298","607.298"
"6941.049056944","616.269","616.269","616.269"
"6951.046844771","616.968","616.968","616.968"
"6961.046622862","631.284","631.284","631.284"
"6971.093188112","620.858","620.858","620.858"
"6981.046153222","640.988","640.988","640.988"
"6991.075483147","638.792","638.792","638.792"
"7001.109149288","629.528","629.528","629.528"
"7011.046324371","630.319","630.319","630.319"
"7021.046698951","625.664","625.664","625.664"
"7031.057442975","149.224","149.224","149.224"
"7041.046727428","143.491","143.491","143.491"
"7051.059541783","139.795","139.795","139.795"
"7061.046995078","605.798","605.798","605.798"
"7071.046202634","613.367","613.367","613.367"
"7081.105112297","611.467","611.467","611.467"
"7091.058670695","618.356","618.356","618.356"
"7101.046296759","616.617","616.617","616.617"
"7111.113554178","627.545","627.545","627.545"
"7121.066771706","621.514","621.514","621.514"
"7131.046761097","627.342","627.342","627.342"
"7141.113143176","625.8","625.8","625.8"
"7151.051671621","631.263","631.263","631.263"
"7161.046148493","637.561","637.561","637.561"
"7171.047679408","631.398","631.398","631.398"
"7181.047043478","147.936","147.936","147.936"
"7191.049519236","142.715","142.715","142.715"
"7201.046486796","139.262","139.262","139.262"
"7211.047231684","609.713","609.713","609.713"
"7221.108440353","604.179","604.179","604.179"
"7231.056670779","621.296","621.296","621.296"
"7241.099223369","626.637","626.637","626.637"
"7251.102541666","617.929","617.929","617.929"
"7261.065653946","624.09","624.09","624.09"
"7271.045941836","617.615","617.615","617.615"
"7281.046383777","616.504","616.504","616.504"
"7291.077873858","638.544","638.544","638.544"
"7301.054309699","635.198","635.198","635.198"
"7311.046509293","632.678","632.678","632.678"
"7321.105654384","203.308","203.308","203.308"
"7331.046669644","146.879","146.879","146.879"
"7341.047151714","142.434","142.434","142.434"
"7351.046911277","138.929","138.929","138.929"
"7361.046539735","612.563","612.563","612.563"
"7371.087529746","621.105","621.105","621.105"
"7381.055980077","612.813","612.813","612.813"
"7391.055968283","614.444","614.444","614.444"
"7401.055378115","623.708","623.708","623.708"
"7411.108144884","607.63","607.63","607.63"
"7421.046880819","626.405","626.405","626.405"
"7431.046315067","619.531","619.531","619.531"
"7441.103068127","625.954","625.954","625.954"
"7451.08615919","635.522","635.522","635.522"
"7461.04689003","631.786","631.786","631.786"
"7471.047259905","209.664","209.664","209.664"
"7481.115836189","146.195","146.195","146.195"
"7491.04655071","140.108","140.108","140.108"
"7501.092141483","618.969","618.969","618.969"
"7511.046874968","624.468","624.468","624.468"
"7521.104121602","621.186","621.186","621.186"
"7531.048483369","619.5","619.5","619.5"
"7541.067606476","633.935","633.935","633.935"
"7551.046163656","630.906","630.906","630.906"
"7561.046590749","633.191","633.191","633.191"
"7571.088624005","619.273","619.273","619.273"
"7581.04612626","632.396","632.396","632.396"
"7591.046984942","624.608","624.608","624.608"
"7601.048193291","627.219","627.219","627.219"
"7611.046781257","194.156","194.156","194.156"
"7621.086108814","144.667","144.667","144.667"
"7631.09248939","140.528","140.528","140.528"
"7641.115717254","138.052","138.052","138.052"
"7651.046532544","615.006","615.006","615.006"
"7661.054667703","613.88","613.88","613.88"
"7671.046760896","613.081","613.081","613.081"
"7681.046868465","622.045","622.045","622.045"
"7691.048244816","614.74","614.74","614.74"
"7701.080223801","633.645","633.645","633.645"
"7711.045948192","627.587","627.587","627.587"
"7721.047502919","625.213","625.213","625.213"
"7731.054760468","631.088","631.088","631.088"
"7741.107202217","634.738","634.738","634.738"
"7751.116464879","634.158","634.158","634.158"
"7761.046916273","147.428","147.428","147.428"
"7771.05842133","143.062","143.062","143.062"
"7781.046873082","138.446","138.446","138.446"
"7791.069010045","615.928","615.928","615.928"
"7801.046853762","615.378","615.378","615.378"
"7811.107134167","614.228","614.228","614.228"
"7821.061955971","613.943","613.943","613.943"
"7831.046504826","617.54","617.54","617.54"
"7841.125979866","612.001","612.001","612.001"
"7851.046097535","626.308","626.308","626.308"
"7861.046238229","635.418","635.418","635.418"
"7871.050980131","627.987","627.987","627.987"
"7881.086444008","632.663","632.663","632.663"
"7891.046928954","633.997","633.997","633.997"
"7901.048295775","630.841","630.841","630.841"
"7911.056737083","145.858","145.858","145.858"
"7921.085375532","142.026","142.026","142.026"
"7931.060571954","604.292","604.292","604.292"
"7941.108579697","620.116","620.116","620.116"
"7951.046987861","629.983","629.983","629.983"
"7961.045710105","618.164","618.164","618.164"
"7971.089790408","628.335","628.335","628.335"
"7981.046281225","632.378","632.378","632.378"
"7991.087166385","627.834","627.834","627.834"
"8001.046573525","632.115","632.115","632.115"
"8011.045828449","639.691","639.691","639.691"
"8021.047404968","645.928","645.928","645.928"
"8031.104072209","643.875","643.875","643.875"
"8041.047227087","194.499","194.499","194.499"
"8051.046872031","146.928","146.928","146.928"
"8061.103713674","142.834","142.834","142.834"
"8071.046781958","139.2","139.2","139.2"
"8081.056710548","606.862","606.862","606.862"
"8091.094051121","618.72","618.72","618.72"
"8101.04698551","625.048","625.048","625.048"
"8111.046624502","621.41","621.41","621.41"
"8121.097542704","633.554","633.554","633.554"
"8131.050149369","632.359","632.359","632.359"
"8141.046007048","640.318","640.318","640.318"
"8151.071899413","641.419","641.419","641.419"
"8161.046069137","630.198","630.198","630.198"
"8171.047458343","639.176","639.176","639.176"
"8181.06405523","629.148","629.148","629.148"
"8191.046188864","677.118","677.118","677.118"
"8201.046467463","144.61","144.61","144.61"
"8211.046286441","140.895","140.895","140.895"
"8221.108783112","625.34","625.34","625.34"
"8231.054322616","624.478","624.478","624.478"
"8241.046645787","637.237","637.237","637.237"
"8251.104810082","633.94","633.94","633.94"
"8261.04624915","631.865","631.865","631.865"
"8271.046612742","629.383","629.383","629.383"
"8281.084442892","628.142","628.142","628.142"
"8291.045960358","617.231","617.231","617.231"
"8301.046570226","620.44","620.44","620.44"
"8311.102680705","638.349","638.349","638.349"
"8321.046055444","640.508","640.508","640.508"
"8331.046453757","676.784","676.784","676.784"
"8341.048841184","144.821","144.821","144.821"
"8351.056324707","141.146","141.146","141.146"
"8361.046588907","620.212","620.212","620.212"
"8371.046683889","626.751","626.751","626.751"
"8381.083907279","638.661","638.661","638.661"
"8391.073396365","630.329","630.329","630.329"
"8401.04623292","629.055","629.055","629.055"
"8411.046252892","630.833","630.833","630.833"
"8421.046123135","630.487","630.487","630.487"
"8431.078226683","634.068","634.068","634.068"
"8441.046868785","630.346","630.346","630.346"
"8451.046552945","630.497","630.497","630.497"
"8461.069484153","624.798","624.798","624.798"
"8471.046949279","676.328","676.328","676.328"
"8481.046699744","145.106","145.106","145.106"
"8491.046656707","141.232","141.232","141.232"
"8501.04715067","609.76","609.76","609.76"
"8511.047241395","623.73","623.73","623.73"
"8521.050560546","634.874","634.874","634.874"
"8531.046539731","636.776","636.776","636.776"
"8541.046057553","632.041","632.041","632.041"
"8551.076014386","633.714","633.714","633.714"
"8561.111603035","639.053","639.053","639.053"
"8571.116692447","646.177","646.177","646.177"
"8581.047219856","639.575","639.575","639.575"
"8591.046671757","636.381","636.381","636.381"
"8601.046818995","640.292","640.292","640.292"
"8611.114921594","669.106","669.106","669.106"
"8621.04690822","144.742","144.742","144.742"
"8631.051272536","138.827","138.827","138.827"
"8641.046261405","136.422","136.422","136.422"
"8651.046861705","617.919","617.919","617.919"
"8661.047009679","622.944","622.944","622.944"
"8671.04661163","619.706","619.706","619.706"
"8681.05789885","620.776","620.776","620.776"
"8691.069284535","620.715","620.715","620.715"
"8701.113688976","614.036","614.036","614.036"
"8711.046395388","617.739","617.739","617.739"
"8721.088959934","616.089","616.089","616.089"
"8731.046128865","624.304","624.304","624.304"
"8741.062111384","619.777","619.777","619.777"
"8751.107603752","631.803","631.803","631.803"
"8761.046645696","669.466","669.466","669.466"
"8771.046526183","145.369","145.369","145.369"
"8781.046874835","140.22","140.22","140.22"
"8791.081487992","618.296","618.296","618.296"
"8801.04666624","614.41","614.41","614.41"
"8811.051290115","623.756","623.756","623.756"
"8821.072192568","623.847","623.847","623.847"
"8831.046336788","631.796","631.796","631.796"
"8841.046265818","637.637","637.637","637.637"
"8851.048820804","626.771","626.771","626.771"
"8861.046650767","624.705","624.705","624.705"
"8871.047003355","634.005","634.005","634.005"
"8881.079482853","639.858","639.858","639.858"
"8891.083254525","631.035","631.035","631.035"
"8901.046418891","669.157","669.157","669.157"
"8911.046417172","145.896","145.896","145.896"
"8921.046394491","140.372","140.372","140.372"
"8931.083424447","597.132","597.132","597.132"
"8941.046151976","602.405","602.405","602.405"
"8951.04996352","613.774","613.774","613.774"
"8961.094118304","628.861","628.861","628.861"
"8971.046786856","624.501","624.501","624.501"
"8981.045962404","621.956","621.956","621.956"
"8991.082704165","627.001","627.001","627.001"
"9001.046353434","630.762","630.762","630.762"
"9011.054247879","631.361","631.361","631.361"
"9021.080000026","647.673","647.673","647.673"
"9031.04688124","644.316","644.316","644.316"
"9041.046648412","638.03","638.03","638.03"
"9051.046863016","146.125","146.125","146.125"
"9061.046659949","142.707","142.707","142.707"
"9071.046611283","138.896","138.896","138.896"
"9081.046226167","616.259","616.259","616.259"
"9091.045985467","618.656","618.656","618.656"
"9101.052812283","614.765","614.765","614.765"
"9111.046614068","610.629","610.629","610.629"
"9121.046876286","628.033","628.033","628.033"
"9131.052900691","627.182","627.182","627.182"
"9141.066710541","625.117","625.117","625.117"
"9151.046930327","627.197","627.197","627.197"
"9161.061677308","630.216","630.216","630.216"
"9171.046325311","634.453","634.453","634.453"
"9181.103245762","627.397","627.397","627.397"
"9191.056519185","625.6","625.6","625.6"
"9201.046482009","146.177","146.177","146.177"
"9211.046715395","142.175","142.175","142.175"
"9221.104106701","617.709","617.709","617.709"
"9231.049986781","625.799","625.799","625.799"
"9241.046748155","633.88","633.88","633.88"
"9251.046953989","625.519","625.519","625.519"
"9261.104927063","628.193","628.193","628.193"
"9271.046085194","629.309","629.309","629.309"
"9281.046805659","631.318","631.318","631.318"
"9291.102999926","628.033","628.033","628.033"
"9301.046320581","622.505","622.505","622.505"
"9311.089702074","623.535","623.535","623.535"
"9321.046106066","622.226","622.226","622.226"
"9331.047947825","411.566","411.566","411.566"
"9341.046040065","145.811","145.811","145.811"
"9351.115134337","141.612","141.612","141.612"
"9361.046673624","599.234","599.234","599.234"
"9371.04645027","606.282","606.282","606.282"
"9381.045988959","617.634","617.634","617.634"
"9391.052335513","620.867","620.867","620.867"
"9401.062273952","630.739","630.739","630.739"
"9411.046761505","626.22","626.22","626.22"
"9421.109297708","623.895","623.895","623.895"
"9431.046050536","624.902","624.902","624.902"
"9441.046888762","629.986","629.986","629.986"
"9451.059611333","638.627","638.627","638.627"
"9461.081587592","635.744","635.744","635.744"
"9471.046876305","635.161","635.161","635.161"
"9481.106386743","146.355","146.355","146.355"
"9491.072289863","142.372","142.372","142.372"
"9501.04598851","137.735","137.735","137.735"
"9511.046828912","624.499","624.499","624.499"
"9521.056523733","616.891","616.891","616.891"
"9531.060736435","618.994","618.994","618.994"
"9541.046212608","625.886","625.886","625.886"
"9551.046692686","624.816","624.816","624.816"
"9561.09325118","623.327","623.327","623.327"
"9571.045900147","621.728","621.728","621.728"
"9581.04576249","630.539","630.539","630.539"
"9591.04956693","623.895","623.895","623.895"
"9601.047161083","622.282","622.282","622.282"
"9611.046058549","624.689","624.689","624.689"
"9621.046952232","226.672","226.672","226.672"
"9631.048996714","147.022","147.022","147.022"
"9641.046740597","142.058","142.058","142.058"
"9651.046481594","234.524","234.524","234.524"
"9661.050666648","615.847","615.847","615.847"
"9671.046440489","619.816","619.816","619.816"
"9681.04655029","617.038","617.038","617.038"
"9691.046308343","617.055","617.055","617.055"
"9701.084873167","630.415","630.415","630.415"
"9711.095926117","623.281","623.281","623.281"
"9721.046157389","621.036","621.036","621.036"
"9731.046038835","630.101","630.101","630.101"
"9741.046274206","623.26","623.26","623.26"
"9751.047360884","622.076","622.076","622.076"
"9761.046515569","633.957","633.957","633.957"
"9771.072241731","146.927","146.927","146.927"
"9781.092801632","142.854","142.854","142.854"
"9791.048884014","215.216","215.216","215.216"
"9801.046361168","622.442","622.442","622.442"
"9811.045921484","639.487","639.487","639.487"
"9821.046257106","618.955","618.955","618.955"
"9831.04903676","612.191","612.191","612.191"
"9841.108626742","618.622","618.622","618.622"
"9851.11185645","620.093","620.093","620.093"
"9861.074462372","623.273","623.273","623.273"
"9871.046665185","632.649","632.649","632.649"
"9881.046947302","621.738","621.738","621.738"
"9891.100512279","633.145","633.145","633.145"
"9901.046879977","635.794","635.794","635.794"
"9911.047011244","147.246","147.246","147.246"
"9921.046374054","143.535","143.535","143.535"
"9931.046917135","531.523","531.523","531.523"
"9941.046759054","614.959","614.959","614.959"
"9951.100900551","633.861","633.861","633.861"
"9961.04597268","622.445","622.445","622.445"
"9971.046852949","639.383","639.383","639.383"
"9981.046882487","628.845","628.845","628.845"
"9991.046830041","628.281","628.281","628.281"
"10001.054197369","642.737","642.737","642.737"
"10011.046313014","636.052","636.052","636.052"
"10021.04836869","631.418","631.418","631.418"
"10031.046830176","630.513","630.513","630.513"
"10041.046847298","639.559","639.559","639.559"
"10051.092114088","147.303","147.303","147.303"
"10061.046489985","142.552","142.552","142.552"
"10071.052309069","140.217","140.217","140.217"
"10081.047077036","617.631","617.631","617.631"
"10091.046424198","618.8","618.8","618.8"
"10101.088472099","635.422","635.422","635.422"
"10111.046801198","618.443","618.443","618.443"
"10121.045997702","629.003","629.003","629.003"
"10131.086479983","628.648","628.648","628.648"
"10141.046919381","630.259","630.259","630.259"
"10151.046222702","628.162","628.162","628.162"
"10161.046710359","643.04","643.04","643.04"
"10171.088976791","644.478","644.478","644.478"
"10181.046212628","642.888","642.888","642.888"
"10191.046441177","147.725","147.725","147.725"
"10201.046969441","142.567","142.567","142.567"
"10211.094910313","138.303","138.303","138.303"
"10221.046982853","609.306","609.306","609.306"
"10231.09541634","602.978","602.978","602.978"
"10241.109909968","612.866","612.866","612.866"
"10251.052526449","619.198","619.198","619.198"
"10261.046675592","618.408","618.408","618.408"
"10271.107080497","618.42","618.42","618.42"
"10281.058476803","627.462","627.462","627.462"
"10291.046611085","621.237","621.237","621.237"
"10301.05636014","628.252","628.252","628.252"
"10311.046496431","635.676","635.676","635.676"
"10321.046304975","633.499","633.499","633.499"
"10331.047016665","495.975","495.975","495.975"
"10341.097465826","144.851","144.851","144.851"
"10351.100530572","142.027","142.027","142.027"
"10361.112968781","138.058","138.058","138.058"
"10371.046370072","605.194","605.194","605.194"
"10381.047023267","613.546","613.546","613.546"
"10391.047024548","625.006","625.006","625.006"
"10401.1023803","619.948","619.948","619.948"
"10411.046680164","625.15","625.15","625.15"
"10421.046401185","626.953","626.953","626.953"
"10431.049409834","632.707","632.707","632.707"
"10441.046839819","633.971","633.971","633.971"
"10451.046845325","639.148","639.148","639.148"
"10461.085789987","634.876","634.876","634.876"
"10471.046848593","645.364","645.364","645.364"
"10481.072434619","635.369","635.369","635.369"
"10491.04628779","145.844","145.844","145.844"
"10501.046323728","142.683","142.683","142.683"
"10511.046202192","138.462","138.462","138.462"
"10521.052793991","615.762","615.762","615.762"
"10531.046361206","620.344","620.344","620.344"
"10541.04667238","625.963","625.963","625.963"
"10551.046620093","623.974","623.974","623.974"
"10561.058325525","623.488","623.488","623.488"
"10571.065882391","636.285","636.285","636.285"
"10581.046801125","618.565","618.565","618.565"
"10591.046205695","633.597","633.597","633.597"
"10601.070402487","626.637","626.637","626.637"
"10611.046280035","641.187","641.187","641.187"
"10621.060577469","633.535","633.535","633.535"
"10631.061383369","671.353","671.353","671.353"
"10641.046130311","145.017","145.017","145.017"
"10651.046053736","141.261","141.261","141.261"
"10661.091322446","619.151","619.151","619.151"
"10671.062122298","636.434","636.434","636.434"
"10681.046501203","628.483","628.483","628.483"
"10691.062468674","628.551","628.551","628.551"
"10701.087762665","630.102","630.102","630.102"
"10711.046309238","629.549","629.549","629.549"
"10721.046591451","633.55","633.55","633.55"
"10731.093119826","635.509","635.509","635.509"
"10741.047163047","633.823","633.823","633.823"
"10751.046777444","627.855","627.855","627.855"
"10761.04652189","624.905","624.905","624.905"
"10771.064415273","670.51","670.51","670.51"
"10781.046335044","145.762","145.762","145.762"
"10791.04705643","141.534","141.534","141.534"
"10801.04689307","138.009","138.009","138.009"
"10811.072475517","604.819","604.819","604.819"
"10821.046909298","617.506","617.506","617.506"
"10831.064154246","615.144","615.144","615.144"
"10841.046119131","626.836","626.836","626.836"
"10851.051511512","631.359","631.359","631.359"
"10861.062945795","626.909","626.909","626.909"
"10871.111782568","634.69","634.69","634.69"
"10881.046703336","629.403","629.403","629.403"
"10891.081249879","645.199","645.199","645.199"
"10901.046225268","636.681","636.681","636.681"
"10911.046533233","626.512","626.512","626.512"
"10921.046769261","675.957","675.957","675.957"
"10931.047003338","145.738","145.738","145.738"
"10941.045995126","140.747","140.747","140.747"
"10951.04688809","618.674","618.674","618.674"
"10961.047077173","606.824","606.824","606.824"
"10971.047041518","623.324","623.324","623.324"
"10981.046770501","616.094","616.094","616.094"
"10991.046206966","622.373","622.373","622.373"
"11001.046577172","625.876","625.876","625.876"
"11011.046232393","630.85","630.85","630.85"
"11021.046334084","622.064","622.064","622.064"
"11031.046693474","627.407","627.407","627.407"
"11041.046157876","625.074","625.074","625.074"
"11051.046621843","627.459","627.459","627.459"
"11061.04736751","373.427","373.427","373.427"
"11071.046732616","144.915","144.915","144.915"
"11081.04648803","140.515","140.515","140.515"
"11091.058024394","329.47","329.47","329.47"
"11101.046258605","625.205","625.205","625.205"
"11111.046959248","620.682","620.682","620.682"
"11121.046112254","622.338","622.338","622.338"
"11131.047057827","626.874","626.874","626.874"
"11141.046626999","630.769","630.769","630.769"
"11151.046902228","622.699","622.699","622.699"
"11161.046746444","632.285","632.285","632.285"
"11171.045931738","627.254","627.254","627.254"
"11181.046579548","637.705","637.705","637.705"
"11191.046473779","636.303","636.303","636.303"
"11201.046861393","636.636","636.636","636.636"
"11211.046597736","146.883","146.883","146.883"
"11221.046730371","142.516","142.516","142.516"
"11231.045951378","139.239","139.239","139.239"
"11241.045988907","652.231","652.231","652.231"
"11251.045345985","136.427","136.427","136.427"
"11261.0459304","132.28","132.28","132.28"
"11271.046489569","133.419","133.419","133.419"
