"epoch","ENetB3_Base - _step","ENetB3_Base - _step__MIN","ENetB3_Base - _step__MAX","ENetB3_Base - train_loss_epoch","ENetB3_Base - train_loss_epoch__MIN","ENetB3_Base - train_loss_epoch__MAX","ENetB3_Base - val_loss_epoch","ENetB3_Base - val_loss_epoch__MIN","ENetB3_Base - val_loss_epoch__MAX"
"0","302.5","302","303","2.161259889602661","2.161259889602661","2.161259889602661","0.06742114573717117","0.06742114573717117","0.06742114573717117"
"1","606.5","606","607","0.11063969880342484","0.11063969880342484","0.11063969880342484","0.0348057821393013","0.0348057821393013","0.0348057821393013"
"2","910.5","910","911","0.10821333527565002","0.10821333527565002","0.10821333527565002","0.06973569095134735","0.06973569095134735","0.06973569095134735"
"3","1214.5","1214","1215","0.09898295253515244","0.09898295253515244","0.09898295253515244","0.36922457814216614","0.36922457814216614","0.36922457814216614"
"4","1518.5","1518","1519","0.09203850477933884","0.09203850477933884","0.09203850477933884","0.02445969544351101","0.02445969544351101","0.02445969544351101"
"5","1822.5","1822","1823","0.08342725038528442","0.08342725038528442","0.08342725038528442","0.021670561283826828","0.021670561283826828","0.021670561283826828"
"6","2126.5","2126","2127","0.07294584810733795","0.07294584810733795","0.07294584810733795","0.014894859865307808","0.014894859865307808","0.014894859865307808"
"7","2430.5","2430","2431","0.07703445851802826","0.07703445851802826","0.07703445851802826","0.013193633407354355","0.013193633407354355","0.013193633407354355"
"8","2734.5","2734","2735","0.07072281837463379","0.07072281837463379","0.07072281837463379","0.05452686920762062","0.05452686920762062","0.05452686920762062"
"9","3038.5","3038","3039","0.05792994424700737","0.05792994424700737","0.05792994424700737","0.015632301568984985","0.015632301568984985","0.015632301568984985"
"10","3342.5","3342","3343","0.056807488203048706","0.056807488203048706","0.056807488203048706","0.03589368984103203","0.03589368984103203","0.03589368984103203"
"11","3646.5","3646","3647","0.05741840973496437","0.05741840973496437","0.05741840973496437","0.12111565470695496","0.12111565470695496","0.12111565470695496"
"12","3950.5","3950","3951","0.06287658214569092","0.06287658214569092","0.06287658214569092","0.01717289723455906","0.01717289723455906","0.01717289723455906"
"13","4254.5","4254","4255","0.056228481233119965","0.056228481233119965","0.056228481233119965","0.008192173205316067","0.008192173205316067","0.008192173205316067"
"14","4558.5","4558","4559","0.05192741006612778","0.05192741006612778","0.05192741006612778","0.05277453362941742","0.05277453362941742","0.05277453362941742"
"15","4862.5","4862","4863","0.05892747640609741","0.05892747640609741","0.05892747640609741","0.04344334080815315","0.04344334080815315","0.04344334080815315"
"16","5166.5","5166","5167","0.055484432727098465","0.055484432727098465","0.055484432727098465","0.06564690172672272","0.06564690172672272","0.06564690172672272"
"17","5470.5","5470","5471","0.060620732605457306","0.060620732605457306","0.060620732605457306","0.010229264385998249","0.010229264385998249","0.010229264385998249"
"18","5774.5","5774","5775","0.054737649857997894","0.054737649857997894","0.054737649857997894","0.016895443201065063","0.016895443201065063","0.016895443201065063"
"19","6078.5","6078","6079","0.05575615540146828","0.05575615540146828","0.05575615540146828","0.11707067489624023","0.11707067489624023","0.11707067489624023"
"20","6382.5","6382","6383","0.057174041867256165","0.057174041867256165","0.057174041867256165","0.016362441703677177","0.016362441703677177","0.016362441703677177"
"21","6686.5","6686","6687","0.05191190913319588","0.05191190913319588","0.05191190913319588","0.09308557212352753","0.09308557212352753","0.09308557212352753"
"22","6990.5","6990","6991","0.05642817169427872","0.05642817169427872","0.05642817169427872","0.12259053438901901","0.12259053438901901","0.12259053438901901"
"23","7294.5","7294","7295","0.06660502403974533","0.06660502403974533","0.06660502403974533","0.008272488601505756","0.008272488601505756","0.008272488601505756"
"24","7598.5","7598","7599","0.05368084833025932","0.05368084833025932","0.05368084833025932","0.016048481687903404","0.016048481687903404","0.016048481687903404"
"25","7902.5","7902","7903","0.043065402656793594","0.043065402656793594","0.043065402656793594","0.008097254671156406","0.008097254671156406","0.008097254671156406"
"26","8206.5","8206","8207","0.040293462574481964","0.040293462574481964","0.040293462574481964","0.016011973842978477","0.016011973842978477","0.016011973842978477"
"27","8510.5","8510","8511","0.042011335492134094","0.042011335492134094","0.042011335492134094","0.010455607436597347","0.010455607436597347","0.010455607436597347"
"28","8814.5","8814","8815","0.04147518426179886","0.04147518426179886","0.04147518426179886","0.005965245421975851","0.005965245421975851","0.005965245421975851"
"29","9118.5","9118","9119","0.03880080580711365","0.03880080580711365","0.03880080580711365","0.005023364443331957","0.005023364443331957","0.005023364443331957"
"30","9422.5","9422","9423","0.040303491055965424","0.040303491055965424","0.040303491055965424","0.0044976635836064816","0.0044976635836064816","0.0044976635836064816"
"31","9726.5","9726","9727","0.039502911269664764","0.039502911269664764","0.039502911269664764","0.003971962723881006","0.003971962723881006","0.003971962723881006"
"32","10030.5","10030","10031","0.03879077732563019","0.03879077732563019","0.03879077732563019","0.006213493179529905","0.006213493179529905","0.006213493179529905"
"33","10334.5","10334","10335","0.03856464475393295","0.03856464475393295","0.03856464475393295","0.00681950943544507","0.00681950943544507","0.00681950943544507"
"34","10638.5","10638","10639","0.03908073529601097","0.03908073529601097","0.03908073529601097","0.0104921143501997","0.0104921143501997","0.0104921143501997"
"35","10942.5","10942","10943","0.03814338147640228","0.03814338147640228","0.03814338147640228","0.004563376307487488","0.004563376307487488","0.004563376307487488"
"36","11246.5","11246","11247","0.037676528096199036","0.037676528096199036","0.037676528096199036","0.0034024533815681934","0.0034024533815681934","0.0034024533815681934"
"37","11550.5","11550","11551","0.037570755928754807","0.037570755928754807","0.037570755928754807","0.009484521113336086","0.009484521113336086","0.009484521113336086"
"38","11854.5","11854","11855","0.03741118684411049","0.03741118684411049","0.03741118684411049","0.006352219730615616","0.006352219730615616","0.006352219730615616"
"39","12158.5","12158","12159","0.037868011742830276","0.037868011742830276","0.037868011742830276","0.0055563668720424175","0.0055563668720424175","0.0055563668720424175"
"40","12462.5","12462","12463","0.038365866988897324","0.038365866988897324","0.038365866988897324","0.007148072589188814","0.007148072589188814","0.007148072589188814"
"41","12766.5","12766","12767","0.03585197031497955","0.03585197031497955","0.03585197031497955","0.0042275115847587585","0.0042275115847587585","0.0042275115847587585"
"42","13070.5","13070","13071","0.03776771202683449","0.03776771202683449","0.03776771202683449","0.010185455903410912","0.010185455903410912","0.010185455903410912"
"43","13374.5","13374","13375","0.03814338147640228","0.03814338147640228","0.03814338147640228","0.017034171149134636","0.017034171149134636","0.017034171149134636"
"44","13678.5","13678","13679","0.0396670401096344","0.0396670401096344","0.0396670401096344","0.018852218985557556","0.018852218985557556","0.018852218985557556"
"45","13982.5","13982","13983","0.03669631853699684","0.03669631853699684","0.03669631853699684","0.0035484812688082457","0.0035484812688082457","0.0035484812688082457"
"46","14286.5","14286","14287","0.03599786385893822","0.03599786385893822","0.03599786385893822","0.004008469637483358","0.004008469637483358","0.004008469637483358"
"47","14590.5","14590","14591","0.038365866988897324","0.038365866988897324","0.038365866988897324","0.0036433995701372623","0.0036433995701372623","0.0036433995701372623"
"48","14894.5","14894","14895","0.03494197130203247","0.03494197130203247","0.03494197130203247","0.003738317871466279","0.003738317871466279","0.003738317871466279"
"49","15198.5","15198","15199","0.034064799547195435","0.034064799547195435","0.034064799547195435","0.003541179932653904","0.003541179932653904","0.003541179932653904"
"50","15502.5","15502","15503","0.036182962357997894","0.036182962357997894","0.036182962357997894","0.0034535632003098726","0.0034535632003098726","0.0034535632003098726"
"51","15806.5","15806","15807","0.03584832325577736","0.03584832325577736","0.03584832325577736","0.0033732475712895393","0.0033732475712895393","0.0033732475712895393"
