"epoch","ResNet_50_Base - _step","ResNet_50_Base - _step__MIN","ResNet_50_Base - _step__MAX","ResNet_50_Base - train_loss_epoch","ResNet_50_Base - train_loss_epoch__MIN","ResNet_50_Base - train_loss_epoch__MAX","ResNet_50_Base - val_loss_epoch","ResNet_50_Base - val_loss_epoch__MIN","ResNet_50_Base - val_loss_epoch__MAX"
"12","3950.5","3950","3951","0.020932722836732864","0.020932722836732864","0.020932722836732864","0.015829438343644142","0.015829438343644142","0.015829438343644142"
"13","4254.5","4254","4255","0.018875649198889732","0.018875649198889732","0.018875649198889732","0.03271758183836937","0.03271758183836937","0.03271758183836937"
"14","4558.5","4558","4559","0.01384512148797512","0.01384512148797512","0.01384512148797512","0.008133761584758759","0.008133761584758759","0.008133761584758759"
"15","4862.5","4862","4863","0.017695751041173935","0.017695751041173935","0.017695751041173935","0.03091413527727127","0.03091413527727127","0.03091413527727127"
"16","5166.5","5166","5167","0.021105056628584862","0.021105056628584862","0.021105056628584862","0.008455023169517517","0.008455023169517517","0.008455023169517517"
"17","5470.5","5470","5471","0.019770147278904915","0.019770147278904915","0.019770147278904915","0.023736856877803802","0.023736856877803802","0.023736856877803802"
"18","5774.5","5774","5775","0.008054133504629135","0.008054133504629135","0.008054133504629135","0.006761098280549049","0.006761098280549049","0.006761098280549049"
"19","6078.5","6078","6079","0.007573602255433798","0.007573602255433798","0.007573602255433798","0.005629380699247122","0.005629380699247122","0.005629380699247122"
"20","6382.5","6382","6383","0.007492450065910816","0.007492450065910816","0.007492450065910816","0.006783002521842718","0.006783002521842718","0.006783002521842718"
"21","6686.5","6686","6687","0.0071632820181548595","0.0071632820181548595","0.0071632820181548595","0.005702394992113113","0.005702394992113113","0.005702394992113113"
"22","6990.5","6990","6991","0.007065717130899429","0.007065717130899429","0.007065717130899429","0.006220794282853603","0.006220794282853603","0.006220794282853603"
"23","7294.5","7294","7295","0.007117690984159708","0.007117690984159708","0.007117690984159708","0.006315712817013264","0.006315712817013264","0.006315712817013264"
"24","7598.5","7598","7599","0.0070201256312429905","0.0070201256312429905","0.0070201256312429905","0.005388434510678053","0.005388434510678053","0.005388434510678053"
"25","7902.5","7902","7903","0.007019213866442442","0.007019213866442442","0.007019213866442442","0.007031249813735485","0.007031249813735485","0.007031249813735485"
"26","8206.5","8206","8207","0.007247169502079487","0.007247169502079487","0.007247169502079487","0.0057389019057154655","0.0057389019057154655","0.0057389019057154655"
"27","8510.5","8510","8511","0.007068452425301075","0.007068452425301075","0.007068452425301075","0.006498247850686312","0.006498247850686312","0.006498247850686312"
"28","8814.5","8814","8815","0.006864204071462154","0.006864204071462154","0.006864204071462154","0.008462324738502502","0.008462324738502502","0.008462324738502502"
"29","9118.5","9118","9119","0.0077933515422046185","0.0077933515422046185","0.0077933515422046185","0.007724883034825325","0.007724883034825325","0.007724883034825325"
"30","9422.5","9422","9423","0.0072389631532132626","0.0072389631532132626","0.0072389631532132626","0.005147488322108984","0.005147488322108984","0.005147488322108984"
"31","9726.5","9726","9727","0.006631689146161079","0.006631689146161079","0.006631689146161079","0.009301985614001751","0.009301985614001751","0.009301985614001751"
"32","10030.5","10030","10031","0.007006448227912188","0.007006448227912188","0.007006448227912188","0.008498831652104855","0.008498831652104855","0.008498831652104855"
"33","10334.5","10334","10335","0.007060246076434851","0.007060246076434851","0.007060246076434851","0.006082067731767893","0.006082067731767893","0.006082067731767893"
"34","10638.5","10638","10639","0.006938973441720009","0.006938973441720009","0.006938973441720009","0.0054687499068677425","0.0054687499068677425","0.0054687499068677425"
"35","10942.5","10942","10943","0.006857821252197027","0.006857821252197027","0.006857821252197027","0.004490362014621496","0.004490362014621496","0.004490362014621496"
"36","11246.5","11246","11247","0.007036538794636726","0.007036538794636726","0.007036538794636726","0.004928446374833584","0.004928446374833584","0.004928446374833584"
"37","11550.5","11550","11551","0.006373643409460783","0.006373643409460783","0.006373643409460783","0.003920852672308683","0.003920852672308683","0.003920852672308683"
"38","11854.5","11854","11855","0.00731646828353405","0.00731646828353405","0.00731646828353405","0.005505256820470095","0.005505256820470095","0.005505256820470095"
"39","12158.5","12158","12159","0.007196107413619757","0.007196107413619757","0.007196107413619757","0.005359229166060686","0.005359229166060686","0.005359229166060686"
"40","12462.5","12462","12463","0.006841408554464579","0.006841408554464579","0.006841408554464579","0.005300817545503378","0.005300817545503378","0.005300817545503378"
"41","12766.5","12766","12767","0.006198573391884565","0.006198573391884565","0.006198573391884565","0.005877628456801176","0.005877628456801176","0.005877628456801176"
"42","13070.5","13070","13071","0.006404645275324583","0.006404645275324583","0.006404645275324583","0.004424649756401777","0.004424649756401777","0.004424649756401777"
"43","13374.5","13374","13375","0.00727634783834219","0.00727634783834219","0.00727634783834219","0.006235397420823574","0.006235397420823574","0.006235397420823574"
"44","13678.5","13678","13679","0.006494003813713789","0.006494003813713789","0.006494003813713789","0.004760514013469219","0.004760514013469219","0.004760514013469219"
"45","13982.5","13982","13983","0.0067429314367473125","0.0067429314367473125","0.0067429314367473125","0.00902453251183033","0.00902453251183033","0.00902453251183033"
"46","14286.5","14286","14287","0.006484885700047016","0.006484885700047016","0.006484885700047016","0.004504965152591467","0.004504965152591467","0.004504965152591467"
"47","14590.5","14590","14591","0.00649309204891324","0.00649309204891324","0.00649309204891324","0.004577978979796171","0.004577978979796171","0.004577978979796171"
"48","14894.5","14894","14895","0.006527741439640522","0.006527741439640522","0.006527741439640522","0.005928738508373499","0.005928738508373499","0.005928738508373499"
"49","15198.5","15198","15199","0.005015026777982712","0.005015026777982712","0.005015026777982712","0.004176401998847723","0.004176401998847723","0.004176401998847723"
"50","15502.5","15502","15503","0.004646650515496731","0.004646650515496731","0.004646650515496731","0.0033805491402745247","0.0033805491402745247","0.0033805491402745247"
"51","15806.5","15806","15807","0.004554556217044592","0.004554556217044592","0.004554556217044592","0.0031834112014621496","0.0031834112014621496","0.0031834112014621496"
"52","16110.5","16110","16111","0.004539055284112692","0.004539055284112692","0.004539055284112692","0.0033878504764288664","0.0033878504764288664","0.0033878504764288664"
"53","16414.5","16414","16415","0.004446960985660553","0.004446960985660553","0.004446960985660553","0.003249123925343156","0.003249123925343156","0.003249123925343156"
"54","16718.5","16718","16719","0.004478875081986189","0.004478875081986189","0.004478875081986189","0.003504672786220908","0.003504672786220908","0.003504672786220908"
"55","17022.5","17022","17023","0.00446884473785758","0.00446884473785758","0.00446884473785758","0.003417056053876877","0.003417056053876877","0.003417056053876877"
"56","17326.5","17326","17327","0.00445790309458971","0.00445790309458971","0.00445790309458971","0.0031469042878597975","0.0031469042878597975","0.0031469042878597975"
"57","17630.5","17630","17631","0.0043229530565440655","0.0043229530565440655","0.0043229530565440655","0.003227219684049487","0.003227219684049487","0.003227219684049487"
"58","17934.5","17934","17935","0.00434027798473835","0.00434027798473835","0.00434027798473835","0.00332213775254786","0.00332213775254786","0.00332213775254786"
"59","18238.5","18238","18239","0.004292862955480814","0.004292862955480814","0.004292862955480814","0.0036433995701372623","0.0036433995701372623","0.0036433995701372623"
"60","18542.5","18542","18543","0.004429636523127556","0.004429636523127556","0.004429636523127556","0.0038989486638456583","0.0038989486638456583","0.0038989486638456583"
"61","18846.5","18846","18847","0.0044661094434559345","0.0044661094434559345","0.0044661094434559345","0.0036945093888789415","0.0036945093888789415","0.0036945093888789415"
"62","19150.5","19150","19151","0.004175237845629454","0.004175237845629454","0.004175237845629454","0.003344041993841529","0.003344041993841529","0.003344041993841529"
"63","19454.5","19454","19455","0.004166119731962681","0.004166119731962681","0.004166119731962681","0.0032783295027911663","0.0032783295027911663","0.0032783295027911663"
"64","19758.5","19758","19759","0.004239065572619438","0.004239065572619438","0.004239065572619438","0.0030957944691181183","0.0030957944691181183","0.0030957944691181183"
"65","20062.5","20062","20063","0.004235418047755957","0.004235418047755957","0.004235418047755957","0.0035557826049625874","0.0035557826049625874","0.0035557826049625874"
"66","20366.5","20366","20367","0.004310187418013811","0.004310187418013811","0.004310187418013811","0.004088785033673048","0.004088785033673048","0.004088785033673048"
"67","20670.5","20670","20671","0.004164295736700296","0.004164295736700296","0.004164295736700296","0.0031323013827204704","0.0031323013827204704","0.0031323013827204704"
"68","20974.5","20974","20975","0.004146059509366751","0.004146059509366751","0.004146059509366751","0.0033513435628265142","0.0033513435628265142","0.0033513435628265142"
"69","21278.5","21278","21279","0.0042937747202813625","0.0042937747202813625","0.0042937747202813625","0.0029643692541867495","0.0029643692541867495","0.0029643692541867495"
"70","21582.5","21582","21583","0.0040639955550432205","0.0040639955550432205","0.0040639955550432205","0.003227219684049487","0.003227219684049487","0.003227219684049487"
"71","21886.5","21886","21887","0.004227211698889732","0.004227211698889732","0.004227211698889732","0.0029862732626497746","0.0029862732626497746","0.0029862732626497746"
"72","22190.5","22190","22191","0.004150618799030781","0.004150618799030781","0.004150618799030781","0.0031103971414268017","0.0031103971414268017","0.0031103971414268017"
"73","22494.5","22494","22495","0.004100468475371599","0.004100468475371599","0.004100468475371599","0.0030811915639787912","0.0030811915639787912","0.0030811915639787912"
"74","22798.5","22798","22799","0.004082231782376766","0.004082231782376766","0.004082231782376766","0.003176109865307808","0.003176109865307808","0.003176109865307808"
"75","23102.5","23102","23103","0.004171590320765972","0.004171590320765972","0.004171590320765972","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"76","23406.5","23406","23407","0.004087702836841345","0.004087702836841345","0.004087702836841345","0.0030957944691181183","0.0030957944691181183","0.0030957944691181183"
"77","23710.5","23710","23711","0.003980107605457306","0.003980107605457306","0.003980107605457306","0.0032418223563581705","0.0032418223563581705","0.0032418223563581705"
"78","24014.5","24014","24015","0.003860658733174205","0.003860658733174205","0.003860658733174205","0.0031980141066014767","0.0031980141066014767","0.0031980141066014767"
"79","24318.5","24318","24319","0.00400381488725543","0.00400381488725543","0.00400381488725543","0.003088492900133133","0.003088492900133133","0.003088492900133133"
"80","24622.5","24622","24623","0.003945458214730024","0.003945458214730024","0.003945458214730024","0.0032199181150645018","0.0032199181150645018","0.0032199181150645018"
"81","24926.5","24926","24927","0.0038716006092727184","0.0038716006092727184","0.0038716006092727184","0.0029862732626497746","0.0029862732626497746","0.0029862732626497746"
"82","25230.5","25230","25231","0.0037138552870601416","0.0037138552870601416","0.0037138552870601416","0.0029351634439080954","0.0029351634439080954","0.0029351634439080954"
"83","25534.5","25534","25535","0.0037658291403204203","0.0037658291403204203","0.0037658291403204203","0.0029497663490474224","0.0029497663490474224","0.0029497663490474224"
"84","25838.5","25838","25839","0.003773123724386096","0.003773123724386096","0.003773123724386096","0.0029862732626497746","0.0029862732626497746","0.0029862732626497746"
"85","26142.5","26142","26143","0.0037785947788506746","0.0037785947788506746","0.0037785947788506746","0.0028256424702703953","0.0028256424702703953","0.0028256424702703953"
"86","26446.5","26446","26447","0.003826009575277567","0.003826009575277567","0.003826009575277567","0.0030154790729284286","0.0030154790729284286","0.0030154790729284286"
"87","26750.5","26750","26751","0.0038141559343785048","0.0038141559343785048","0.0038141559343785048","0.002905957866460085","0.002905957866460085","0.002905957866460085"
"88","27054.5","27054","27055","0.0038761598989367485","0.0038761598989367485","0.0038761598989367485","0.0028329440392553806","0.0028329440392553806","0.0028329440392553806"
"89","27358.5","27358","27359","0.003644556738436222","0.003644556738436222","0.003644556738436222","0.0029643692541867495","0.0029643692541867495","0.0029643692541867495"
"90","27662.5","27662","27663","0.003887101775035262","0.003887101775035262","0.003887101775035262","0.002978971926495433","0.002978971926495433","0.002978971926495433"
"91","27966.5","27966","27967","0.003658234141767025","0.003658234141767025","0.003658234141767025","0.0029424650128930807","0.0029424650128930807","0.0029424650128930807"
"92","28270.5","28270","28271","0.003689236007630825","0.003689236007630825","0.003689236007630825","0.0031103971414268017","0.0031103971414268017","0.0031103971414268017"
"93","28574.5","28574","28575","0.003805949352681637","0.003805949352681637","0.003805949352681637","0.003088492900133133","0.003088492900133133","0.003088492900133133"
"94","28878.5","28878","28879","0.0037667411379516125","0.0037667411379516125","0.0037667411379516125","0.002862149616703391","0.002862149616703391","0.002862149616703391"
"95","29182.5","29182","29183","0.0037530637346208096","0.0037530637346208096","0.0037530637346208096","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"96","29486.5","29486","29487","0.0036354386247694492","0.0036354386247694492","0.0036354386247694492","0.0028548480477184057","0.0028548480477184057","0.0028548480477184057"
"97","29790.5","29790","29791","0.003730268217623234","0.003730268217623234","0.003730268217623234","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"98","30094.5","30094","30095","0.0035342262126505375","0.0035342262126505375","0.0035342262126505375","0.003139602718874812","0.003139602718874812","0.003139602718874812"
"99","30398.5","30398","30399","0.003702913410961628","0.003702913410961628","0.003702913410961628","0.0029497663490474224","0.0029497663490474224","0.0029497663490474224"
"100","30702.5","30702","30703","0.0037038251757621765","0.0037038251757621765","0.0037038251757621765","0.002811039797961712","0.002811039797961712","0.002811039797961712"
"101","31006.5","31006","31007","0.003701089881360531","0.003701089881360531","0.003701089881360531","0.002884053625166416","0.002884053625166416","0.002884053625166416"
"102","31310.5","31310","31311","0.003747592680156231","0.003747592680156231","0.003747592680156231","0.0028913551941514015","0.0028913551941514015","0.0028913551941514015"
"103","31614.5","31614","31615","0.0036208494566380978","0.0036208494566380978","0.0036208494566380978","0.0028402453754097223","0.0028402453754097223","0.0028402453754097223"
"104","31918.5","31918","31919","0.003776771016418934","0.003776771016418934","0.003776771016418934","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"105","32222.5","32222","32223","0.0037293562199920416","0.0037293562199920416","0.0037293562199920416","0.0029643692541867495","0.0029643692541867495","0.0029643692541867495"
"106","32526.5","32526","32527","0.0038132439367473125","0.0038132439367473125","0.0038132439367473125","0.0028037382289767265","0.0028037382289767265","0.0028037382289767265"
"107","32830.5","32830","32831","0.0037020016461610794","0.0037020016461610794","0.0037020016461610794","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"108","33134.5","33134","33135","0.003654586849734187","0.003654586849734187","0.003654586849734187","0.0028548480477184057","0.0028548480477184057","0.0028548480477184057"
"109","33438.5","33438","33439","0.003599877469241619","0.003599877469241619","0.003599877469241619","0.0030592873226851225","0.0030592873226851225","0.0030592873226851225"
"110","33742.5","33742","33743","0.0037001778837293386","0.0037001778837293386","0.0037001778837293386","0.0028986565303057432","0.0028986565303057432","0.0028986565303057432"
"111","34046.5","34046","34047","0.003732091747224331","0.003732091747224331","0.003732091747224331","0.002957067685201764","0.002957067685201764","0.002957067685201764"
"112","34350.5","34350","34351","0.0037047371733933687","0.0037047371733933687","0.0037047371733933687","0.0029351634439080954","0.0029351634439080954","0.0029351634439080954"
"113","34654.5","34654","34655","0.0036828534211963415","0.0036828534211963415","0.0036828534211963415","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"114","34958.5","34958","34959","0.003689236007630825","0.003689236007630825","0.003689236007630825","0.0028548480477184057","0.0028548480477184057","0.0028548480477184057"
"115","35262.5","35262","35263","0.0036627931986004114","0.0036627931986004114","0.0036627931986004114","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"116","35566.5","35566","35567","0.0035570217296481133","0.0035570217296481133","0.0035570217296481133","0.0030008761677891016","0.0030008761677891016","0.0030008761677891016"
"117","35870.5","35870","35871","0.0038205385208129883","0.0038205385208129883","0.0038205385208129883","0.0029862732626497746","0.0029862732626497746","0.0029862732626497746"
"118","36174.5","36174","36175","0.0037083844654262066","0.0037083844654262066","0.0037083844654262066","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"119","36478.5","36478","36479","0.003630879335105419","0.003630879335105419","0.003630879335105419","0.0028767522890120745","0.0028767522890120745","0.0028767522890120745"
"120","36782.5","36782","36783","0.00363270309753716","0.00363270309753716","0.00363270309753716","0.0028986565303057432","0.0028986565303057432","0.0028986565303057432"
"121","37086.5","37086","37087","0.0037448573857545853","0.0037448573857545853","0.0037448573857545853","0.0028183411341160536","0.0028183411341160536","0.0028183411341160536"
"122","37390.5","37390","37391","0.0037339155096560717","0.0037339155096560717","0.0037339155096560717","0.0029132594354450703","0.0029132594354450703","0.0029132594354450703"
"123","37694.5","37694","37695","0.0036573223769664764","0.0036573223769664764","0.0036573223769664764","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"124","37998.5","37998","37999","0.003810508642345667","0.003810508642345667","0.003810508642345667","0.002884053625166416","0.002884053625166416","0.002884053625166416"
"125","38302.5","38302","38303","0.0037621818482875824","0.0037621818482875824","0.0037621818482875824","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"126","38606.5","38606","38607","0.003742121858522296","0.003742121858522296","0.003742121858522296","0.0031323013827204704","0.0031323013827204704","0.0031323013827204704"
"127","38910.5","38910","38911","0.0035114306956529617","0.0035114306956529617","0.0035114306956529617","0.002884053625166416","0.002884053625166416","0.002884053625166416"
"128","39214.5","39214","39215","0.0036244967486709356","0.0036244967486709356","0.0036244967486709356","0.0029643692541867495","0.0029643692541867495","0.0029643692541867495"
"129","39518.5","39518","39519","0.0036819414235651493","0.0036819414235651493","0.0036819414235651493","0.002884053625166416","0.002884053625166416","0.002884053625166416"
"130","39822.5","39822","39823","0.0037785947788506746","0.0037785947788506746","0.0037785947788506746","0.0029278621077537537","0.0029278621077537537","0.0029278621077537537"
"131","40126.5","40126","40127","0.0036691760178655386","0.0036691760178655386","0.0036691760178655386","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"132","40430.5","40430","40431","0.0037138552870601416","0.0037138552870601416","0.0037138552870601416","0.0028402453754097223","0.0028402453754097223","0.0028402453754097223"
"133","40734.5","40734","40735","0.0037211498711258173","0.0037211498711258173","0.0037211498711258173","0.002847546711564064","0.002847546711564064","0.002847546711564064"
"134","41038.5","41038","41039","0.003757622791454196","0.003757622791454196","0.003757622791454196","0.0028183411341160536","0.0028183411341160536","0.0028183411341160536"
"135","41342.5","41342","41343","0.0036281440407037735","0.0036281440407037735","0.0036281440407037735","0.002862149616703391","0.002862149616703391","0.002862149616703391"
"136","41646.5","41646","41647","0.003740298096090555","0.003740298096090555","0.003740298096090555","0.0029132594354450703","0.0029132594354450703","0.0029132594354450703"
"137","41950.5","41950","41951","0.0036007892340421677","0.0036007892340421677","0.0036007892340421677","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"138","42254.5","42254","42255","0.0037503282073885202","0.0037503282073885202","0.0037503282073885202","0.0028767522890120745","0.0028767522890120745","0.0028767522890120745"
"139","42558.5","42558","42559","0.003646380500867963","0.003646380500867963","0.003646380500867963","0.0028548480477184057","0.0028548480477184057","0.0028548480477184057"
"140","42862.5","42862","42863","0.0036819414235651493","0.0036819414235651493","0.0036819414235651493","0.0029278621077537537","0.0029278621077537537","0.0029278621077537537"
"141","43166.5","43166","43167","0.0037667411379516125","0.0037667411379516125","0.0037667411379516125","0.0029351634439080954","0.0029351634439080954","0.0029351634439080954"
"142","43470.5","43470","43471","0.003784977598115802","0.003784977598115802","0.003784977598115802","0.0029862732626497746","0.0029862732626497746","0.0029862732626497746"
"143","43774.5","43774","43775","0.003769476432353258","0.003769476432353258","0.003769476432353258","0.0027818342205137014","0.0027818342205137014","0.0027818342205137014"
"144","44078.5","44078","44079","0.0037175025790929794","0.0037175025790929794","0.0037175025790929794","0.0029351634439080954","0.0029351634439080954","0.0029351634439080954"
"145","44382.5","44382","44383","0.003687412478029728","0.003687412478029728","0.003687412478029728","0.002847546711564064","0.002847546711564064","0.002847546711564064"
"146","44686.5","44686","44687","0.0034950177650898695","0.0034950177650898695","0.0034950177650898695","0.002862149616703391","0.002862149616703391","0.002862149616703391"
"147","44990.5","44990","44991","0.003803214058279991","0.003803214058279991","0.003803214058279991","0.003044684650376439","0.003044684650376439","0.003044684650376439"
"148","45294.5","45294","45295","0.0036983543541282415","0.0036983543541282415","0.0036983543541282415","0.0028767522890120745","0.0028767522890120745","0.0028767522890120745"
"149","45598.5","45598","45599","0.0036217612214386463","0.0036217612214386463","0.0036217612214386463","0.002884053625166416","0.002884053625166416","0.002884053625166416"
"150","45902.5","45902","45903","0.0036235847510397434","0.0036235847510397434","0.0036235847510397434","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"151","46206.5","46206","46207","0.003689236007630825","0.003689236007630825","0.003689236007630825","0.002905957866460085","0.002905957866460085","0.002905957866460085"
"152","46510.5","46510","46511","0.0037020016461610794","0.0037020016461610794","0.0037020016461610794","0.0030227804090827703","0.0030227804090827703","0.0030227804090827703"
"153","46814.5","46814","46815","0.0036263202782720327","0.0036263202782720327","0.0036263202782720327","0.0031103971414268017","0.0031103971414268017","0.0031103971414268017"
"154","47118.5","47118","47119","0.0037804183084517717","0.0037804183084517717","0.0037804183084517717","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"155","47422.5","47422","47423","0.0036472922656685114","0.0036472922656685114","0.0036472922656685114","0.0028548480477184057","0.0028548480477184057","0.0028548480477184057"
"156","47726.5","47726","47727","0.003677382366731763","0.003677382366731763","0.003677382366731763","0.0028767522890120745","0.0028767522890120745","0.0028767522890120745"
"157","48030.5","48030","48031","0.0037785947788506746","0.0037785947788506746","0.0037785947788506746","0.0032783295027911663","0.0032783295027911663","0.0032783295027911663"
"158","48334.5","48334","48335","0.003742121858522296","0.003742121858522296","0.003742121858522296","0.002811039797961712","0.002811039797961712","0.002811039797961712"
"159","48638.5","48638","48639","0.0036810296587646008","0.0036810296587646008","0.0036810296587646008","0.0028767522890120745","0.0028767522890120745","0.0028767522890120745"
"160","48942.5","48942","48943","0.0037977430038154125","0.0037977430038154125","0.0037977430038154125","0.002884053625166416","0.002884053625166416","0.002884053625166416"
"161","49246.5","49246","49247","0.0037530637346208096","0.0037530637346208096","0.0037530637346208096","0.0028767522890120745","0.0028767522890120745","0.0028767522890120745"
"162","49550.5","49550","49551","0.0037366508040577173","0.0037366508040577173","0.0037366508040577173","0.003051985986530781","0.003051985986530781","0.003051985986530781"
"163","49854.5","49854","49855","0.003774035722017288","0.003774035722017288","0.003774035722017288","0.0032053154427558184","0.0032053154427558184","0.0032053154427558184"
"164","50158.5","50158","50159","0.003716590814292431","0.003716590814292431","0.003716590814292431","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"165","50462.5","50462","50463","0.0038041258230805397","0.0038041258230805397","0.0038041258230805397","0.0028767522890120745","0.0028767522890120745","0.0028767522890120745"
"166","50766.5","50766","50767","0.003837863216176629","0.003837863216176629","0.003837863216176629","0.003030081745237112","0.003030081745237112","0.003030081745237112"
"167","51070.5","51070","51071","0.003642733208835125","0.003642733208835125","0.003642733208835125","0.002920560771599412","0.002920560771599412","0.002920560771599412"
"168","51374.5","51374","51375","0.0036144666373729706","0.0036144666373729706","0.0036144666373729706","0.0028548480477184057","0.0028548480477184057","0.0028548480477184057"
"169","51678.5","51678","51679","0.0037211498711258173","0.0037211498711258173","0.0037211498711258173","0.0029497663490474224","0.0029497663490474224","0.0029497663490474224"
"170","51982.5","51982","51983","0.0038688653148710728","0.0038688653148710728","0.0038688653148710728","0.0030227804090827703","0.0030227804090827703","0.0030227804090827703"
"171","52286.5","52286","52287","0.0037448573857545853","0.0037448573857545853","0.0037448573857545853","0.0032783295027911663","0.0032783295027911663","0.0032783295027911663"
"172","52590.5","52590","52591","0.0036764706019312143","0.0036764706019312143","0.0036764706019312143","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"173","52894.5","52894","52895","0.003558845492079854","0.003558845492079854","0.003558845492079854","0.002957067685201764","0.002957067685201764","0.002957067685201764"
"174","53198.5","53198","53199","0.003769476432353258","0.003769476432353258","0.003769476432353258","0.0030008761677891016","0.0030008761677891016","0.0030008761677891016"
"175","53502.5","53502","53503","0.0037020016461610794","0.0037020016461610794","0.0037020016461610794","0.002957067685201764","0.002957067685201764","0.002957067685201764"
"176","53806.5","53806","53807","0.003863394260406494","0.003863394260406494","0.003863394260406494","0.0029497663490474224","0.0029497663490474224","0.0029497663490474224"
"177","54110.5","54110","54111","0.003630879335105419","0.003630879335105419","0.003630879335105419","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"178","54414.5","54414","54415","0.0035816410090774298","0.0035816410090774298","0.0035816410090774298","0.003088492900133133","0.003088492900133133","0.003088492900133133"
"179","54718.5","54718","54719","0.003764005610719323","0.003764005610719323","0.003764005610719323","0.0029862732626497746","0.0029862732626497746","0.0029862732626497746"
"180","55022.5","55022","55023","0.003753975499421358","0.003753975499421358","0.003753975499421358","0.0028256424702703953","0.0028256424702703953","0.0028256424702703953"
"181","55326.5","55326","55327","0.0038178032264113426","0.0038178032264113426","0.0038178032264113426","0.0029278621077537537","0.0029278621077537537","0.0029278621077537537"
"182","55630.5","55630","55631","0.0035752581898123026","0.0035752581898123026","0.0035752581898123026","0.0028913551941514015","0.0028913551941514015","0.0028913551941514015"
"183","55934.5","55934","55935","0.003716590814292431","0.003716590814292431","0.003716590814292431","0.0029424650128930807","0.0029424650128930807","0.0029424650128930807"
"184","56238.5","56238","56239","0.0036281440407037735","0.0036281440407037735","0.0036281440407037735","0.002920560771599412","0.002920560771599412","0.002920560771599412"
"185","56542.5","56542","56543","0.0035670518409460783","0.0035670518409460783","0.0035670518409460783","0.0028767522890120745","0.0028767522890120745","0.0028767522890120745"
"186","56846.5","56846","56847","0.003753975499421358","0.003753975499421358","0.003753975499421358","0.003154205624014139","0.003154205624014139","0.003154205624014139"
"187","57150.5","57150","57151","0.0037658291403204203","0.0037658291403204203","0.0037658291403204203","0.0029278621077537537","0.0029278621077537537","0.0029278621077537537"
"188","57454.5","57454","57455","0.003629055805504322","0.003629055805504322","0.003629055805504322","0.002847546711564064","0.002847546711564064","0.002847546711564064"
"189","57758.5","57758","57759","0.0038779834285378456","0.0038779834285378456","0.0038779834285378456","0.002884053625166416","0.002884053625166416","0.002884053625166416"
