"epoch","ENetB7_Base - _step","ENetB7_Base - _step__MIN","ENetB7_Base - _step__MAX","ENetB7_Base - train_loss_epoch","ENetB7_Base - train_loss_epoch__MIN","ENetB7_Base - train_loss_epoch__MAX","ENetB7_Base - val_loss_epoch","ENetB7_Base - val_loss_epoch__MIN","ENetB7_Base - val_loss_epoch__MAX"
"49","15198.5","15198","15199","0.048625700175762177","0.048625700175762177","0.048625700175762177","2.7425379753112793","2.7425379753112793","2.7425379753112793"
"50","15502.5","15502","15503","0.04930135980248451","0.04930135980248451","0.04930135980248451","2.6989777088165283","2.6989777088165283","2.6989777088165283"
"51","15806.5","15806","15807","0.04994510859251022","0.04994510859251022","0.04994510859251022","2.655388355255127","2.655388355255127","2.655388355255127"
"52","16110.5","16110","16111","0.04964876547455788","0.04964876547455788","0.04964876547455788","2.640610456466675","2.640610456466675","2.640610456466675"
"53","16414.5","16414","16415","0.049408044666051865","0.049408044666051865","0.049408044666051865","2.7850759029388428","2.7850759029388428","2.7850759029388428"
"54","16718.5","16718","16719","0.0512772835791111","0.0512772835791111","0.0512772835791111","2.734710931777954","2.734710931777954","2.734710931777954"
"55","17022.5","17022","17023","0.050325337797403336","0.050325337797403336","0.050325337797403336","2.7266647815704346","2.7266647815704346","2.7266647815704346"
"56","17326.5","17326","17327","0.05101194232702255","0.05101194232702255","0.05101194232702255","2.75807523727417","2.75807523727417","2.75807523727417"
"57","17630.5","17630","17631","0.049149997532367706","0.049149997532367706","0.049149997532367706","2.665595769882202","2.665595769882202","2.665595769882202"
"58","17934.5","17934","17935","0.049853015691041946","0.049853015691041946","0.049853015691041946","2.6715245246887207","2.6715245246887207","2.6715245246887207"
"59","18238.5","18238","18239","0.04991045966744423","0.04991045966744423","0.04991045966744423","2.6684799194335938","2.6684799194335938","2.6684799194335938"
"60","18542.5","18542","18543","0.050356339663267136","0.050356339663267136","0.050356339663267136","2.674116611480713","2.674116611480713","2.674116611480713"
"61","18846.5","18846","18847","0.051704928278923035","0.051704928278923035","0.051704928278923035","2.709944486618042","2.709944486618042","2.709944486618042"
"62","19150.5","19150","19151","0.04810413718223572","0.04810413718223572","0.04810413718223572","2.7269787788391113","2.7269787788391113","2.7269787788391113"
"63","19454.5","19454","19455","0.04937521740794182","0.04937521740794182","0.04937521740794182","2.732045888900757","2.732045888900757","2.732045888900757"
"64","19758.5","19758","19759","0.050800397992134094","0.050800397992134094","0.050800397992134094","2.6766135692596436","2.6766135692596436","2.6766135692596436"
"65","20062.5","20062","20063","0.050684597343206406","0.050684597343206406","0.050684597343206406","2.697167158126831","2.697167158126831","2.697167158126831"
"66","20366.5","20366","20367","0.04948098957538605","0.04948098957538605","0.04948098957538605","2.685696601867676","2.685696601867676","2.685696601867676"
"67","20670.5","20670","20671","0.04906519874930382","0.04906519874930382","0.04906519874930382","2.714318037033081","2.714318037033081","2.714318037033081"
"68","20974.5","20974","20975","0.04980742186307907","0.04980742186307907","0.04980742186307907","2.648101568222046","2.648101568222046","2.648101568222046"
"69","21278.5","21278","21279","0.05066271126270294","0.05066271126270294","0.05066271126270294","2.6548261642456055","2.6548261642456055","2.6548261642456055"
"70","21582.5","21582","21583","0.04961046949028969","0.04961046949028969","0.04961046949028969","2.6703052520751953","2.6703052520751953","2.6703052520751953"
"71","21886.5","21886","21887","0.05259668827056885","0.05259668827056885","0.05259668827056885","2.6866602897644043","2.6866602897644043","2.6866602897644043"
"72","22190.5","22190","22191","0.04974724352359772","0.04974724352359772","0.04974724352359772","2.6850247383117676","2.6850247383117676","2.6850247383117676"
"73","22494.5","22494","22495","0.04976091906428337","0.04976091906428337","0.04976091906428337","2.6805927753448486","2.6805927753448486","2.6805927753448486"
"74","22798.5","22798","22799","0.051903706043958664","0.051903706043958664","0.051903706043958664","2.7116894721984863","2.7116894721984863","2.7116894721984863"
"75","23102.5","23102","23103","0.050839606672525406","0.050839606672525406","0.050839606672525406","2.6858863830566406","2.6858863830566406","2.6858863830566406"
"76","23406.5","23406","23407","0.0502387136220932","0.0502387136220932","0.0502387136220932","2.6742405891418457","2.6742405891418457","2.6742405891418457"
"77","23710.5","23710","23711","0.04968614876270294","0.04968614876270294","0.04968614876270294","2.6884419918060303","2.6884419918060303","2.6884419918060303"
"78","24014.5","24014","24015","0.049791011959314346","0.049791011959314346","0.049791011959314346","2.6987295150756836","2.6987295150756836","2.6987295150756836"
"79","24318.5","24318","24319","0.05048946663737297","0.05048946663737297","0.05048946663737297","2.680673122406006","2.680673122406006","2.680673122406006"
"80","24622.5","24622","24623","0.04905607923865318","0.04905607923865318","0.04905607923865318","2.6983280181884766","2.6983280181884766","2.6983280181884766"
"81","24926.5","24926","24927","0.05038369446992874","0.05038369446992874","0.05038369446992874","2.6760807037353516","2.6760807037353516","2.6760807037353516"
"82","25230.5","25230","25231","0.05021044984459877","0.05021044984459877","0.05021044984459877","2.6312062740325928","2.6312062740325928","2.6312062740325928"
"83","25534.5","25534","25535","0.04995422810316086","0.04995422810316086","0.04995422810316086","2.669823408126831","2.669823408126831","2.669823408126831"
"84","25838.5","25838","25839","0.04839227348566055","0.04839227348566055","0.04839227348566055","2.698167324066162","2.698167324066162","2.698167324066162"
"85","26142.5","26142","26143","0.04884271323680878","0.04884271323680878","0.04884271323680878","2.6832797527313232","2.6832797527313232","2.6832797527313232"
"86","26446.5","26446","26447","0.04789533093571663","0.04789533093571663","0.04789533093571663","2.642596483230591","2.642596483230591","2.642596483230591"
"87","26750.5","26750","26751","0.04991775378584862","0.04991775378584862","0.04991775378584862","2.641479253768921","2.641479253768921","2.641479253768921"
"88","27054.5","27054","27055","0.04967976734042168","0.04967976734042168","0.04967976734042168","2.664712429046631","2.664712429046631","2.664712429046631"
"89","27358.5","27358","27359","0.05062076821923256","0.05062076821923256","0.05062076821923256","2.6691880226135254","2.6691880226135254","2.6691880226135254"
"90","27662.5","27662","27663","0.05117424577474594","0.05117424577474594","0.05117424577474594","2.6729848384857178","2.6729848384857178","2.6729848384857178"
