"epoch","ENetB0_Tuned - _step","ENetB0_Tuned - _step__MIN","ENetB0_Tuned - _step__MAX","ENetB0_Tuned - train_loss_epoch","ENetB0_Tuned - train_loss_epoch__MIN","ENetB0_Tuned - train_loss_epoch__MAX","ENetB0_Tuned - val_loss_epoch","ENetB0_Tuned - val_loss_epoch__MIN","ENetB0_Tuned - val_loss_epoch__MAX"
"60","4756.5","4756","4757","0.03480246290564537","0.03480246290564537","0.03480246290564537","0.0038770444225519896","0.0038770444225519896","0.0038770444225519896"
"61","4834.5","4834","4835","0.034635599702596664","0.034635599702596664","0.034635599702596664","0.02402891404926777","0.02402891404926777","0.02402891404926777"
"62","4912.5","4912","4913","0.03597233071923256","0.03597233071923256","0.03597233071923256","0.004293224308639765","0.004293224308639765","0.004293224308639765"
"63","4990.5","4990","4991","0.03792545571923256","0.03792545571923256","0.03792545571923256","0.005899532698094845","0.005899532698094845","0.005899532698094845"
"64","5068.5","5068","5069","0.033199477940797806","0.033199477940797806","0.033199477940797806","0.010287675075232983","0.010287675075232983","0.010287675075232983"
"65","5146.5","5146","5147","0.03299614042043686","0.03299614042043686","0.03299614042043686","0.005249707959592342","0.005249707959592342","0.005249707959592342"
"66","5224.5","5224","5225","0.03405112028121948","0.03405112028121948","0.03405112028121948","0.011945093050599098","0.011945093050599098","0.011945093050599098"
"67","5302.5","5302","5303","0.033824075013399124","0.033824075013399124","0.033824075013399124","0.0038040303625166416","0.0038040303625166416","0.0038040303625166416"
"68","5380.5","5380","5381","0.03520093113183975","0.03520093113183975","0.03520093113183975","0.007659170776605606","0.007659170776605606","0.007659170776605606"
"69","5458.5","5458","5459","0.03566413372755051","0.03566413372755051","0.03566413372755051","0.008447721600532532","0.008447721600532532","0.008447721600532532"
"70","5536.5","5536","5537","0.034573595970869064","0.034573595970869064","0.034573595970869064","0.004293224308639765","0.004293224308639765","0.004293224308639765"
"71","5614.5","5614","5615","0.0351252481341362","0.0351252481341362","0.0351252481341362","0.0036068924237042665","0.0036068924237042665","0.0036068924237042665"
"72","5692.5","5692","5693","0.03514804318547249","0.03514804318547249","0.03514804318547249","0.004724007099866867","0.004724007099866867","0.004724007099866867"
"73","5770.5","5770","5771","0.031938426196575165","0.031938426196575165","0.031938426196575165","0.004760514013469219","0.004760514013469219","0.004760514013469219"
"74","5848.5","5848","5849","0.032620470970869064","0.032620470970869064","0.032620470970869064","0.004154497757554054","0.004154497757554054","0.004154497757554054"
"75","5926.5","5926","5927","0.0322110615670681","0.0322110615670681","0.0322110615670681","0.0035338785964995623","0.0035338785964995623","0.0035338785964995623"
"76","6004.5","6004","6005","0.03392437845468521","0.03392437845468521","0.03392437845468521","0.006578563246876001","0.006578563246876001","0.006578563246876001"
"77","6082.5","6082","6083","0.03371192142367363","0.03371192142367363","0.03371192142367363","0.006877920590341091","0.006877920590341091","0.006877920590341091"
"78","6160.5","6160","6161","0.03645012527704239","0.03645012527704239","0.03645012527704239","0.009309287182986736","0.009309287182986736","0.009309287182986736"
"79","6238.5","6238","6239","0.03394899517297745","0.03394899517297745","0.03394899517297745","0.0037675234489142895","0.0037675234489142895","0.0037675234489142895"
"80","6316.5","6316","6317","0.03203234449028969","0.03203234449028969","0.03203234449028969","0.005972546525299549","0.005972546525299549","0.005972546525299549"
"81","6394.5","6394","6395","0.03344931825995445","0.03344931825995445","0.03344931825995445","0.006323013920336962","0.006323013920336962","0.006323013920336962"
"82","6472.5","6472","6473","0.035769905894994736","0.035769905894994736","0.035769905894994736","0.009915303438901901","0.009915303438901901","0.009915303438901901"
"83","6550.5","6550","6551","0.034762341529130936","0.034762341529130936","0.034762341529130936","0.01729702018201351","0.01729702018201351","0.01729702018201351"
"84","6628.5","6628","6629","0.03392620012164116","0.03392620012164116","0.03392620012164116","0.0036214953288435936","0.0036214953288435936","0.0036214953288435936"
"85","6706.5","6706","6707","0.03664160892367363","0.03664160892367363","0.03664160892367363","0.009287383407354355","0.009287383407354355","0.009287383407354355"
"86","6784.5","6784","6785","0.036405447870492935","0.036405447870492935","0.036405447870492935","0.003847838845103979","0.003847838845103979","0.003847838845103979"
"87","6862.5","6862","6863","0.03318488970398903","0.03318488970398903","0.03318488970398903","0.004161798860877752","0.004161798860877752","0.004161798860877752"
"88","6940.5","6940","6941","0.032524727284908295","0.032524727284908295","0.032524727284908295","0.03511974215507507","0.03511974215507507","0.03511974215507507"
"89","7018.5","7018","7019","0.03235330432653427","0.03235330432653427","0.03235330432653427","0.007578854914754629","0.007578854914754629","0.007578854914754629"
"90","7096.5","7096","7097","0.03447694331407547","0.03447694331407547","0.03447694331407547","0.004366238135844469","0.004366238135844469","0.004366238135844469"
"91","7174.5","7174","7175","0.031001072376966476","0.031001072376966476","0.031001072376966476","0.00929468497633934","0.00929468497633934","0.00929468497633934"
"92","7252.5","7252","7253","0.030257023870944977","0.030257023870944977","0.030257023870944977","0.004147196188569069","0.004147196188569069","0.004147196188569069"
"93","7330.5","7330","7331","0.03125455975532532","0.03125455975532532","0.03125455975532532","0.0032053154427558184","0.0032053154427558184","0.0032053154427558184"
"94","7408.5","7408","7409","0.029955212026834488","0.029955212026834488","0.029955212026834488","0.0036214953288435936","0.0036214953288435936","0.0036214953288435936"
"95","7486.5","7486","7487","0.03121626190841198","0.03121626190841198","0.03121626190841198","0.00459988322108984","0.00459988322108984","0.00459988322108984"
"96","7564.5","7564","7565","0.030106574296951294","0.030106574296951294","0.030106574296951294","0.003935455810278654","0.003935455810278654","0.003935455810278654"
"97","7642.5","7642","7643","0.028923939913511276","0.028923939913511276","0.028923939913511276","0.0033659462351351976","0.0033659462351351976","0.0033659462351351976"
"98","7720.5","7720","7721","0.032346922904253006","0.032346922904253006","0.032346922904253006","0.003300233744084835","0.003300233744084835","0.003300233744084835"
"99","7798.5","7798","7799","0.031178878620266914","0.031178878620266914","0.031178878620266914","0.0033148364163935184","0.0033148364163935184","0.0033148364163935184"
"100","7876.5","7876","7877","0.03006645292043686","0.03006645292043686","0.03006645292043686","0.0035630841739475727","0.0035630841739475727","0.0035630841739475727"
"101","7954.5","7954","7955","0.0314670130610466","0.0314670130610466","0.0314670130610466","0.004307826980948448","0.004307826980948448","0.004307826980948448"
"102","8032.5","8032","8033","0.030734820291399956","0.030734820291399956","0.030734820291399956","0.00332213775254786","0.00332213775254786","0.00332213775254786"
"103","8110.5","8110","8111","0.030502304434776306","0.030502304434776306","0.030502304434776306","0.00390625","0.00390625","0.00390625"
"104","8188.5","8188","8189","0.02824007160961628","0.02824007160961628","0.02824007160961628","0.0033878504764288664","0.0033878504764288664","0.0033878504764288664"
"105","8266.5","8266","8267","0.02979564294219017","0.02979564294219017","0.02979564294219017","0.0032199181150645018","0.0032199181150645018","0.0032199181150645018"
"106","8344.5","8344","8345","0.0282893106341362","0.0282893106341362","0.0282893106341362","0.003344041993841529","0.003344041993841529","0.003344041993841529"
"107","8422.5","8422","8423","0.029316022992134094","0.029316022992134094","0.029316022992134094","0.0031469042878597975","0.0031469042878597975","0.0031469042878597975"
"108","8500.5","8500","8501","0.030292585492134094","0.030292585492134094","0.030292585492134094","0.0032929321750998497","0.0032929321750998497","0.0032929321750998497"
"109","8578.5","8578","8579","0.029443679377436638","0.029443679377436638","0.029443679377436638","0.003869743086397648","0.003869743086397648","0.003869743086397648"
"110","8656.5","8656","8657","0.02827928029000759","0.02827928029000759","0.02827928029000759","0.004191004671156406","0.004191004671156406","0.004191004671156406"
"111","8734.5","8734","8735","0.032656941562891006","0.032656941562891006","0.032656941562891006","0.003395151812583208","0.003395151812583208","0.003395151812583208"
"112","8812.5","8812","8813","0.029236694797873497","0.029236694797873497","0.029236694797873497","0.004256717395037413","0.004256717395037413","0.004256717395037413"
"113","8890.5","8890","8891","0.02728904038667679","0.02728904038667679","0.02728904038667679","0.003285630838945508","0.003285630838945508","0.003285630838945508"
"114","8968.5","8968","8969","0.028172597289085388","0.028172597289085388","0.028172597289085388","0.0033878504764288664","0.0033878504764288664","0.0033878504764288664"
"115","9046.5","9046","9047","0.028973177075386047","0.028973177075386047","0.028973177075386047","0.0038405372761189938","0.0038405372761189938","0.0038405372761189938"
"116","9124.5","9124","9125","0.029868587851524353","0.029868587851524353","0.029868587851524353","0.006483644712716341","0.006483644712716341","0.006483644712716341"
"117","9202.5","9202","9203","0.027629150077700615","0.027629150077700615","0.027629150077700615","0.0030738902278244495","0.0030738902278244495","0.0030738902278244495"
"118","9280.5","9280","9281","0.02756349928677082","0.02756349928677082","0.02756349928677082","0.003234521020203829","0.003234521020203829","0.003234521020203829"
"119","9358.5","9358","9359","0.02846985124051571","0.02846985124051571","0.02846985124051571","0.005403037182986736","0.005403037182986736","0.005403037182986736"
"120","9436.5","9436","9437","0.027091175317764282","0.027091175317764282","0.027091175317764282","0.0034754672087728977","0.0034754672087728977","0.0034754672087728977"
"121","9514.5","9514","9515","0.028739750385284424","0.028739750385284424","0.028739750385284424","0.0036872080527246","0.0036872080527246","0.0036872080527246"
"122","9592.5","9592","9593","0.02904338762164116","0.02904338762164116","0.02904338762164116","0.0033513435628265142","0.0033513435628265142","0.0033513435628265142"
"123","9670.5","9670","9671","0.028029441833496094","0.028029441833496094","0.028029441833496094","0.0033513435628265142","0.0033513435628265142","0.0033513435628265142"
"124","9748.5","9748","9749","0.028838228434324265","0.028838228434324265","0.028838228434324265","0.003592289751395583","0.003592289751395583","0.003592289751395583"
"125","9826.5","9826","9827","0.028497206047177315","0.028497206047177315","0.028497206047177315","0.004154497757554054","0.004154497757554054","0.004154497757554054"
"126","9904.5","9904","9905","0.028491735458374023","0.028491735458374023","0.028491735458374023","0.0052789137698709965","0.0052789137698709965","0.0052789137698709965"
"127","9982.5","9982","9983","0.030646372586488724","0.030646372586488724","0.030646372586488724","0.006856016349047422","0.006856016349047422","0.006856016349047422"
"128","10060.5","10060","10061","0.02948015183210373","0.02948015183210373","0.02948015183210373","0.0031250000465661287","0.0031250000465661287","0.0031250000465661287"
"129","10138.5","10138","10139","0.0285218246281147","0.0285218246281147","0.0285218246281147","0.003782126121222973","0.003782126121222973","0.003782126121222973"
"130","10216.5","10216","10217","0.02721427194774151","0.02721427194774151","0.02721427194774151","0.003650700906291604","0.003650700906291604","0.003650700906291604"
"131","10294.5","10294","10295","0.028350403532385826","0.028350403532385826","0.028350403532385826","0.003234521020203829","0.003234521020203829","0.003234521020203829"
"132","10372.5","10372","10373","0.02922210469841957","0.02922210469841957","0.02922210469841957","0.0033659462351351976","0.0033659462351351976","0.0033659462351351976"
"133","10450.5","10450","10451","0.029006915166974068","0.029006915166974068","0.029006915166974068","0.005030666012316942","0.005030666012316942","0.005030666012316942"
"134","10528.5","10528","10529","0.027507878839969635","0.027507878839969635","0.027507878839969635","0.003161506960168481","0.003161506960168481","0.003161506960168481"
"135","10606.5","10606","10607","0.027069291099905968","0.027069291099905968","0.027069291099905968","0.0033294393215328455","0.0033294393215328455","0.0033294393215328455"
"136","10684.5","10684","10685","0.02858383022248745","0.02858383022248745","0.02858383022248745","0.0030957944691181183","0.0030957944691181183","0.0030957944691181183"
"137","10762.5","10762","10763","0.02930690534412861","0.02930690534412861","0.02930690534412861","0.003117698710411787","0.003117698710411787","0.003117698710411787"
"138","10840.5","10840","10841","0.02732004225254059","0.02732004225254059","0.02732004225254059","0.0034754672087728977","0.0034754672087728977","0.0034754672087728977"
"139","10918.5","10918","10919","0.028352227061986923","0.028352227061986923","0.028352227061986923","0.0030738902278244495","0.0030738902278244495","0.0030738902278244495"
"140","10996.5","10996","10997","0.026102758944034576","0.026102758944034576","0.026102758944034576","0.0033513435628265142","0.0033513435628265142","0.0033513435628265142"
"141","11074.5","11074","11075","0.027585383504629135","0.027585383504629135","0.027585383504629135","0.003855140181258321","0.003855140181258321","0.003855140181258321"
"142","11152.5","11152","11153","0.027230683714151382","0.027230683714151382","0.027230683714151382","0.003030081745237112","0.003030081745237112","0.003030081745237112"
"143","11230.5","11230","11231","0.027350133284926414","0.027350133284926414","0.027350133284926414","0.0037967290263623","0.0037967290263623","0.0037967290263623"
"144","11308.5","11308","11309","0.027889931574463844","0.027889931574463844","0.027889931574463844","0.0030811915639787912","0.0030811915639787912","0.0030811915639787912"
"145","11386.5","11386","11387","0.02826104313135147","0.02826104313135147","0.02826104313135147","0.003431658959016204","0.003431658959016204","0.003431658959016204"
"146","11464.5","11464","11465","0.026954401284456253","0.026954401284456253","0.026954401284456253","0.002957067685201764","0.002957067685201764","0.002957067685201764"
"147","11542.5","11542","11543","0.027185093611478806","0.027185093611478806","0.027185093611478806","0.0034608645364642143","0.0034608645364642143","0.0034608645364642143"
"148","11620.5","11620","11621","0.02632889151573181","0.02632889151573181","0.02632889151573181","0.003336740657687187","0.003336740657687187","0.003336740657687187"
"149","11698.5","11698","11699","0.028271986171603203","0.028271986171603203","0.028271986171603203","0.004504965152591467","0.004504965152591467","0.004504965152591467"
"150","11776.5","11776","11777","0.0284133180975914","0.0284133180975914","0.0284133180975914","0.003139602718874812","0.003139602718874812","0.003139602718874812"
"151","11854.5","11854","11855","0.028016675263643265","0.028016675263643265","0.028016675263643265","0.0031834112014621496","0.0031834112014621496","0.0031834112014621496"
"152","11932.5","11932","11933","0.02878534235060215","0.02878534235060215","0.02878534235060215","0.004264018498361111","0.004264018498361111","0.004264018498361111"
"153","12010.5","12010","12011","0.027540704235434532","0.027540704235434532","0.027540704235434532","0.0044684577733278275","0.0044684577733278275","0.0044684577733278275"
"154","12088.5","12088","12089","0.02773400954902172","0.02773400954902172","0.02773400954902172","0.003161506960168481","0.003161506960168481","0.003161506960168481"
"155","12166.5","12166","12167","0.027001816779375076","0.027001816779375076","0.027001816779375076","0.003044684650376439","0.003044684650376439","0.003044684650376439"
"156","12244.5","12244","12245","0.027882637456059456","0.027882637456059456","0.027882637456059456","0.004088785033673048","0.004088785033673048","0.004088785033673048"
"157","12322.5","12322","12323","0.027812426909804344","0.027812426909804344","0.027812426909804344","0.003300233744084835","0.003300233744084835","0.003300233744084835"
"158","12400.5","12400","12401","0.026975372806191444","0.026975372806191444","0.026975372806191444","0.003234521020203829","0.003234521020203829","0.003234521020203829"
"159","12478.5","12478","12479","0.028086885809898376","0.028086885809898376","0.028086885809898376","0.005125584080815315","0.005125584080815315","0.005125584080815315"
"160","12556.5","12556","12557","0.026400012895464897","0.026400012895464897","0.026400012895464897","0.0031834112014621496","0.0031834112014621496","0.0031834112014621496"
"161","12634.5","12634","12635","0.026786625385284424","0.026786625385284424","0.026786625385284424","0.003336740657687187","0.003336740657687187","0.003336740657687187"
"162","12712.5","12712","12713","0.02823460102081299","0.02823460102081299","0.02823460102081299","0.0033075350802391768","0.0033075350802391768","0.0033075350802391768"
"163","12790.5","12790","12791","0.026931606233119965","0.026931606233119965","0.026931606233119965","0.003577686846256256","0.003577686846256256","0.003577686846256256"
"164","12868.5","12868","12869","0.02648572437465191","0.02648572437465191","0.02648572437465191","0.003920852672308683","0.003920852672308683","0.003920852672308683"
"165","12946.5","12946","12947","0.02773674577474594","0.02773674577474594","0.02773674577474594","0.0033148364163935184","0.0033148364163935184","0.0033148364163935184"
"166","13024.5","13024","13025","0.02699725702404976","0.02699725702404976","0.02699725702404976","0.0031907125376164913","0.0031907125376164913","0.0031907125376164913"
"167","13102.5","13102","13103","0.02728448063135147","0.02728448063135147","0.02728448063135147","0.0032637265976518393","0.0032637265976518393","0.0032637265976518393"
"168","13180.5","13180","13181","0.028127918019890785","0.028127918019890785","0.028127918019890785","0.004870035219937563","0.004870035219937563","0.004870035219937563"
"169","13258.5","13258","13259","0.02823460102081299","0.02823460102081299","0.02823460102081299","0.0036799064837396145","0.0036799064837396145","0.0036799064837396145"
"170","13336.5","13336","13337","0.02655867114663124","0.02655867114663124","0.02655867114663124","0.003300233744084835","0.003300233744084835","0.003300233744084835"
"171","13414.5","13414","13415","0.02661793865263462","0.02661793865263462","0.02661793865263462","0.003665303811430931","0.003665303811430931","0.003665303811430931"
"172","13492.5","13492","13493","0.028138859197497368","0.028138859197497368","0.028138859197497368","0.0060674650594592094","0.0060674650594592094","0.0060674650594592094"
"173","13570.5","13570","13571","0.027378398925065994","0.027378398925065994","0.027378398925065994","0.00420560734346509","0.00420560734346509","0.00420560734346509"
"174","13648.5","13648","13649","0.028656775131821632","0.028656775131821632","0.028656775131821632","0.004081483464688063","0.004081483464688063","0.004081483464688063"
"175","13726.5","13726","13727","0.02703372947871685","0.02703372947871685","0.02703372947871685","0.003176109865307808","0.003176109865307808","0.003176109865307808"
"176","13804.5","13804","13805","0.02697172574698925","0.02697172574698925","0.02697172574698925","0.0032637265976518393","0.0032637265976518393","0.0032637265976518393"
"177","13882.5","13882","13883","0.0281808041036129","0.0281808041036129","0.0281808041036129","0.0037456192076206207","0.0037456192076206207","0.0037456192076206207"
"178","13960.5","13960","13961","0.027949200943112373","0.027949200943112373","0.027949200943112373","0.0034535632003098726","0.0034535632003098726","0.0034535632003098726"
"179","14038.5","14038","14039","0.027854371815919876","0.027854371815919876","0.027854371815919876","0.0030081775039434433","0.0030081775039434433","0.0030081775039434433"
"180","14116.5","14116","14117","0.02772580459713936","0.02772580459713936","0.02772580459713936","0.0048335278406739235","0.0048335278406739235","0.0048335278406739235"
"181","14194.5","14194","14195","0.027311835438013077","0.027311835438013077","0.027311835438013077","0.003482768777757883","0.003482768777757883","0.003482768777757883"
"182","14272.5","14272","14273","0.026945283636450768","0.026945283636450768","0.026945283636450768","0.004483060911297798","0.004483060911297798","0.004483060911297798"
"183","14350.5","14350","14351","0.02662067487835884","0.02662067487835884","0.02662067487835884","0.003249123925343156","0.003249123925343156","0.003249123925343156"
"184","14428.5","14428","14429","0.027432197704911232","0.027432197704911232","0.027432197704911232","0.0034389602951705456","0.0034389602951705456","0.0034389602951705456"
"185","14506.5","14506","14507","0.026142878457903862","0.026142878457903862","0.026142878457903862","0.003066588891670108","0.003066588891670108","0.003066588891670108"
"186","14584.5","14584","14585","0.02694619446992874","0.02694619446992874","0.02694619446992874","0.0034535632003098726","0.0034535632003098726","0.0034535632003098726"
"187","14662.5","14662","14663","0.026683589443564415","0.026683589443564415","0.026683589443564415","0.004023072309792042","0.004023072309792042","0.004023072309792042"
"188","14740.5","14740","14741","0.02772853896021843","0.02772853896021843","0.02772853896021843","0.0033878504764288664","0.0033878504764288664","0.0033878504764288664"
"189","14818.5","14818","14819","0.027388429269194603","0.027388429269194603","0.027388429269194603","0.003833235939964652","0.003833235939964652","0.003833235939964652"
"190","14896.5","14896","14897","0.02812153473496437","0.02812153473496437","0.02812153473496437","0.003774824785068631","0.003774824785068631","0.003774824785068631"
"191","14974.5","14974","14975","0.028508147224783897","0.028508147224783897","0.028508147224783897","0.003760221879929304","0.003760221879929304","0.003760221879929304"
"192","15052.5","15052","15053","0.027301806956529617","0.027301806956529617","0.027301806956529617","0.0034608645364642143","0.0034608645364642143","0.0034608645364642143"
"193","15130.5","15130","15131","0.026910634711384773","0.026910634711384773","0.026910634711384773","0.004526868928223848","0.004526868928223848","0.004526868928223848"
"194","15208.5","15208","15209","0.02732551284134388","0.02732551284134388","0.02732551284134388","0.0032783295027911663","0.0032783295027911663","0.0032783295027911663"
