"epoch","ENetB7_Tuned - _step","ENetB7_Tuned - _step__MIN","ENetB7_Tuned - _step__MAX","ENetB7_Tuned - train_loss_epoch","ENetB7_Tuned - train_loss_epoch__MIN","ENetB7_Tuned - train_loss_epoch__MAX","ENetB7_Tuned - val_loss_epoch","ENetB7_Tuned - val_loss_epoch__MIN","ENetB7_Tuned - val_loss_epoch__MAX"
"0","151.5","151","152","4.129696846008301","4.129696846008301","4.129696846008301","0.4777088165283203","0.4777088165283203","0.4777088165283203"
"1","304.5","304","305","0.1137499287724495","0.1137499287724495","0.1137499287724495","0.23344041407108307","0.23344041407108307","0.23344041407108307"
"2","457.5","457","458","0.1048177108168602","0.1048177108168602","0.1048177108168602","0.011791763827204704","0.011791763827204704","0.011791763827204704"
"3","610.5","610","611","0.09613988548517227","0.09613988548517227","0.09613988548517227","0.16883032023906708","0.16883032023906708","0.16883032023906708"
"4","763.5","763","764","0.09441015869379044","0.09441015869379044","0.09441015869379044","0.04964953288435936","0.04964953288435936","0.04964953288435936"
"5","916.5","916","917","0.09861001372337341","0.09861001372337341","0.09861001372337341","0.14878065884113312","0.14878065884113312","0.14878065884113312"
"6","1069.5","1069","1070","0.09231661260128021","0.09231661260128021","0.09231661260128021","0.010309579782187939","0.010309579782187939","0.010309579782187939"
"7","1222.5","1222","1223","0.0889410451054573","0.0889410451054573","0.0889410451054573","0.06044100597500801","0.06044100597500801","0.06044100597500801"
"8","1375.5","1375","1376","0.09199109673500061","0.09199109673500061","0.09199109673500061","0.058235980570316315","0.058235980570316315","0.058235980570316315"
"9","1528.5","1528","1529","0.08820702880620956","0.08820702880620956","0.08820702880620956","0.14334842562675476","0.14334842562675476","0.14334842562675476"
"10","1681.5","1681","1682","0.09357401728630066","0.09357401728630066","0.09357401728630066","0.06308411061763763","0.06308411061763763","0.06308411061763763"
"11","1834.5","1834","1835","0.09100085496902466","0.09100085496902466","0.09100085496902466","0.043720792979002","0.043720792979002","0.043720792979002"
"12","1987.5","1987","1988","0.0823996290564537","0.0823996290564537","0.0823996290564537","0.08459404110908508","0.08459404110908508","0.08459404110908508"
"13","2140.5","2140","2141","0.1056857630610466","0.1056857630610466","0.1056857630610466","0.042355433106422424","0.042355433106422424","0.042355433106422424"
"14","2293.5","2293","2294","0.08814593404531479","0.08814593404531479","0.08814593404531479","0.05942611023783684","0.05942611023783684","0.05942611023783684"
"15","2446.5","2446","2447","0.08407282084226608","0.08407282084226608","0.08407282084226608","0.22867991030216217","0.22867991030216217","0.22867991030216217"
"16","2599.5","2599","2600","0.09646176546812057","0.09646176546812057","0.09646176546812057","0.19882448017597198","0.19882448017597198","0.19882448017597198"
"17","2752.5","2752","2753","0.09178775548934937","0.09178775548934937","0.09178775548934937","0.20336595177650452","0.20336595177650452","0.20336595177650452"
