"epoch","ResNet18_Tuned - _step","ResNet18_Tuned - _step__MIN","ResNet18_Tuned - _step__MAX","ResNet18_Tuned - train_loss_epoch","ResNet18_Tuned - train_loss_epoch__MIN","ResNet18_Tuned - train_loss_epoch__MAX","ResNet18_Tuned - val_loss_epoch","ResNet18_Tuned - val_loss_epoch__MIN","ResNet18_Tuned - val_loss_epoch__MAX"
"72","11167.5","11167","11168","0.004152442328631878","0.004152442328631878","0.004152442328631878","0.003234521020203829","0.003234521020203829","0.003234521020203829"
"73","11320.5","11320","11321","0.004095909185707569","0.004095909185707569","0.004095909185707569","0.0030154790729284286","0.0030154790729284286","0.0030154790729284286"
"74","11473.5","11473","11474","0.00446884473785758","0.00446884473785758","0.00446884473785758","0.0029351634439080954","0.0029351634439080954","0.0029351634439080954"
"75","11626.5","11626","11627","0.004310187418013811","0.004310187418013811","0.004310187418013811","0.00332213775254786","0.00332213775254786","0.00332213775254786"
"76","11779.5","11779","11780","0.004228123463690281","0.004228123463690281","0.004228123463690281","0.0031469042878597975","0.0031469042878597975","0.0031469042878597975"
"77","11932.5","11932","11933","0.0044168708845973015","0.0044168708845973015","0.0044168708845973015","0.002905957866460085","0.002905957866460085","0.002905957866460085"
"78","12085.5","12085","12086","0.004311099648475647","0.004311099648475647","0.004311099648475647","0.0029351634439080954","0.0029351634439080954","0.0029351634439080954"
"79","12238.5","12238","12239","0.004268243908882141","0.004268243908882141","0.004268243908882141","0.0030227804090827703","0.0030227804090827703","0.0030227804090827703"
"80","12391.5","12391","12392","0.004194386303424835","0.004194386303424835","0.004194386303424835","0.0027526284102350473","0.0027526284102350473","0.0027526284102350473"
"81","12544.5","12544","12545","0.0043229530565440655","0.0043229530565440655","0.0043229530565440655","0.003300233744084835","0.003300233744084835","0.003300233744084835"
"82","12697.5","12697","12698","0.004016580525785685","0.004016580525785685","0.004016580525785685","0.0028183411341160536","0.0028183411341160536","0.0028183411341160536"
"83","12850.5","12850","12851","0.004265508148819208","0.004265508148819208","0.004265508148819208","0.002862149616703391","0.002862149616703391","0.002862149616703391"
"84","13003.5","13003","13004","0.004025698639452457","0.004025698639452457","0.004025698639452457","0.002920560771599412","0.002920560771599412","0.002920560771599412"
"85","13156.5","13156","13157","0.004214446060359478","0.004214446060359478","0.004214446060359478","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"86","13309.5","13309","13310","0.0041870917193591595","0.0041870917193591595","0.0041870917193591595","0.0029424650128930807","0.0029424650128930807","0.0029424650128930807"
"87","13462.5","13462","13463","0.004250007215887308","0.004250007215887308","0.004250007215887308","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"88","13615.5","13615","13616","0.004398634657263756","0.004398634657263756","0.004398634657263756","0.003044684650376439","0.003044684650376439","0.003044684650376439"
"89","13768.5","13768","13769","0.004398634657263756","0.004398634657263756","0.004398634657263756","0.0028913551941514015","0.0028913551941514015","0.0028913551941514015"
"90","13921.5","13921","13922","0.004186179488897324","0.004186179488897324","0.004186179488897324","0.003227219684049487","0.003227219684049487","0.003227219684049487"
"91","14074.5","14074","14075","0.004399546422064304","0.004399546422064304","0.004399546422064304","0.0030811915639787912","0.0030811915639787912","0.0030811915639787912"
"92","14227.5","14227","14228","0.0041241757571697235","0.0041241757571697235","0.0041241757571697235","0.0029643692541867495","0.0029643692541867495","0.0029643692541867495"
"93","14380.5","14380","14381","0.004245448391884565","0.004245448391884565","0.004245448391884565","0.003066588891670108","0.003066588891670108","0.003066588891670108"
"94","14533.5","14533","14534","0.004104115534573793","0.004104115534573793","0.004104115534573793","0.0028402453754097223","0.0028402453754097223","0.0028402453754097223"
"95","14686.5","14686","14687","0.004257301799952984","0.004257301799952984","0.004257301799952984","0.0028548480477184057","0.0028548480477184057","0.0028548480477184057"
"96","14839.5","14839","14840","0.0042180935852229595","0.0042180935852229595","0.0042180935852229595","0.002862149616703391","0.002862149616703391","0.002862149616703391"
"97","14992.5","14992","14993","0.0040749371983110905","0.0040749371983110905","0.0040749371983110905","0.0029424650128930807","0.0029424650128930807","0.0029424650128930807"
"98","15145.5","15145","15146","0.004058524500578642","0.004058524500578642","0.004058524500578642","0.0033513435628265142","0.0033513435628265142","0.0033513435628265142"
"99","15298.5","15298","15299","0.004196209833025932","0.004196209833025932","0.004196209833025932","0.003234521020203829","0.003234521020203829","0.003234521020203829"
"100","15451.5","15451","15452","0.004150618799030781","0.004150618799030781","0.004150618799030781","0.0029497663490474224","0.0029497663490474224","0.0029497663490474224"
"101","15604.5","15604","15605","0.00404393533244729","0.00404393533244729","0.00404393533244729","0.0028402453754097223","0.0028402453754097223","0.0028402453754097223"
"102","15757.5","15757","15758","0.004122352227568626","0.004122352227568626","0.004122352227568626","0.003234521020203829","0.003234521020203829","0.003234521020203829"
"103","15910.5","15910","15911","0.004265508148819208","0.004265508148819208","0.004265508148819208","0.0030592873226851225","0.0030592873226851225","0.0030592873226851225"
"104","16063.5","16063","16064","0.004080408252775669","0.004080408252775669","0.004080408252775669","0.002789135556668043","0.002789135556668043","0.002789135556668043"
"105","16216.5","16216","16217","0.004143324214965105","0.004143324214965105","0.004143324214965105","0.0028183411341160536","0.0028183411341160536","0.0028183411341160536"
"106","16369.5","16369","16370","0.004125999286770821","0.004125999286770821","0.004125999286770821","0.003139602718874812","0.003139602718874812","0.003139602718874812"
"107","16522.5","16522","16523","0.004188003484159708","0.004188003484159708","0.004188003484159708","0.003161506960168481","0.003161506960168481","0.003161506960168481"
"108","16675.5","16675","16676","0.004172502551227808","0.004172502551227808","0.004172502551227808","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"109","16828.5","16828","16829","0.004089526366442442","0.004089526366442442","0.004089526366442442","0.0032783295027911663","0.0032783295027911663","0.0032783295027911663"
"110","16981.5","16981","16982","0.004142411984503269","0.004142411984503269","0.004142411984503269","0.0029278621077537537","0.0029278621077537537","0.0029278621077537537"
"111","17134.5","17134","17135","0.004314746707677841","0.004314746707677841","0.004314746707677841","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"112","17287.5","17287","17288","0.004206239711493254","0.004206239711493254","0.004206239711493254","0.0029278621077537537","0.0029278621077537537","0.0029278621077537537"
"113","17440.5","17440","17441","0.004094997420907021","0.004094997420907021","0.004094997420907021","0.0029424650128930807","0.0029424650128930807","0.0029424650128930807"
"114","17593.5","17593","17594","0.004095909185707569","0.004095909185707569","0.004095909185707569","0.002847546711564064","0.002847546711564064","0.002847546711564064"
"115","17746.5","17746","17747","0.004000167828053236","0.004000167828053236","0.004000167828053236","0.003030081745237112","0.003030081745237112","0.003030081745237112"
"116","17899.5","17899","17900","0.004200768657028675","0.004200768657028675","0.004200768657028675","0.003227219684049487","0.003227219684049487","0.003227219684049487"
"117","18052.5","18052","18053","0.0039992560632526875","0.0039992560632526875","0.0039992560632526875","0.0030008761677891016","0.0030008761677891016","0.0030008761677891016"
"118","18205.5","18205","18206","0.004053965210914612","0.004053965210914612","0.004053965210914612","0.0028548480477184057","0.0028548480477184057","0.0028548480477184057"
"119","18358.5","18358","18359","0.004297422245144844","0.004297422245144844","0.004297422245144844","0.002796436892822385","0.002796436892822385","0.002796436892822385"
"120","18511.5","18511","18512","0.00423815380781889","0.00423815380781889","0.00423815380781889","0.003066588891670108","0.003066588891670108","0.003066588891670108"
"121","18664.5","18664","18665","0.004021139815449715","0.004021139815449715","0.004021139815449715","0.0028329440392553806","0.0028329440392553806","0.0028329440392553806"
"122","18817.5","18817","18818","0.003938163630664349","0.003938163630664349","0.003938163630664349","0.002862149616703391","0.002862149616703391","0.002862149616703391"
"123","18970.5","18970","18971","0.004091349896043539","0.004091349896043539","0.004091349896043539","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"124","19123.5","19123","19124","0.003994696773588657","0.003994696773588657","0.003994696773588657","0.002789135556668043","0.002789135556668043","0.002789135556668043"
"125","19276.5","19276","19277","0.004214446060359478","0.004214446060359478","0.004214446060359478","0.0028256424702703953","0.0028256424702703953","0.0028256424702703953"
"126","19429.5","19429","19430","0.004102292004972696","0.004102292004972696","0.004102292004972696","0.002811039797961712","0.002811039797961712","0.002811039797961712"
"127","19582.5","19582","19583","0.00401293346658349","0.00401293346658349","0.00401293346658349","0.0027526284102350473","0.0027526284102350473","0.0027526284102350473"
"128","19735.5","19735","19736","0.004075848963111639","0.004075848963111639","0.004075848963111639","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"129","19888.5","19888","19889","0.003962783142924309","0.003962783142924309","0.003962783142924309","0.002774532651528716","0.002774532651528716","0.002774532651528716"
"130","20041.5","20041","20042","0.0040193162858486176","0.0040193162858486176","0.0040193162858486176","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"131","20194.5","20194","20195","0.004114145878702402","0.004114145878702402","0.004114145878702402","0.002862149616703391","0.002862149616703391","0.002862149616703391"
"132","20347.5","20347","20348","0.003966430202126503","0.003966430202126503","0.003966430202126503","0.002978971926495433","0.002978971926495433","0.002978971926495433"
"133","20500.5","20500","20501","0.004183444194495678","0.004183444194495678","0.004183444194495678","0.0028986565303057432","0.0028986565303057432","0.0028986565303057432"
"134","20653.5","20653","20654","0.0040794964879751205","0.0040794964879751205","0.0040794964879751205","0.002789135556668043","0.002789135556668043","0.002789135556668043"
"135","20806.5","20806","20807","0.004064907319843769","0.004064907319843769","0.004064907319843769","0.0028329440392553806","0.0028329440392553806","0.0028329440392553806"
"136","20959.5","20959","20960","0.003919015638530254","0.003919015638530254","0.003919015638530254","0.0027818342205137014","0.0027818342205137014","0.0027818342205137014"
"137","21112.5","21112","21113","0.004240889102220535","0.004240889102220535","0.004240889102220535","0.0030154790729284286","0.0030154790729284286","0.0030154790729284286"
"138","21265.5","21265","21266","0.00404393533244729","0.00404393533244729","0.00404393533244729","0.002847546711564064","0.002847546711564064","0.002847546711564064"
"139","21418.5","21418","21419","0.004127822816371918","0.004127822816371918","0.004127822816371918","0.003249123925343156","0.003249123925343156","0.003249123925343156"
"140","21571.5","21571","21572","0.0042180935852229595","0.0042180935852229595","0.0042180935852229595","0.0030227804090827703","0.0030227804090827703","0.0030227804090827703"
"141","21724.5","21724","21725","0.004094997420907021","0.004094997420907021","0.004094997420907021","0.0029424650128930807","0.0029424650128930807","0.0029424650128930807"
"142","21877.5","21877","21878","0.004098644480109215","0.004098644480109215","0.004098644480109215","0.002905957866460085","0.002905957866460085","0.002905957866460085"
"143","22030.5","22030","22031","0.004201680887490511","0.004201680887490511","0.004201680887490511","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"144","22183.5","22183","22184","0.004205327946692705","0.004205327946692705","0.004205327946692705","0.003227219684049487","0.003227219684049487","0.003227219684049487"
"145","22336.5","22336","22337","0.004094997420907021","0.004094997420907021","0.004094997420907021","0.0028402453754097223","0.0028402453754097223","0.0028402453754097223"
"146","22489.5","22489","22490","0.004100468475371599","0.004100468475371599","0.004100468475371599","0.0030811915639787912","0.0030811915639787912","0.0030811915639787912"
"147","22642.5","22642","22643","0.004032993223518133","0.004032993223518133","0.004032993223518133","0.0030154790729284286","0.0030154790729284286","0.0030154790729284286"
"148","22795.5","22795","22796","0.0040612597949802876","0.0040612597949802876","0.0040612597949802876","0.003227219684049487","0.003227219684049487","0.003227219684049487"
"149","22948.5","22948","22949","0.004134205635637045","0.004134205635637045","0.004134205635637045","0.002905957866460085","0.002905957866460085","0.002905957866460085"
"150","23101.5","23101","23102","0.004087702836841345","0.004087702836841345","0.004087702836841345","0.002971670590341091","0.002971670590341091","0.002971670590341091"
"151","23254.5","23254","23255","0.0038196267560124397","0.0038196267560124397","0.0038196267560124397","0.003285630838945508","0.003285630838945508","0.003285630838945508"
"152","23407.5","23407","23408","0.004117792937904596","0.004117792937904596","0.004117792937904596","0.0030154790729284286","0.0030154790729284286","0.0030154790729284286"
"153","23560.5","23560","23561","0.0038898370694369078","0.0038898370694369078","0.0038898370694369078","0.0027526284102350473","0.0027526284102350473","0.0027526284102350473"
"154","23713.5","23713","23714","0.004219005350023508","0.004219005350023508","0.004219005350023508","0.0029351634439080954","0.0029351634439080954","0.0029351634439080954"
"155","23866.5","23866","23867","0.004207151476293802","0.004207151476293802","0.004207151476293802","0.0028256424702703953","0.0028256424702703953","0.0028256424702703953"
