"epoch","ENetB3_Tuned - _step","ENetB3_Tuned - _step__MIN","ENetB3_Tuned - _step__MAX","ENetB3_Tuned - train_loss_epoch","ENetB3_Tuned - train_loss_epoch__MIN","ENetB3_Tuned - train_loss_epoch__MAX","ENetB3_Tuned - val_loss_epoch","ENetB3_Tuned - val_loss_epoch__MIN","ENetB3_Tuned - val_loss_epoch__MAX"
"0","151.5","151","152","3.6849730014801025","3.6849730014801025","3.6849730014801025","0.16319362819194794","0.16319362819194794","0.16319362819194794"
"1","304.5","304","305","0.08559191972017288","0.08559191972017288","0.08559191972017288","0.03278329595923424","0.03278329595923424","0.03278329595923424"
"2","457.5","457","458","0.0800352692604065","0.0800352692604065","0.0800352692604065","0.011331776157021523","0.011331776157021523","0.011331776157021523"
"3","610.5","610","611","0.07917268574237823","0.07917268574237823","0.07917268574237823","0.027175817638635635","0.027175817638635635","0.027175817638635635"
"4","763.5","763","764","0.08722590655088425","0.08722590655088425","0.08722590655088425","0.013033002614974976","0.013033002614974976","0.013033002614974976"
"5","916.5","916","917","0.07320571690797806","0.07320571690797806","0.07320571690797806","0.08712032437324524","0.08712032437324524","0.08712032437324524"
"6","1069.5","1069","1070","0.08090058714151382","0.08090058714151382","0.08090058714151382","0.20229263603687286","0.20229263603687286","0.20229263603687286"
"7","1222.5","1222","1223","0.08033616840839386","0.08033616840839386","0.08033616840839386","0.03852219507098198","0.03852219507098198","0.03852219507098198"
"8","1375.5","1375","1376","0.07130274176597595","0.07130274176597595","0.07130274176597595","0.014230431988835335","0.014230431988835335","0.014230431988835335"
"9","1528.5","1528","1529","0.08856993168592453","0.08856993168592453","0.08856993168592453","0.013587908819317818","0.013587908819317818","0.013587908819317818"
"10","1681.5","1681","1682","0.05993777886033058","0.05993777886033058","0.05993777886033058","0.04580899700522423","0.04580899700522423","0.04580899700522423"
"11","1834.5","1834","1835","0.05610264837741852","0.05610264837741852","0.05610264837741852","0.024342874065041542","0.024342874065041542","0.024342874065041542"
"12","1987.5","1987","1988","0.05295047536492348","0.05295047536492348","0.05295047536492348","0.008053446188569069","0.008053446188569069","0.008053446188569069"
"13","2140.5","2140","2141","0.057462178170681","0.057462178170681","0.057462178170681","0.014690420590341091","0.014690420590341091","0.014690420590341091"
