"epoch","ResNet_152_Base - _step","ResNet_152_Base - _step__MIN","ResNet_152_Base - _step__MAX","ResNet_152_Base - train_loss_epoch","ResNet_152_Base - train_loss_epoch__MIN","ResNet_152_Base - train_loss_epoch__MAX","ResNet_152_Base - val_loss_epoch","ResNet_152_Base - val_loss_epoch__MIN","ResNet_152_Base - val_loss_epoch__MAX"
"0","302.5","302","303","1.3516457080841064","1.3516457080841064","1.3516457080841064","0.0369085855782032","0.0369085855782032","0.0369085855782032"
"1","606.5","606","607","0.02563316933810711","0.02563316933810711","0.02563316933810711","0.022853387519717216","0.022853387519717216","0.022853387519717216"
"2","910.5","910","911","0.02107405476272106","0.02107405476272106","0.02107405476272106","0.011966997757554054","0.011966997757554054","0.011966997757554054"
"3","1214.5","1214","1215","0.020506899803876877","0.020506899803876877","0.020506899803876877","0.02767961472272873","0.02767961472272873","0.02767961472272873"
"4","1518.5","1518","1519","0.022656068205833435","0.022656068205833435","0.022656068205833435","0.03246203437447548","0.03246203437447548","0.03246203437447548"
"5","1822.5","1822","1823","0.024244463071227074","0.024244463071227074","0.024244463071227074","0.008893107064068317","0.008893107064068317","0.008893107064068317"
"6","2126.5","2126","2127","0.024229874834418297","0.024229874834418297","0.024229874834418297","0.00973276887089014","0.00973276887089014","0.00973276887089014"
"7","2430.5","2430","2431","0.018720639869570732","0.018720639869570732","0.018720639869570732","0.011747955344617367","0.011747955344617367","0.011747955344617367"
"8","2734.5","2734","2735","0.015211944468319416","0.015211944468319416","0.015211944468319416","0.00902453251183033","0.00902453251183033","0.00902453251183033"
"9","3038.5","3038","3039","0.017584508284926414","0.017584508284926414","0.017584508284926414","0.01817318983376026","0.01817318983376026","0.01817318983376026"
"10","3342.5","3342","3343","0.015672415494918823","0.015672415494918823","0.015672415494918823","0.012069216929376125","0.012069216929376125","0.012069216929376125"
"11","3646.5","3646","3647","0.02008928544819355","0.02008928544819355","0.02008928544819355","0.02405811846256256","0.02405811846256256","0.02405811846256256"
"12","3950.5","3950","3951","0.01665080152451992","0.01665080152451992","0.01665080152451992","0.011368283070623875","0.011368283070623875","0.011368283070623875"
"13","4254.5","4254","4255","0.01859389618039131","0.01859389618039131","0.01859389618039131","0.010776869021356106","0.010776869021356106","0.010776869021356106"
"14","4558.5","4558","4559","0.014117756858468056","0.014117756858468056","0.014117756858468056","0.008973422460258007","0.008973422460258007","0.008973422460258007"
"15","4862.5","4862","4863","0.01504234503954649","0.01504234503954649","0.01504234503954649","0.00551255838945508","0.00551255838945508","0.00551255838945508"
"16","5166.5","5166","5167","0.017174188047647476","0.017174188047647476","0.017174188047647476","0.008557243272662163","0.008557243272662163","0.008557243272662163"
"17","5470.5","5470","5471","0.014804359525442123","0.014804359525442123","0.014804359525442123","0.011353679932653904","0.011353679932653904","0.011353679932653904"
"18","5774.5","5774","5775","0.01319772657006979","0.01319772657006979","0.01319772657006979","0.015822138637304306","0.015822138637304306","0.015822138637304306"
"19","6078.5","6078","6079","0.01784437708556652","0.01784437708556652","0.01784437708556652","0.006542055867612362","0.006542055867612362","0.006542055867612362"
"20","6382.5","6382","6383","0.02037377469241619","0.02037377469241619","0.02037377469241619","0.01847984828054905","0.01847984828054905","0.01847984828054905"
"21","6686.5","6686","6687","0.01842794381082058","0.01842794381082058","0.01842794381082058","0.033089954406023026","0.033089954406023026","0.033089954406023026"
"22","6990.5","6990","6991","0.013319911435246468","0.013319911435246468","0.013319911435246468","0.018603971228003502","0.018603971228003502","0.018603971228003502"
"23","7294.5","7294","7295","0.02073759213089943","0.02073759213089943","0.02073759213089943","0.01829001121222973","0.01829001121222973","0.01829001121222973"
"24","7598.5","7598","7599","0.013835091143846512","0.013835091143846512","0.013835091143846512","0.014369159005582333","0.014369159005582333","0.014369159005582333"
"25","7902.5","7902","7903","0.012476474978029728","0.012476474978029728","0.012476474978029728","0.006213493179529905","0.006213493179529905","0.006213493179529905"
"26","8206.5","8206","8207","0.022137239575386047","0.022137239575386047","0.022137239575386047","0.053964659571647644","0.053964659571647644","0.053964659571647644"
"27","8510.5","8510","8511","0.007322851102799177","0.007322851102799177","0.007322851102799177","0.005381133407354355","0.005381133407354355","0.005381133407354355"
"28","8814.5","8814","8815","0.006015296559780836","0.006015296559780836","0.006015296559780836","0.005541764199733734","0.005541764199733734","0.005541764199733734"
"29","9118.5","9118","9119","0.006101008038967848","0.006101008038967848","0.006101008038967848","0.005417640320956707","0.005417640320956707","0.005417640320956707"
"30","9422.5","9422","9423","0.005661509465426207","0.005661509465426207","0.005661509465426207","0.005782710388302803","0.005782710388302803","0.005782710388302803"
"31","9726.5","9726","9727","0.005974264815449715","0.005974264815449715","0.005974264815449715","0.005242406390607357","0.005242406390607357","0.005242406390607357"
"32","10030.5","10030","10031","0.005501940380781889","0.005501940380781889","0.005501940380781889","0.004234813153743744","0.004234813153743744","0.004234813153743744"
"33","10334.5","10334","10335","0.005663332995027304","0.005663332995027304","0.005663332995027304","0.003993866965174675","0.003993866965174675","0.003993866965174675"
"34","10638.5","10638","10639","0.005679745692759752","0.005679745692759752","0.005679745692759752","0.006366822402924299","0.006366822402924299","0.006366822402924299"
"35","10942.5","10942","10943","0.005227481480687857","0.005227481480687857","0.005227481480687857","0.003650700906291604","0.003650700906291604","0.003650700906291604"
"36","11246.5","11246","11247","0.005722601432353258","0.005722601432353258","0.005722601432353258","0.004358937032520771","0.004358937032520771","0.004358937032520771"
"37","11550.5","11550","11551","0.005600417032837868","0.005600417032837868","0.005600417032837868","0.004636390134692192","0.004636390134692192","0.004636390134692192"
