"epoch","ResNet50_Tuned - _step","ResNet50_Tuned - _step__MIN","ResNet50_Tuned - _step__MAX","ResNet50_Tuned - train_loss_epoch","ResNet50_Tuned - train_loss_epoch__MIN","ResNet50_Tuned - train_loss_epoch__MAX","ResNet50_Tuned - val_loss_epoch","ResNet50_Tuned - val_loss_epoch__MIN","ResNet50_Tuned - val_loss_epoch__MAX"
"0","151.5","151","152","2.9219486713409424","2.9219486713409424","2.9219486713409424","0.03769713640213013","0.03769713640213013","0.03769713640213013"
"1","304.5","304","305","0.08621469140052795","0.08621469140052795","0.08621469140052795","0.08495911210775375","0.08495911210775375","0.08495911210775375"
"2","457.5","457","458","0.06450510025024414","0.06450510025024414","0.06450510025024414","0.016574181616306305","0.016574181616306305","0.016574181616306305"
"3","610.5","610","611","0.047997456043958664","0.047997456043958664","0.047997456043958664","0.06113463640213013","0.06113463640213013","0.06113463640213013"
"4","763.5","763","764","0.04068007320165634","0.04068007320165634","0.04068007320165634","0.033666763454675674","0.033666763454675674","0.033666763454675674"
"5","916.5","916","917","0.04129646718502045","0.04129646718502045","0.04129646718502045","0.016493866220116615","0.016493866220116615","0.016493866220116615"
"6","1069.5","1069","1070","0.0330791175365448","0.0330791175365448","0.0330791175365448","0.009550233371555805","0.009550233371555805","0.009550233371555805"
"7","1222.5","1222","1223","0.023185836151242256","0.023185836151242256","0.023185836151242256","0.010660046711564064","0.010660046711564064","0.010660046711564064"
"8","1375.5","1375","1376","0.020402953028678894","0.020402953028678894","0.020402953028678894","0.010616238228976727","0.010616238228976727","0.010616238228976727"
"9","1528.5","1528","1529","0.02451709844172001","0.02451709844172001","0.02451709844172001","0.022568633779883385","0.022568633779883385","0.022568633779883385"
"10","1681.5","1681","1682","0.018607573583722115","0.018607573583722115","0.018607573583722115","0.005768107250332832","0.005768107250332832","0.005768107250332832"
"11","1834.5","1834","1835","0.015306773595511913","0.015306773595511913","0.015306773595511913","0.005519859958440065","0.005519859958440065","0.005519859958440065"
"12","1987.5","1987","1988","0.014633848331868649","0.014633848331868649","0.014633848331868649","0.008571845479309559","0.008571845479309559","0.008571845479309559"
"13","2140.5","2140","2141","0.020694736391305923","0.020694736391305923","0.020694736391305923","0.008126460015773773","0.008126460015773773","0.008126460015773773"
"14","2293.5","2293","2294","0.035730697214603424","0.035730697214603424","0.035730697214603424","0.024160338565707207","0.024160338565707207","0.024160338565707207"
"15","2446.5","2446","2447","0.01609002985060215","0.01609002985060215","0.01609002985060215","0.02459842339158058","0.02459842339158058","0.02459842339158058"
"16","2599.5","2599","2600","0.020504165440797806","0.020504165440797806","0.020504165440797806","0.01696115732192993","0.01696115732192993","0.01696115732192993"
"17","2752.5","2752","2753","0.02776957117021084","0.02776957117021084","0.02776957117021084","0.008053446188569069","0.008053446188569069","0.008053446188569069"
"18","2905.5","2905","2906","0.013565191999077797","0.013565191999077797","0.013565191999077797","0.01833382062613964","0.01833382062613964","0.01833382062613964"
"19","3058.5","3058","3059","0.010309983044862747","0.010309983044862747","0.010309983044862747","0.005183995235711336","0.005183995235711336","0.005183995235711336"
"20","3211.5","3211","3212","0.014807094819843769","0.014807094819843769","0.014807094819843769","0.01189398393034935","0.01189398393034935","0.01189398393034935"
"21","3364.5","3364","3365","0.011956735514104366","0.011956735514104366","0.011956735514104366","0.007556951139122248","0.007556951139122248","0.007556951139122248"
"22","3517.5","3517","3518","0.0215308777987957","0.0215308777987957","0.0215308777987957","0.013456483371555805","0.013456483371555805","0.013456483371555805"
"23","3670.5","3670","3671","0.011457056738436222","0.011457056738436222","0.011457056738436222","0.004935747478157282","0.004935747478157282","0.004935747478157282"
"24","3823.5","3823","3824","0.019340679049491882","0.019340679049491882","0.019340679049491882","0.0043443338945508","0.0043443338945508","0.0043443338945508"
"25","3976.5","3976","3977","0.011531826108694077","0.011531826108694077","0.011531826108694077","0.0086010517552495","0.0086010517552495","0.0086010517552495"
"26","4129.5","4129","4130","0.01270443107932806","0.01270443107932806","0.01270443107932806","0.00481892516836524","0.00481892516836524","0.00481892516836524"
"27","4282.5","4282","4283","0.010573499836027622","0.010573499836027622","0.010573499836027622","0.022269275039434433","0.022269275039434433","0.022269275039434433"
"28","4435.5","4435","4436","0.019524866715073586","0.019524866715073586","0.019524866715073586","0.018582068383693695","0.018582068383693695","0.018582068383693695"
"29","4588.5","4588","4589","0.012770081870257854","0.012770081870257854","0.012770081870257854","0.013536798767745495","0.013536798767745495","0.013536798767745495"
"30","4741.5","4741","4742","0.008524633944034576","0.008524633944034576","0.008524633944034576","0.006768399383872747","0.006768399383872747","0.006768399383872747"
"31","4894.5","4894","4895","0.013180402107536793","0.013180402107536793","0.013180402107536793","0.004088785033673048","0.004088785033673048","0.004088785033673048"
"32","5047.5","5047","5048","0.013918979093432426","0.013918979093432426","0.013918979093432426","0.005220502149313688","0.005220502149313688","0.005220502149313688"
"33","5200.5","5200","5201","0.010086586698889732","0.010086586698889732","0.010086586698889732","0.004293224308639765","0.004293224308639765","0.004293224308639765"
