"epoch","ResNet152_Tuned - _step","ResNet152_Tuned - _step__MIN","ResNet152_Tuned - _step__MAX","ResNet152_Tuned - train_loss_epoch","ResNet152_Tuned - train_loss_epoch__MIN","ResNet152_Tuned - train_loss_epoch__MAX","ResNet152_Tuned - val_loss_epoch","ResNet152_Tuned - val_loss_epoch__MIN","ResNet152_Tuned - val_loss_epoch__MAX"
"0","151.5","151","152","2.1459414958953857","2.1459414958953857","2.1459414958953857","0.02734375","0.02734375","0.02734375"
"1","304.5","304","305","0.06673724204301834","0.06673724204301834","0.06673724204301834","0.034959111362695694","0.034959111362695694","0.034959111362695694"
"2","457.5","457","458","0.05299515649676323","0.05299515649676323","0.05299515649676323","0.23744888603687286","0.23744888603687286","0.23744888603687286"
"3","610.5","610","611","0.043675411492586136","0.043675411492586136","0.043675411492586136","0.013033002614974976","0.013033002614974976","0.013033002614974976"
"4","763.5","763","764","0.04042111709713936","0.04042111709713936","0.04042111709713936","0.031688082963228226","0.031688082963228226","0.031688082963228226"
"5","916.5","916","917","0.03391161188483238","0.03391161188483238","0.03391161188483238","0.03207505866885185","0.03207505866885185","0.03207505866885185"
"6","1069.5","1069","1070","0.02781698666512966","0.02781698666512966","0.02781698666512966","0.014485981315374374","0.014485981315374374","0.014485981315374374"
"7","1222.5","1222","1223","0.02999168448150158","0.02999168448150158","0.02999168448150158","0.04606454446911812","0.04606454446911812","0.04606454446911812"
"8","1375.5","1375","1376","0.029634250327944756","0.029634250327944756","0.029634250327944756","0.02570093423128128","0.02570093423128128","0.02570093423128128"
"9","1528.5","1528","1529","0.025045955553650856","0.025045955553650856","0.025045955553650856","0.11624561995267868","0.11624561995267868","0.11624561995267868"
"10","1681.5","1681","1682","0.016244128346443176","0.016244128346443176","0.016244128346443176","0.14144276082515717","0.14144276082515717","0.14144276082515717"
"11","1834.5","1834","1835","0.017666572704911232","0.017666572704911232","0.017666572704911232","0.01006863359361887","0.01006863359361887","0.01006863359361887"
"12","1987.5","1987","1988","0.020950958132743835","0.020950958132743835","0.020950958132743835","0.010229264385998249","0.010229264385998249","0.010229264385998249"
"13","2140.5","2140","2141","0.01665627211332321","0.01665627211332321","0.01665627211332321","0.054169099777936935","0.054169099777936935","0.054169099777936935"
"14","2293.5","2293","2294","0.01180537324398756","0.01180537324398756","0.01180537324398756","0.01006863359361887","0.01006863359361887","0.01006863359361887"
"15","2446.5","2446","2447","0.012804731726646423","0.012804731726646423","0.012804731726646423","0.0068925232626497746","0.0068925232626497746","0.0068925232626497746"
"16","2599.5","2599","2600","0.017122212797403336","0.017122212797403336","0.017122212797403336","0.038127921521663666","0.038127921521663666","0.038127921521663666"
"17","2752.5","2752","2753","0.01527759525924921","0.01527759525924921","0.01527759525924921","0.011580022983253002","0.011580022983253002","0.011580022983253002"
"18","2905.5","2905","2906","0.02407304011285305","0.02407304011285305","0.02407304011285305","0.006775700952857733","0.006775700952857733","0.006775700952857733"
"19","3058.5","3058","3059","0.010092057287693024","0.010092057287693024","0.010092057287693024","0.014303445816040039","0.014303445816040039","0.014303445816040039"
"20","3211.5","3211","3212","0.010693861171603203","0.010693861171603203","0.010693861171603203","0.012704439461231232","0.012704439461231232","0.012704439461231232"
"21","3364.5","3364","3365","0.013256083242595196","0.013256083242595196","0.013256083242595196","0.02310163527727127","0.02310163527727127","0.02310163527727127"
"22","3517.5","3517","3518","0.026529492810368538","0.026529492810368538","0.026529492810368538","0.023430198431015015","0.023430198431015015","0.023430198431015015"
"23","3670.5","3670","3671","0.010877137072384357","0.010877137072384357","0.010877137072384357","0.004928446374833584","0.004928446374833584","0.004928446374833584"
"24","3823.5","3823","3824","0.01453719474375248","0.01453719474375248","0.01453719474375248","0.004212908912450075","0.004212908912450075","0.004212908912450075"
"25","3976.5","3976","3977","0.011343078687787056","0.011343078687787056","0.011343078687787056","0.00543224299326539","0.00543224299326539","0.00543224299326539"
"26","4129.5","4129","4130","0.015370601788163185","0.015370601788163185","0.015370601788163185","0.050949182361364365","0.050949182361364365","0.050949182361364365"
"27","4282.5","4282","4283","0.01614656299352646","0.01614656299352646","0.01614656299352646","0.005899532698094845","0.005899532698094845","0.005899532698094845"
"28","4435.5","4435","4436","0.010861636139452457","0.010861636139452457","0.010861636139452457","0.45204439759254456","0.45204439759254456","0.45204439759254456"
"29","4588.5","4588","4589","0.009469282813370228","0.009469282813370228","0.009469282813370228","0.08778475224971771","0.08778475224971771","0.08778475224971771"
"30","4741.5","4741","4742","0.012995302677154541","0.012995302677154541","0.012995302677154541","0.08346962928771973","0.08346962928771973","0.08346962928771973"
"31","4894.5","4894","4895","0.007959303446114063","0.007959303446114063","0.007959303446114063","0.017275117337703705","0.017275117337703705","0.017275117337703705"
"32","5047.5","5047","5048","0.01905618980526924","0.01905618980526924","0.01905618980526924","0.008790887892246246","0.008790887892246246","0.008790887892246246"
"33","5200.5","5200","5201","0.01296521257609129","0.01296521257609129","0.01296521257609129","0.35303008556365967","0.35303008556365967","0.35303008556365967"
"34","5353.5","5353","5354","0.009252268821001053","0.009252268821001053","0.009252268821001053","0.014259638264775276","0.014259638264775276","0.014259638264775276"
"35","5506.5","5506","5507","0.012109010480344296","0.012109010480344296","0.012109010480344296","0.029074182733893394","0.029074182733893394","0.029074182733893394"
"36","5659.5","5659","5660","0.0049420809373259544","0.0049420809373259544","0.0049420809373259544","0.01381425280123949","0.01381425280123949","0.01381425280123949"
"37","5812.5","5812","5813","0.004697712603956461","0.004697712603956461","0.004697712603956461","0.006337616592645645","0.006337616592645645","0.006337616592645645"
"38","5965.5","5965","5966","0.004053053446114063","0.004053053446114063","0.004053053446114063","0.006534754764288664","0.006534754764288664","0.006534754764288664"
"39","6118.5","6118","6119","0.0037448573857545853","0.0037448573857545853","0.0037448573857545853","0.004665595944970846","0.004665595944970846","0.004665595944970846"
"40","6271.5","6271","6272","0.003786801127716899","0.003786801127716899","0.003786801127716899","0.002978971926495433","0.002978971926495433","0.002978971926495433"
"41","6424.5","6424","6425","0.0035597572568804026","0.0035597572568804026","0.0035597572568804026","0.003051985986530781","0.003051985986530781","0.003051985986530781"
"42","6577.5","6577","6578","0.0039217509329319","0.0039217509329319","0.0039217509329319","0.0024167639203369617","0.0024167639203369617","0.0024167639203369617"
"43","6730.5","6730","6731","0.0035324024502187967","0.0035324024502187967","0.0035324024502187967","0.002613901859149337","0.002613901859149337","0.002613901859149337"
"44","6883.5","6883","6884","0.003764005610719323","0.003764005610719323","0.003764005610719323","0.0022707360330969095","0.0022707360330969095","0.0022707360330969095"
"45","7036.5","7036","7037","0.0034184246324002743","0.0034184246324002743","0.0034184246324002743","0.010090537369251251","0.010090537369251251","0.010090537369251251"
