index,case_dir,sim_id,r_p
48,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05705,bcc_lattice_rp_05705,0.05705594111882238
49,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05711,bcc_lattice_rp_05711,0.05711394227884558
50,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05717,bcc_lattice_rp_05717,0.05717094341886838
51,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05722,bcc_lattice_rp_05722,0.05722894457889158
52,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05728,bcc_lattice_rp_05728,0.05728694573891478
53,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05734,bcc_lattice_rp_05734,0.05734494689893798
54,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05740,bcc_lattice_rp_05740,0.05740194803896078
55,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05745,bcc_lattice_rp_05745,0.057459949198983985
56,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05751,bcc_lattice_rp_05751,0.05751795035900718
57,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05757,bcc_lattice_rp_05757,0.05757495149902998
58,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05763,bcc_lattice_rp_05763,0.05763295265905318
59,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05769,bcc_lattice_rp_05769,0.057690953819076386
60,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05774,bcc_lattice_rp_05774,0.057748954979099584
61,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05780,bcc_lattice_rp_05780,0.057805956119122384
62,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05786,bcc_lattice_rp_05786,0.05786395727914558
63,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05792,bcc_lattice_rp_05792,0.05792195843916879
64,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05797,bcc_lattice_rp_05797,0.05797895957919159
65,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05803,bcc_lattice_rp_05803,0.058036960739214785
66,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05809,bcc_lattice_rp_05809,0.05809496189923799
67,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05815,bcc_lattice_rp_05815,0.05815296305926119
68,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05820,bcc_lattice_rp_05820,0.05820996419928399
69,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05826,bcc_lattice_rp_05826,0.058267965359307186
70,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05832,bcc_lattice_rp_05832,0.05832596651933039
71,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05838,bcc_lattice_rp_05838,0.05838296765935319
72,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05844,bcc_lattice_rp_05844,0.05844096881937639
73,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05849,bcc_lattice_rp_05849,0.05849896997939959
74,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05855,bcc_lattice_rp_05855,0.05855697113942279
75,/mnt/ssd1/joshgregory/clotsimnet_poop/bcc_lattice_rp_05861,bcc_lattice_rp_05861,0.05861397227944559
