"epoch","MLP_o1_Tuned - _step","MLP_o1_Tuned - _step__MIN","MLP_o1_Tuned - _step__MAX","MLP_o1_Tuned - train_loss_epoch","MLP_o1_Tuned - train_loss_epoch__MIN","MLP_o1_Tuned - train_loss_epoch__MAX","MLP_o1_Tuned - val_loss_epoch","MLP_o1_Tuned - val_loss_epoch__MIN","MLP_o1_Tuned - val_loss_epoch__MAX"
"37","5812.5","5812","5813","0.0026862306986004114","0.0026862306986004114","0.0026862306986004114","0.0027307244017720222","0.0027307244017720222","0.0027307244017720222"
"38","5965.5","5965","5966","0.0033755688928067684","0.0033755688928067684","0.0033755688928067684","0.002738025737926364","0.002738025737926364","0.002738025737926364"
"39","6118.5","6118","6119","0.0028275633230805397","0.0028275633230805397","0.0028275633230805397","0.0031688082963228226","0.0031688082963228226","0.0031688082963228226"
"40","6271.5","6271","6272","0.0037120317574590445","0.0037120317574590445","0.0037120317574590445","0.00299357483163476","0.00299357483163476","0.00299357483163476"
"41","6424.5","6424","6425","0.003150348784402013","0.003150348784402013","0.003150348784402013","0.002701518591493368","0.002701518591493368","0.002701518591493368"
"42","6577.5","6577","6578","0.004936609882861376","0.004936609882861376","0.004936609882861376","0.00310309580527246","0.00310309580527246","0.00310309580527246"
"43","6730.5","6730","6731","0.0017817022744566202","0.0017817022744566202","0.0017817022744566202","0.0020224882755428553","0.0020224882755428553","0.0020224882755428553"
"44","6883.5","6883","6884","0.0016905199736356735","0.0016905199736356735","0.0016905199736356735","0.0021466121543198824","0.0021466121543198824","0.0021466121543198824"
"45","7036.5","7036","7037","0.001703285495750606","0.001703285495750606","0.001703285495750606","0.0019129673019051552","0.0019129673019051552","0.0019129673019051552"
"46","7189.5","7189","7190","0.0016750189242884517","0.0016750189242884517","0.0016750189242884517","0.0019275700906291604","0.0019275700906291604","0.0019275700906291604"
"47","7342.5","7342","7343","0.0016558706993237138","0.0016558706993237138","0.0016558706993237138","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"48","7495.5","7495","7496","0.0016586061101406813","0.0016586061101406813","0.0016586061101406813","0.001971378456801176","0.001971378456801176","0.001971378456801176"
"49","7648.5","7648","7649","0.0016330750659108162","0.0016330750659108162","0.0016330750659108162","0.0018764602718874812","0.0018764602718874812","0.0018764602718874812"
"50","7801.5","7801","7802","0.001677754451520741","0.001677754451520741","0.001677754451520741","0.0020662967581301928","0.0020662967581301928","0.0020662967581301928"
"51","7954.5","7954","7955","0.0016741071594879031","0.0016741071594879031","0.0016741071594879031","0.0020005840342491865","0.0020005840342491865","0.0020005840342491865"
"52","8107.5","8107","8108","0.0017023736145347357","0.0017023736145347357","0.0017023736145347357","0.0018691589357331395","0.0018691589357331395","0.0018691589357331395"
"53","8260.5","8260","8261","0.0017105800798162818","0.0017105800798162818","0.0017105800798162818","0.00189836451318115","0.00189836451318115","0.00189836451318115"
"54","8413.5","8413","8414","0.0016458405880257487","0.0016458405880257487","0.0016458405880257487","0.0021247079130262136","0.0021247079130262136","0.0021247079130262136"
"55","8566.5","8566","8567","0.0017041972605511546","0.0017041972605511546","0.0017041972605511546","0.001861857483163476","0.001861857483163476","0.001861857483163476"
"56","8719.5","8719","8720","0.0016868726816028357","0.0016868726816028357","0.0016868726816028357","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"57","8872.5","8872","8873","0.0016959909116849303","0.0016959909116849303","0.0016959909116849303","0.001971378456801176","0.001971378456801176","0.001971378456801176"
"58","9025.5","9025","9026","0.001706932787783444","0.001706932787783444","0.001706932787783444","0.0018691589357331395","0.0018691589357331395","0.0018691589357331395"
"59","9178.5","9178","9179","0.0014835360925644636","0.0014835360925644636","0.0014835360925644636","0.0018180491169914603","0.0018180491169914603","0.0018180491169914603"
"60","9331.5","9331","9332","0.0015127144288271666","0.0015127144288271666","0.0015127144288271666","0.0017596378456801176","0.0017596378456801176","0.0017596378456801176"
"61","9484.5","9484","9485","0.001499948906712234","0.001499948906712234","0.001499948906712234","0.0018326519057154655","0.0018326519057154655","0.0018326519057154655"
"62","9637.5","9637","9638","0.001498125260695815","0.001498125260695815","0.001498125260695815","0.0017815420869737864","0.0017815420869737864","0.0017815420869737864"
"63","9790.5","9790","9791","0.0015127144288271666","0.0015127144288271666","0.0015127144288271666","0.0018764602718874812","0.0018764602718874812","0.0018764602718874812"
"64","9943.5","9943","9944","0.0014789770357310772","0.0014789770357310772","0.0014789770357310772","0.0017815420869737864","0.0017815420869737864","0.0017815420869737864"
"65","10096.5","10096","10097","0.001498125260695815","0.001498125260695815","0.001498125260695815","0.0018180491169914603","0.0018180491169914603","0.0018180491169914603"
"66","10249.5","10249","10250","0.0015263918321579695","0.0015263918321579695","0.0015263918321579695","0.0017742406344041228","0.0017742406344041228","0.0017742406344041228"
"67","10402.5","10402","10403","0.0015090671367943287","0.0015090671367943287","0.0015090671367943287","0.0018034462118521333","0.0018034462118521333","0.0018034462118521333"
"68","10555.5","10555","10556","0.001458916929550469","0.001458916929550469","0.001458916929550469","0.0018180491169914603","0.0018180491169914603","0.0018180491169914603"
"69","10708.5","10708","10709","0.0015072434907779098","0.0015072434907779098","0.0015072434907779098","0.001825350453145802","0.001825350453145802","0.001825350453145802"
"70","10861.5","10861","10862","0.0015026844339445233","0.0015026844339445233","0.0015026844339445233","0.0018326519057154655","0.0018326519057154655","0.0018326519057154655"
"71","11014.5","11014","11015","0.0014808006817474961","0.0014808006817474961","0.0014808006817474961","0.001861857483163476","0.001861857483163476","0.001861857483163476"
"72","11167.5","11167","11168","0.0014662115136161447","0.0014662115136161447","0.0014662115136161447","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"73","11320.5","11320","11321","0.00145709328353405","0.00145709328353405","0.00145709328353405","0.0017742406344041228","0.0017742406344041228","0.0017742406344041228"
"74","11473.5","11473","11474","0.0014652996324002743","0.0014652996324002743","0.0014652996324002743","0.0018034462118521333","0.0018034462118521333","0.0018034462118521333"
"75","11626.5","11626","11627","0.00145709328353405","0.00145709328353405","0.00145709328353405","0.0017815420869737864","0.0017815420869737864","0.0017815420869737864"
"76","11779.5","11779","11780","0.0014634759863838553","0.0014634759863838553","0.0014634759863838553","0.0017669392982497811","0.0017669392982497811","0.0017669392982497811"
"77","11932.5","11932","11933","0.0014461514074355364","0.0014461514074355364","0.0014461514074355364","0.0017669392982497811","0.0017669392982497811","0.0017669392982497811"
"78","12085.5","12085","12086","0.0014607405755668879","0.0014607405755668879","0.0014607405755668879","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"79","12238.5","12238","12239","0.0014671232784166932","0.0014671232784166932","0.0014671232784166932","0.0017596378456801176","0.0017596378456801176","0.0017596378456801176"
"80","12391.5","12391","12392","0.0014561814023181796","0.0014561814023181796","0.0014561814023181796","0.001825350453145802","0.001825350453145802","0.001825350453145802"
"81","12544.5","12544","12545","0.00145709328353405","0.00145709328353405","0.00145709328353405","0.0017596378456801176","0.0017596378456801176","0.0017596378456801176"
"82","12697.5","12697","12698","0.0014689469244331121","0.0014689469244331121","0.0014689469244331121","0.0017742406344041228","0.0017742406344041228","0.0017742406344041228"
"83","12850.5","12850","12851","0.0014662115136161447","0.0014662115136161447","0.0014662115136161447","0.0018107476644217968","0.0018107476644217968","0.0018107476644217968"
"84","13003.5","13003","13004","0.0014516223454847932","0.0014516223454847932","0.0014516223454847932","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"85","13156.5","13156","13157","0.0014497986994683743","0.0014497986994683743","0.0014497986994683743","0.0017669392982497811","0.0017669392982497811","0.0017669392982497811"
"86","13309.5","13309","13310","0.0014415922341868281","0.0014415922341868281","0.0014415922341868281","0.0017669392982497811","0.0017669392982497811","0.0017669392982497811"
"87","13462.5","13462","13463","0.001445239526219666","0.001445239526219666","0.001445239526219666","0.0017815420869737864","0.0017815420869737864","0.0017815420869737864"
"88","13615.5","13615","13616","0.0014525341102853417","0.0014525341102853417","0.0014525341102853417","0.001788843423128128","0.001788843423128128","0.001788843423128128"
"89","13768.5","13768","13769","0.001443415880203247","0.001443415880203247","0.001443415880203247","0.0017742406344041228","0.0017742406344041228","0.0017742406344041228"
"90","13921.5","13921","13922","0.0014443277614191175","0.0014443277614191175","0.0014443277614191175","0.0018107476644217968","0.0018107476644217968","0.0018107476644217968"
"91","14074.5","14074","14075","0.001445239526219666","0.001445239526219666","0.001445239526219666","0.0018107476644217968","0.0018107476644217968","0.0018107476644217968"
"92","14227.5","14227","14228","0.001447063172236085","0.001447063172236085","0.001447063172236085","0.001788843423128128","0.001788843423128128","0.001788843423128128"
"93","14380.5","14380","14381","0.0014534459915012121","0.0014534459915012121","0.0014534459915012121","0.0017596378456801176","0.0017596378456801176","0.0017596378456801176"
"94","14533.5","14533","14534","0.0014443277614191175","0.0014443277614191175","0.0014443277614191175","0.001752336393110454","0.001752336393110454","0.001752336393110454"
"95","14686.5","14686","14687","0.0014461514074355364","0.0014461514074355364","0.0014461514074355364","0.0017742406344041228","0.0017742406344041228","0.0017742406344041228"
"96","14839.5","14839","14840","0.0014461514074355364","0.0014461514074355364","0.0014461514074355364","0.0017669392982497811","0.0017669392982497811","0.0017669392982497811"
"97","14992.5","14992","14993","0.0014406804693862796","0.0014406804693862796","0.0014406804693862796","0.0017742406344041228","0.0017742406344041228","0.0017742406344041228"
"98","15145.5","15145","15146","0.001443415880203247","0.001443415880203247","0.001443415880203247","0.0017742406344041228","0.0017742406344041228","0.0017742406344041228"
"99","15298.5","15298","15299","0.0014425041154026985","0.0014425041154026985","0.0014425041154026985","0.0017815420869737864","0.0017815420869737864","0.0017815420869737864"
"100","15451.5","15451","15452","0.0014479750534519553","0.0014479750534519553","0.0014479750534519553","0.0017815420869737864","0.0017815420869737864","0.0017815420869737864"
"101","15604.5","15604","15605","0.001447063172236085","0.001447063172236085","0.001447063172236085","0.0017815420869737864","0.0017815420869737864","0.0017815420869737864"
"102","15757.5","15757","15758","0.0014425041154026985","0.0014425041154026985","0.0014425041154026985","0.001788843423128128","0.001788843423128128","0.001788843423128128"
"103","15910.5","15910","15911","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017815420869737864","0.0017815420869737864","0.0017815420869737864"
"104","16063.5","16063","16064","0.0014443277614191175","0.0014443277614191175","0.0014443277614191175","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"105","16216.5","16216","16217","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"106","16369.5","16369","16370","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"107","16522.5","16522","16523","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"108","16675.5","16675","16676","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"109","16828.5","16828","16829","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"110","16981.5","16981","16982","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"111","17134.5","17134","17135","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"112","17287.5","17287","17288","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"113","17440.5","17440","17441","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"114","17593.5","17593","17594","0.0014379449421539903","0.0014379449421539903","0.0014379449421539903","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"115","17746.5","17746","17747","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"116","17899.5","17899","17900","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"117","18052.5","18052","18053","0.0014379449421539903","0.0014379449421539903","0.0014379449421539903","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"118","18205.5","18205","18206","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"119","18358.5","18358","18359","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"120","18511.5","18511","18512","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"121","18664.5","18664","18665","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"122","18817.5","18817","18818","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"123","18970.5","18970","18971","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"124","19123.5","19123","19124","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"125","19276.5","19276","19277","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"126","19429.5","19429","19430","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"127","19582.5","19582","19583","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"128","19735.5","19735","19736","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"129","19888.5","19888","19889","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"130","20041.5","20041","20042","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"131","20194.5","20194","20195","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"132","20347.5","20347","20348","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"133","20500.5","20500","20501","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"134","20653.5","20653","20654","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"135","20806.5","20806","20807","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"136","20959.5","20959","20960","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"137","21112.5","21112","21113","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"138","21265.5","21265","21266","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"139","21418.5","21418","21419","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"140","21571.5","21571","21572","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"141","21724.5","21724","21725","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"142","21877.5","21877","21878","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"143","22030.5","22030","22031","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"144","22183.5","22183","22184","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"145","22336.5","22336","22337","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"146","22489.5","22489","22490","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"147","22642.5","22642","22643","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"148","22795.5","22795","22796","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"149","22948.5","22948","22949","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"150","23101.5","23101","23102","0.0014379449421539903","0.0014379449421539903","0.0014379449421539903","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"151","23254.5","23254","23255","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"152","23407.5","23407","23408","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"153","23560.5","23560","23561","0.0014379449421539903","0.0014379449421539903","0.0014379449421539903","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"154","23713.5","23713","23714","0.0014388568233698606","0.0014388568233698606","0.0014388568233698606","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"155","23866.5","23866","23867","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"156","24019.5","24019","24020","0.0014379449421539903","0.0014379449421539903","0.0014379449421539903","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"157","24172.5","24172","24173","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"158","24325.5","24325","24326","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"159","24478.5","24478","24479","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"160","24631.5","24631","24632","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"161","24784.5","24784","24785","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"162","24937.5","24937","24938","0.0014379449421539903","0.0014379449421539903","0.0014379449421539903","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"163","25090.5","25090","25091","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
"164","25243.5","25243","25244","0.0014370331773534417","0.0014370331773534417","0.0014370331773534417","0.0017961448756977916","0.0017961448756977916","0.0017961448756977916"
