"epoch","MLP_dend_Tuned - _step","MLP_dend_Tuned - _step__MIN","MLP_dend_Tuned - _step__MAX","MLP_dend_Tuned - train_loss_epoch","MLP_dend_Tuned - train_loss_epoch__MIN","MLP_dend_Tuned - train_loss_epoch__MAX","MLP_dend_Tuned - val_loss_epoch","MLP_dend_Tuned - val_loss_epoch__MIN","MLP_dend_Tuned - val_loss_epoch__MAX"
"81","12544.5","12544","12545","0.0010121236555278301","0.0010121236555278301","0.0010121236555278301","0.00109521031845361","0.00109521031845361","0.00109521031845361"
"82","12697.5","12697","12698","0.0009929753141477704","0.0009929753141477704","0.0009929753141477704","0.0014091705670580268","0.0014091705670580268","0.0014091705670580268"
"83","12850.5","12850","12851","0.0010385664645582438","0.0010385664645582438","0.0010385664645582438","0.001131717232055962","0.001131717232055962","0.001131717232055962"
"84","13003.5","13003","13004","0.0008060515974648297","0.0008060515974648297","0.0008060515974648297","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"85","13156.5","13156","13157","0.0008051397744566202","0.0008051397744566202","0.0008051397744566202","0.0009710864396765828","0.0009710864396765828","0.0009710864396765828"
"86","13309.5","13309","13310","0.0008033161284402013","0.0008033161284402013","0.0008033161284402013","0.0008980724378488958","0.0008980724378488958","0.0008980724378488958"
"87","13462.5","13462","13463","0.0008042279514484107","0.0008042279514484107","0.0008042279514484107","0.0010514018358662724","0.0010514018358662724","0.0010514018358662724"
"88","13615.5","13615","13616","0.0008188171195797622","0.0008188171195797622","0.0008188171195797622","0.0010879088658839464","0.0010879088658839464","0.0010879088658839464"
"89","13768.5","13768","13769","0.0008343181107193232","0.0008343181107193232","0.0008343181107193232","0.0009637850453145802","0.0009637850453145802","0.0009637850453145802"
"90","13921.5","13921","13922","0.0008233762346208096","0.0008233762346208096","0.0008233762346208096","0.0009345794678665698","0.0009345794678665698","0.0009345794678665698"
"91","14074.5","14074","14075","0.0007932860753498971","0.0007932860753498971","0.0007932860753498971","0.0010660046245902777","0.0010660046245902777","0.0010660046245902777"
"92","14227.5","14227","14228","0.0008069634204730392","0.0008069634204730392","0.0008069634204730392","0.0009710864396765828","0.0009710864396765828","0.0009710864396765828"
"93","14380.5","14380","14381","0.000796933367382735","0.000796933367382735","0.000796933367382735","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"94","14533.5","14533","14534","0.0008133461815305054","0.0008133461815305054","0.0008133461815305054","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"95","14686.5","14686","14687","0.0007887269603088498","0.0007887269603088498","0.0007887269603088498","0.0009710864396765828","0.0009710864396765828","0.0009710864396765828"
"96","14839.5","14839","14840","0.0007914624293334782","0.0007914624293334782","0.0007914624293334782","0.0009199766209349036","0.0009199766209349036","0.0009199766209349036"
"97","14992.5","14992","14993","0.0008096988894976676","0.0008096988894976676","0.0008096988894976676","0.0009637850453145802","0.0009637850453145802","0.0009637850453145802"
"98","15145.5","15145","15146","0.0008188171195797622","0.0008188171195797622","0.0008188171195797622","0.0010148948058485985","0.0010148948058485985","0.0010148948058485985"
"99","15298.5","15298","15299","0.000755901332013309","0.000755901332013309","0.000755901332013309","0.000912675226572901","0.000912675226572901","0.000912675226572901"
"100","15451.5","15451","15452","0.0007568131550215185","0.0007568131550215185","0.0007568131550215185","0.0009053738322108984","0.0009053738322108984","0.0009053738322108984"
"101","15604.5","15604","15605","0.0007549895090050995","0.0007549895090050995","0.0007549895090050995","0.0008980724378488958","0.0008980724378488958","0.0008980724378488958"
"102","15757.5","15757","15758","0.0007495185709558427","0.0007495185709558427","0.0007495185709558427","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"103","15910.5","15910","15911","0.0007476949249394238","0.0007476949249394238","0.0007476949249394238","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"104","16063.5","16063","16064","0.0007641077390871942","0.0007641077390871942","0.0007641077390871942","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"105","16216.5","16216","16217","0.0007568131550215185","0.0007568131550215185","0.0007568131550215185","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"106","16369.5","16369","16370","0.0007604604470543563","0.0007604604470543563","0.0007604604470543563","0.0009199766209349036","0.0009199766209349036","0.0009199766209349036"
"107","16522.5","16522","16523","0.0007568131550215185","0.0007568131550215185","0.0007568131550215185","0.000912675226572901","0.000912675226572901","0.000912675226572901"
"108","16675.5","16675","16676","0.0007622840930707753","0.0007622840930707753","0.0007622840930707753","0.0009199766209349036","0.0009199766209349036","0.0009199766209349036"
"109","16828.5","16828","16829","0.0007531658629886806","0.0007531658629886806","0.0007531658629886806","0.0009710864396765828","0.0009710864396765828","0.0009710864396765828"
"110","16981.5","16981","16982","0.0007641077390871942","0.0007641077390871942","0.0007641077390871942","0.0009637850453145802","0.0009637850453145802","0.0009637850453145802"
"111","17134.5","17134","17135","0.000742223986890167","0.000742223986890167","0.000742223986890167","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"112","17287.5","17287","17288","0.0007404003408737481","0.0007404003408737481","0.0007404003408737481","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"113","17440.5","17440","17441","0.0007504303939640522","0.0007504303939640522","0.0007504303939640522","0.0009637850453145802","0.0009637850453145802","0.0009637850453145802"
"114","17593.5","17593","17594","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.0009418808622285724","0.0009418808622285724","0.0009418808622285724"
"115","17746.5","17746","17747","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.0009345794678665698","0.0009345794678665698","0.0009345794678665698"
"116","17899.5","17899","17900","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.0009199766209349036","0.0009199766209349036","0.0009199766209349036"
"117","18052.5","18052","18053","0.0007486067479476333","0.0007486067479476333","0.0007486067479476333","0.0009418808622285724","0.0009418808622285724","0.0009418808622285724"
"118","18205.5","18205","18206","0.0007385766948573291","0.0007385766948573291","0.0007385766948573291","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"119","18358.5","18358","18359","0.0007458712789230049","0.0007458712789230049","0.0007458712789230049","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"120","18511.5","18511","18512","0.0007486067479476333","0.0007486067479476333","0.0007486067479476333","0.0009564836509525776","0.0009564836509525776","0.0009564836509525776"
"121","18664.5","18664","18665","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000912675226572901","0.000912675226572901","0.000912675226572901"
"122","18817.5","18817","18818","0.0007522540399804711","0.0007522540399804711","0.0007522540399804711","0.0009345794678665698","0.0009345794678665698","0.0009345794678665698"
"123","18970.5","18970","18971","0.0007486067479476333","0.0007486067479476333","0.0007486067479476333","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"124","19123.5","19123","19124","0.0007458712789230049","0.0007458712789230049","0.0007458712789230049","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"125","19276.5","19276","19277","0.0007467831019312143","0.0007467831019312143","0.0007467831019312143","0.0009272780152969062","0.0009272780152969062","0.0009272780152969062"
"126","19429.5","19429","19430","0.0007449594559147954","0.0007449594559147954","0.0007449594559147954","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"127","19582.5","19582","19583","0.0007458712789230049","0.0007458712789230049","0.0007458712789230049","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"128","19735.5","19735","19736","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.0009418808622285724","0.0009418808622285724","0.0009418808622285724"
"129","19888.5","19888","19889","0.0007458712789230049","0.0007458712789230049","0.0007458712789230049","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"130","20041.5","20041","20042","0.0007458712789230049","0.0007458712789230049","0.0007458712789230049","0.0009418808622285724","0.0009418808622285724","0.0009418808622285724"
"131","20194.5","20194","20195","0.0007458712789230049","0.0007458712789230049","0.0007458712789230049","0.0009418808622285724","0.0009418808622285724","0.0009418808622285724"
"132","20347.5","20347","20348","0.0007404003408737481","0.0007404003408737481","0.0007404003408737481","0.0009345794678665698","0.0009345794678665698","0.0009345794678665698"
"133","20500.5","20500","20501","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.0009345794678665698","0.0009345794678665698","0.0009345794678665698"
"134","20653.5","20653","20654","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"135","20806.5","20806","20807","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"136","20959.5","20959","20960","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"137","21112.5","21112","21113","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"138","21265.5","21265","21266","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"139","21418.5","21418","21419","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"140","21571.5","21571","21572","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"141","21724.5","21724","21725","0.0007458712789230049","0.0007458712789230049","0.0007458712789230049","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"142","21877.5","21877","21878","0.0007413121638819575","0.0007413121638819575","0.0007413121638819575","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"143","22030.5","22030","22031","0.0007431358098983765","0.0007431358098983765","0.0007431358098983765","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"144","22183.5","22183","22184","0.000742223986890167","0.000742223986890167","0.000742223986890167","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"145","22336.5","22336","22337","0.000742223986890167","0.000742223986890167","0.000742223986890167","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"146","22489.5","22489","22490","0.0007431358098983765","0.0007431358098983765","0.0007431358098983765","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"147","22642.5","22642","22643","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"148","22795.5","22795","22796","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"149","22948.5","22948","22949","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"150","23101.5","23101","23102","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"151","23254.5","23254","23255","0.0007431358098983765","0.0007431358098983765","0.0007431358098983765","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"152","23407.5","23407","23408","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"153","23560.5","23560","23561","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"154","23713.5","23713","23714","0.0007440476329065859","0.0007440476329065859","0.0007440476329065859","0.000949182256590575","0.000949182256590575","0.000949182256590575"
"155","23866.5","23866","23867","0.0007431358098983765","0.0007431358098983765","0.0007431358098983765","0.0009418808622285724","0.0009418808622285724","0.0009418808622285724"
"156","24019.5","24019","24020","0.0007431358098983765","0.0007431358098983765","0.0007431358098983765","0.0009418808622285724","0.0009418808622285724","0.0009418808622285724"
