"epoch","MLP_full_Tuned - _step","MLP_full_Tuned - _step__MIN","MLP_full_Tuned - _step__MAX","MLP_full_Tuned - train_loss_epoch","MLP_full_Tuned - train_loss_epoch__MIN","MLP_full_Tuned - train_loss_epoch__MAX","MLP_full_Tuned - val_loss_epoch","MLP_full_Tuned - val_loss_epoch__MIN","MLP_full_Tuned - val_loss_epoch__MAX"
"47","7342.5","7342","7343","0.01565326564013958","0.01565326564013958","0.01565326564013958","0.00981308426707983","0.00981308426707983","0.00981308426707983"
"48","7495.5","7495","7496","0.013866093009710312","0.013866093009710312","0.013866093009710312","0.018326519057154655","0.018326519057154655","0.018326519057154655"
"49","7648.5","7648","7649","0.01602802611887455","0.01602802611887455","0.01602802611887455","0.019407127052545547","0.019407127052545547","0.019407127052545547"
"50","7801.5","7801","7802","0.023379143327474594","0.023379143327474594","0.023379143327474594","0.009484521113336086","0.009484521113336086","0.009484521113336086"
"51","7954.5","7954","7955","0.025206437334418297","0.025206437334418297","0.025206437334418297","0.023919392377138138","0.023919392377138138","0.023919392377138138"
"52","8107.5","8107","8108","0.023804964497685432","0.023804964497685432","0.023804964497685432","0.023780666291713715","0.023780666291713715","0.023780666291713715"
"53","8260.5","8260","8261","0.015987904742360115","0.015987904742360115","0.015987904742360115","0.011601927690207958","0.011601927690207958","0.011601927690207958"
"54","8413.5","8413","8414","0.01682860590517521","0.01682860590517521","0.01682860590517521","0.011886682361364365","0.011886682361364365","0.011886682361364365"
"55","8566.5","8566","8567","0.021250948309898376","0.021250948309898376","0.021250948309898376","0.029285922646522522","0.029285922646522522","0.029285922646522522"
"56","8719.5","8719","8720","0.006663602776825428","0.006663602776825428","0.006663602776825428","0.004234813153743744","0.004234813153743744","0.004234813153743744"
"57","8872.5","8872","8873","0.003979195840656757","0.003979195840656757","0.003979195840656757","0.003942756913602352","0.003942756913602352","0.003942756913602352"
"58","9025.5","9025","9026","0.0036564103793352842","0.0036564103793352842","0.0036564103793352842","0.0034462616313248873","0.0034462616313248873","0.0034462616313248873"
"59","9178.5","9178","9179","0.0035533744376152754","0.0035533744376152754","0.0035533744376152754","0.0038624415174126625","0.0038624415174126625","0.0038624415174126625"
"60","9331.5","9331","9332","0.0034831641241908073","0.0034831641241908073","0.0034831641241908073","0.003468165872618556","0.003468165872618556","0.003468165872618556"
"61","9484.5","9484","9485","0.0035852883011102676","0.0035852883011102676","0.0035852883011102676","0.004066880792379379","0.004066880792379379","0.004066880792379379"
"62","9637.5","9637","9638","0.00344577943906188","0.00344577943906188","0.00344577943906188","0.0037018107250332832","0.0037018107250332832","0.0037018107250332832"
"63","9790.5","9790","9791","0.003444867441430688","0.003444867441430688","0.003444867441430688","0.003592289751395583","0.003592289751395583","0.003592289751395583"
"64","9943.5","9943","9944","0.0034466912038624287","0.0034466912038624287","0.0034466912038624287","0.00332213775254786","0.00332213775254786","0.00332213775254786"
"65","10096.5","10096","10097","0.0035086951684206724","0.0035086951684206724","0.0035086951684206724","0.004169100429862738","0.004169100429862738","0.004169100429862738"
"66","10249.5","10249","10250","0.0034010999370366335","0.0034010999370366335","0.0034010999370366335","0.003409754717722535","0.003409754717722535","0.003409754717722535"
"67","10402.5","10402","10403","0.0032333245035260916","0.0032333245035260916","0.0032333245035260916","0.004008469637483358","0.004008469637483358","0.004008469637483358"
"68","10555.5","10555","10556","0.0034284547436982393","0.0034284547436982393","0.0034284547436982393","0.003599591087549925","0.003599591087549925","0.003599591087549925"
"69","10708.5","10708","10709","0.0033445670269429684","0.0033445670269429684","0.0033445670269429684","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"70","10861.5","10861","10862","0.0032798275351524353","0.0032798275351524353","0.0032798275351524353","0.003723714966326952","0.003723714966326952","0.003723714966326952"
"71","11014.5","11014","11015","0.003283474827185273","0.003283474827185273","0.003283474827185273","0.0033075350802391768","0.0033075350802391768","0.0033075350802391768"
"72","11167.5","11167","11168","0.0032798275351524353","0.0032798275351524353","0.0032798275351524353","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"73","11320.5","11320","11321","0.003386510768905282","0.003386510768905282","0.003386510768905282","0.0042859227396547794","0.0042859227396547794","0.0042859227396547794"
"74","11473.5","11473","11474","0.0033801281824707985","0.0033801281824707985","0.0033801281824707985","0.00420560734346509","0.00420560734346509","0.00420560734346509"
"75","11626.5","11626","11627","0.0034056592267006636","0.0034056592267006636","0.0034056592267006636","0.0034900701139122248","0.0034900701139122248","0.0034900701139122248"
"76","11779.5","11779","11780","0.004034817218780518","0.004034817218780518","0.004034817218780518","0.003855140181258321","0.003855140181258321","0.003855140181258321"
"77","11932.5","11932","11933","0.0030774029437452555","0.0030774029437452555","0.0030774029437452555","0.0028402453754097223","0.0028402453754097223","0.0028402453754097223"
"78","12085.5","12085","12086","0.0033035350497812033","0.0033035350497812033","0.0033035350497812033","0.003942756913602352","0.003942756913602352","0.003942756913602352"
"79","12238.5","12238","12239","0.0032488256692886353","0.0032488256692886353","0.0032488256692886353","0.003964661154896021","0.003964661154896021","0.003964661154896021"
"80","12391.5","12391","12392","0.003171320538967848","0.003171320538967848","0.003171320538967848","0.006921729072928429","0.006921729072928429","0.006921729072928429"
"81","12544.5","12544","12545","0.003802302060648799","0.003802302060648799","0.003802302060648799","0.0028329440392553806","0.0028329440392553806","0.0028329440392553806"
"82","12697.5","12697","12698","0.003420248394832015","0.003420248394832015","0.003420248394832015","0.0029862732626497746","0.0029862732626497746","0.0029862732626497746"
"83","12850.5","12850","12851","0.0031084048096090555","0.0031084048096090555","0.0031084048096090555","0.002789135556668043","0.002789135556668043","0.002789135556668043"
"84","13003.5","13003","13004","0.003983755130320787","0.003983755130320787","0.003983755130320787","0.004271320067346096","0.004271320067346096","0.004271320067346096"
"85","13156.5","13156","13157","0.0035178132820874453","0.0035178132820874453","0.0035178132820874453","0.003227219684049487","0.003227219684049487","0.003227219684049487"
"86","13309.5","13309","13310","0.0032141762785613537","0.0032141762785613537","0.0032141762785613537","0.004534170497208834","0.004534170497208834","0.004534170497208834"
"87","13462.5","13462","13463","0.0036810296587646008","0.0036810296587646008","0.0036810296587646008","0.005052570253610611","0.005052570253610611","0.005052570253610611"
"88","13615.5","13615","13616","0.0032880338840186596","0.0032880338840186596","0.0032880338840186596","0.003227219684049487","0.003227219684049487","0.003227219684049487"
"89","13768.5","13768","13769","0.003500488819554448","0.003500488819554448","0.003500488819554448","0.0031323013827204704","0.0031323013827204704","0.0031323013827204704"
"90","13921.5","13921","13922","0.003222382627427578","0.003222382627427578","0.003222382627427578","0.0028694509528577328","0.0028694509528577328","0.0028694509528577328"
"91","14074.5","14074","14075","0.0036883242428302765","0.0036883242428302765","0.0036883242428302765","0.0029643692541867495","0.0029643692541867495","0.0029643692541867495"
"92","14227.5","14227","14228","0.0034366610925644636","0.0034366610925644636","0.0034366610925644636","0.002372955670580268","0.002372955670580268","0.002372955670580268"
"93","14380.5","14380","14381","0.0031886452343314886","0.0031886452343314886","0.0031886452343314886","0.0028256424702703953","0.0028256424702703953","0.0028256424702703953"
"94","14533.5","14533","14534","0.0031102285720407963","0.0031102285720407963","0.0031102285720407963","0.0027672313153743744","0.0027672313153743744","0.0027672313153743744"
"95","14686.5","14686","14687","0.00315217231400311","0.00315217231400311","0.00315217231400311","0.003234521020203829","0.003234521020203829","0.003234521020203829"
"96","14839.5","14839","14840","0.0031147876288741827","0.0031147876288741827","0.0031147876288741827","0.004015771206468344","0.004015771206468344","0.004015771206468344"
"97","14992.5","14992","14993","0.0033564206678420305","0.0033564206678420305","0.0033564206678420305","0.0023948599118739367","0.0023948599118739367","0.0023948599118739367"
"98","15145.5","15145","15146","0.003419336397200823","0.003419336397200823","0.003419336397200823","0.0032637265976518393","0.0032637265976518393","0.0032637265976518393"
"99","15298.5","15298","15299","0.0030245170928537846","0.0030245170928537846","0.0030245170928537846","0.0023948599118739367","0.0023948599118739367","0.0023948599118739367"
"100","15451.5","15451","15452","0.0029087155126035213","0.0029087155126035213","0.0029087155126035213","0.0027672313153743744","0.0027672313153743744","0.0027672313153743744"
"101","15604.5","15604","15605","0.0029616013634949923","0.0029616013634949923","0.0029616013634949923","0.0026577103417366743","0.0026577103417366743","0.0026577103417366743"
"102","15757.5","15757","15758","0.003112963866442442","0.003112963866442442","0.003112963866442442","0.0022780373692512512","0.0022780373692512512","0.0022780373692512512"
"103","15910.5","15910","15911","0.002678024349734187","0.002678024349734187","0.002678024349734187","0.0034389602951705456","0.0034389602951705456","0.0034389602951705456"
"104","16063.5","16063","16064","0.0032789157703518867","0.0032789157703518867","0.0032789157703518867","0.005950642749667168","0.005950642749667168","0.005950642749667168"
"105","16216.5","16216","16217","0.003786801127716899","0.003786801127716899","0.003786801127716899","0.002774532651528716","0.002774532651528716","0.002774532651528716"
"106","16369.5","16369","16370","0.003013575216755271","0.003013575216755271","0.003013575216755271","0.0048335278406739235","0.0048335278406739235","0.0048335278406739235"
"107","16522.5","16522","16523","0.002988044172525406","0.002988044172525406","0.002988044172525406","0.0023291471879929304","0.0023291471879929304","0.0023291471879929304"
"108","16675.5","16675","16676","0.0030318116769194603","0.0030318116769194603","0.0030318116769194603","0.0025700933765619993","0.0025700933765619993","0.0025700933765619993"
"109","16828.5","16828","16829","0.002556751947849989","0.002556751947849989","0.002556751947849989","0.0030227804090827703","0.0030227804090827703","0.0030227804090827703"
"110","16981.5","16981","16982","0.0028822727035731077","0.0028822727035731077","0.0028822727035731077","0.002796436892822385","0.002796436892822385","0.002796436892822385"
"111","17134.5","17134","17135","0.003403835464268923","0.003403835464268923","0.003403835464268923","0.004702102858573198","0.004702102858573198","0.004702102858573198"
"112","17287.5","17287","17288","0.0037375628016889095","0.0037375628016889095","0.0037375628016889095","0.00642523355782032","0.00642523355782032","0.00642523355782032"
"113","17440.5","17440","17441","0.0037202381063252687","0.0037202381063252687","0.0037202381063252687","0.002665011677891016","0.002665011677891016","0.002665011677891016"
"114","17593.5","17593","17594","0.0019485658267512918","0.0019485658267512918","0.0019485658267512918","0.001985981361940503","0.001985981361940503","0.001985981361940503"
"115","17746.5","17746","17747","0.001840058946982026","0.001840058946982026","0.001840058946982026","0.002007885603234172","0.002007885603234172","0.002007885603234172"
"116","17899.5","17899","17900","0.0017680248711258173","0.0017680248711258173","0.0017680248711258173","0.0018180491169914603","0.0018180491169914603","0.0018180491169914603"
"117","18052.5","18052","18053","0.0017862613312900066","0.0017862613312900066","0.0017862613312900066","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"118","18205.5","18205","18206","0.0017953795613721013","0.0017953795613721013","0.0017953795613721013","0.0020005840342491865","0.0020005840342491865","0.0020005840342491865"
"119","18358.5","18358","18359","0.001785349566489458","0.001785349566489458","0.001785349566489458","0.002058995421975851","0.002058995421975851","0.002058995421975851"
"120","18511.5","18511","18512","0.0018081450834870338","0.0018081450834870338","0.0018081450834870338","0.002153913490474224","0.002153913490474224","0.002153913490474224"
"121","18664.5","18664","18665","0.0018218224868178368","0.0018218224868178368","0.0018218224868178368","0.0019275700906291604","0.0019275700906291604","0.0019275700906291604"
"122","18817.5","18817","18818","0.0017807903932407498","0.0017807903932407498","0.0017807903932407498","0.00189836451318115","0.00189836451318115","0.00189836451318115"
"123","18970.5","18970","18971","0.0017434057081118226","0.0017434057081118226","0.0017434057081118226","0.002007885603234172","0.002007885603234172","0.002007885603234172"
"124","19123.5","19123","19124","0.001775319455191493","0.001775319455191493","0.001775319455191493","0.0018837617244571447","0.0018837617244571447","0.0018837617244571447"
"125","19276.5","19276","19277","0.0017607302870601416","0.0017607302870601416","0.0017607302870601416","0.0018837617244571447","0.0018837617244571447","0.0018837617244571447"
"126","19429.5","19429","19430","0.0018008504994213581","0.0018008504994213581","0.0018008504994213581","0.0020005840342491865","0.0020005840342491865","0.0020005840342491865"
"127","19582.5","19582","19583","0.0017953795613721013","0.0017953795613721013","0.0017953795613721013","0.001861857483163476","0.001861857483163476","0.001861857483163476"
"128","19735.5","19735","19736","0.0016741071594879031","0.0016741071594879031","0.0016741071594879031","0.0018326519057154655","0.0018326519057154655","0.0018326519057154655"
"129","19888.5","19888","19889","0.0016494878800585866","0.0016494878800585866","0.0016494878800585866","0.001971378456801176","0.001971378456801176","0.001971378456801176"
"130","20041.5","20041","20042","0.0016221331898123026","0.0016221331898123026","0.0016221331898123026","0.0018764602718874812","0.0018764602718874812","0.0018764602718874812"
"131","20194.5","20194","20195","0.0016458405880257487","0.0016458405880257487","0.0016458405880257487","0.001788843423128128","0.001788843423128128","0.001788843423128128"
"132","20347.5","20347","20348","0.001638546003960073","0.001638546003960073","0.001638546003960073","0.0019421728793531656","0.0019421728793531656","0.0019421728793531656"
"133","20500.5","20500","20501","0.0016221331898123026","0.0016221331898123026","0.0016221331898123026","0.0019056658493354917","0.0019056658493354917","0.0019056658493354917"
"134","20653.5","20653","20654","0.0016266923630610108","0.0016266923630610108","0.0016266923630610108","0.0018326519057154655","0.0018326519057154655","0.0018326519057154655"
"135","20806.5","20806","20807","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0019129673019051552","0.0019129673019051552","0.0019129673019051552"
"136","20959.5","20959","20960","0.001652223407290876","0.001652223407290876","0.001652223407290876","0.0018107476644217968","0.0018107476644217968","0.0018107476644217968"
"137","21112.5","21112","21113","0.0016604297561571002","0.0016604297561571002","0.0016604297561571002","0.002007885603234172","0.002007885603234172","0.002007885603234172"
"138","21265.5","21265","21266","0.001638546003960073","0.001638546003960073","0.001638546003960073","0.0019421728793531656","0.0019421728793531656","0.0019421728793531656"
"139","21418.5","21418","21419","0.0016348987119272351","0.0016348987119272351","0.0016348987119272351","0.001861857483163476","0.001861857483163476","0.001861857483163476"
"140","21571.5","21571","21572","0.001648576115258038","0.001648576115258038","0.001648576115258038","0.0020224882755428553","0.0020224882755428553","0.0020224882755428553"
"141","21724.5","21724","21725","0.0016358105931431055","0.0016358105931431055","0.0016358105931431055","0.001993282698094845","0.001993282698094845","0.001993282698094845"
"142","21877.5","21877","21878","0.0016449288232252002","0.0016449288232252002","0.0016449288232252002","0.0019275700906291604","0.0019275700906291604","0.0019275700906291604"
"143","22030.5","22030","22031","0.0016321633011102676","0.0016321633011102676","0.0016321633011102676","0.0018764602718874812","0.0018764602718874812","0.0018764602718874812"
"144","22183.5","22183","22184","0.001611191313713789","0.001611191313713789","0.001611191313713789","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"145","22336.5","22336","22337","0.0016421932959929109","0.0016421932959929109","0.0016421932959929109","0.0018764602718874812","0.0018764602718874812","0.0018764602718874812"
"146","22489.5","22489","22490","0.001621221425011754","0.001621221425011754","0.001621221425011754","0.001861857483163476","0.001861857483163476","0.001861857483163476"
"147","22642.5","22642","22643","0.0016066322568804026","0.0016066322568804026","0.0016066322568804026","0.0018837617244571447","0.0018837617244571447","0.0018837617244571447"
"148","22795.5","22795","22796","0.0016184858977794647","0.0016184858977794647","0.0016184858977794647","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"149","22948.5","22948","22949","0.0016321633011102676","0.0016321633011102676","0.0016321633011102676","0.0018691589357331395","0.0018691589357331395","0.0018691589357331395"
"150","23101.5","23101","23102","0.0016102795489132404","0.0016102795489132404","0.0016102795489132404","0.0018837617244571447","0.0018837617244571447","0.0018837617244571447"
"151","23254.5","23254","23255","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.001861857483163476","0.001861857483163476","0.001861857483163476"
"152","23407.5","23407","23408","0.001613014959730208","0.001613014959730208","0.001613014959730208","0.001861857483163476","0.001861857483163476","0.001861857483163476"
"153","23560.5","23560","23561","0.001611191313713789","0.001611191313713789","0.001611191313713789","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"154","23713.5","23713","23714","0.0016166622517630458","0.0016166622517630458","0.0016166622517630458","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"155","23866.5","23866","23867","0.0016148386057466269","0.0016148386057466269","0.0016148386057466269","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"156","24019.5","24019","24020","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"157","24172.5","24172","24173","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"158","24325.5","24325","24326","0.0016102795489132404","0.0016102795489132404","0.0016102795489132404","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"159","24478.5","24478","24479","0.0016066322568804026","0.0016066322568804026","0.0016066322568804026","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"160","24631.5","24631","24632","0.0016066322568804026","0.0016066322568804026","0.0016066322568804026","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"161","24784.5","24784","24785","0.001623045071028173","0.001623045071028173","0.001623045071028173","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"162","24937.5","24937","24938","0.0016121031949296594","0.0016121031949296594","0.0016121031949296594","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"163","25090.5","25090","25091","0.001613014959730208","0.001613014959730208","0.001613014959730208","0.0018545560305938125","0.0018545560305938125","0.0018545560305938125"
"164","25243.5","25243","25244","0.0016139268409460783","0.0016139268409460783","0.0016139268409460783","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"165","25396.5","25396","25397","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"166","25549.5","25549","25550","0.0016139268409460783","0.0016139268409460783","0.0016139268409460783","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"167","25702.5","25702","25703","0.0016148386057466269","0.0016148386057466269","0.0016148386057466269","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"168","25855.5","25855","25856","0.0016148386057466269","0.0016148386057466269","0.0016148386057466269","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"169","26008.5","26008","26009","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"170","26161.5","26161","26162","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"171","26314.5","26314","26315","0.0016139268409460783","0.0016139268409460783","0.0016139268409460783","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"172","26467.5","26467","26468","0.001613014959730208","0.001613014959730208","0.001613014959730208","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"173","26620.5","26620","26621","0.0016139268409460783","0.0016139268409460783","0.0016139268409460783","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"174","26773.5","26773","26774","0.001613014959730208","0.001613014959730208","0.001613014959730208","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"175","26926.5","26926","26927","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"176","27079.5","27079","27080","0.001613014959730208","0.001613014959730208","0.001613014959730208","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"177","27232.5","27232","27233","0.0016148386057466269","0.0016148386057466269","0.0016148386057466269","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"178","27385.5","27385","27386","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"179","27538.5","27538","27539","0.001613014959730208","0.001613014959730208","0.001613014959730208","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"180","27691.5","27691","27692","0.0016166622517630458","0.0016166622517630458","0.0016166622517630458","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"181","27844.5","27844","27845","0.001619397778995335","0.001619397778995335","0.001619397778995335","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"182","27997.5","27997","27998","0.0016175741329789162","0.0016175741329789162","0.0016175741329789162","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"183","28150.5","28150","28151","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"184","28303.5","28303","28304","0.0016175741329789162","0.0016175741329789162","0.0016175741329789162","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"185","28456.5","28456","28457","0.0016139268409460783","0.0016139268409460783","0.0016139268409460783","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"186","28609.5","28609","28610","0.0016148386057466269","0.0016148386057466269","0.0016148386057466269","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
"187","28762.5","28762","28763","0.0016148386057466269","0.0016148386057466269","0.0016148386057466269","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"188","28915.5","28915","28916","0.0016166622517630458","0.0016166622517630458","0.0016166622517630458","0.0018399532418698072","0.0018399532418698072","0.0018399532418698072"
