"epoch","MLP_full_Tuned - _step","MLP_full_Tuned - _step__MIN","MLP_full_Tuned - _step__MAX","MLP_full_Tuned - train_loss_epoch","MLP_full_Tuned - train_loss_epoch__MIN","MLP_full_Tuned - train_loss_epoch__MAX","MLP_full_Tuned - val_loss_epoch","MLP_full_Tuned - val_loss_epoch__MIN","MLP_full_Tuned - val_loss_epoch__MAX"
"189","29068.5","29068","29069","0.0016166622517630458","0.0016166622517630458","0.0016166622517630458","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"190","29221.5","29221","29222","0.0016166622517630458","0.0016166622517630458","0.0016166622517630458","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"191","29374.5","29374","29375","0.0016166622517630458","0.0016166622517630458","0.0016166622517630458","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"192","29527.5","29527","29528","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"193","29680.5","29680","29681","0.001611191313713789","0.001611191313713789","0.001611191313713789","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"194","29833.5","29833","29834","0.00160936766769737","0.00160936766769737","0.00160936766769737","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"195","29986.5","29986","29987","0.0016157504869624972","0.0016157504869624972","0.0016157504869624972","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"196","30139.5","30139","30140","0.0016139268409460783","0.0016139268409460783","0.0016139268409460783","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"197","30292.5","30292","30293","0.0016148386057466269","0.0016148386057466269","0.0016148386057466269","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"198","30445.5","30445","30446","0.0016084559028968215","0.0016084559028968215","0.0016084559028968215","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"199","30598.5","30598","30599","0.0016102795489132404","0.0016102795489132404","0.0016102795489132404","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"200","30751.5","30751","30752","0.0016084559028968215","0.0016084559028968215","0.0016084559028968215","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
"201","30904.5","30904","30905","0.0016048086108639836","0.0016048086108639836","0.0016048086108639836","0.0018472546944394708","0.0018472546944394708","0.0018472546944394708"
