"epoch","MLP_Dend_Base - _step","MLP_Dend_Base - _step__MIN","MLP_Dend_Base - _step__MAX","MLP_Dend_Base - train_loss_epoch","MLP_Dend_Base - train_loss_epoch__MIN","MLP_Dend_Base - train_loss_epoch__MAX","MLP_Dend_Base - val_loss_epoch","MLP_Dend_Base - val_loss_epoch__MIN","MLP_Dend_Base - val_loss_epoch__MAX"
"43","13374.5","13374","13375","0.021981319412589073","0.021981319412589073","0.021981319412589073","0.005476051475852728","0.005476051475852728","0.005476051475852728"
"44","13678.5","13678","13679","0.018834616988897324","0.018834616988897324","0.018834616988897324","0.0073744161054492","0.0073744161054492","0.0073744161054492"
"45","13982.5","13982","13983","0.019144637510180473","0.019144637510180473","0.019144637510180473","0.00451956782490015","0.00451956782490015","0.00451956782490015"
"46","14286.5","14286","14287","0.020054636523127556","0.020054636523127556","0.020054636523127556","0.0057389019057154655","0.0057389019057154655","0.0057389019057154655"
"47","14590.5","14590","14591","0.019193874672055244","0.019193874672055244","0.019193874672055244","0.005607476457953453","0.005607476457953453","0.005607476457953453"
"48","14894.5","14894","14895","0.018617603927850723","0.018617603927850723","0.018617603927850723","0.004264018498361111","0.004264018498361111","0.004264018498361111"
"49","15198.5","15198","15199","0.018435237929224968","0.018435237929224968","0.018435237929224968","0.004928446374833584","0.004928446374833584","0.004928446374833584"
"50","15502.5","15502","15503","0.018331291154026985","0.018331291154026985","0.018331291154026985","0.005848423112183809","0.005848423112183809","0.005848423112183809"
"51","15806.5","15806","15807","0.017788756638765335","0.017788756638765335","0.017788756638765335","0.007629964966326952","0.007629964966326952","0.007629964966326952"
"52","16110.5","16110","16111","0.01805136166512966","0.01805136166512966","0.01805136166512966","0.003650700906291604","0.003650700906291604","0.003650700906291604"
"53","16414.5","16414","16415","0.017419468611478806","0.017419468611478806","0.017419468611478806","0.005154789891093969","0.005154789891093969","0.005154789891093969"
"54","16718.5","16718","16719","0.016574207693338394","0.016574207693338394","0.016574207693338394","0.005089077167212963","0.005089077167212963","0.005089077167212963"
"55","17022.5","17022","17023","0.01785714365541935","0.01785714365541935","0.01785714365541935","0.005381133407354355","0.005381133407354355","0.005381133407354355"
"56","17326.5","17326","17327","0.01794467866420746","0.01794467866420746","0.01794467866420746","0.004891939461231232","0.004891939461231232","0.004891939461231232"
"57","17630.5","17630","17631","0.01679030992090702","0.01679030992090702","0.01679030992090702","0.004096086602658033","0.004096086602658033","0.004096086602658033"
"58","17934.5","17934","17935","0.01712130196392536","0.01712130196392536","0.01712130196392536","0.004439252428710461","0.004439252428710461","0.004439252428710461"
"59","18238.5","18238","18239","0.01766839623451233","0.01766839623451233","0.01766839623451233","0.008630257099866867","0.008630257099866867","0.008630257099866867"
"60","18542.5","18542","18543","0.01720610074698925","0.01720610074698925","0.01720610074698925","0.006746495142579079","0.006746495142579079","0.006746495142579079"
"61","18846.5","18846","18847","0.017474176362156868","0.017474176362156868","0.017474176362156868","0.0038843457587063313","0.0038843457587063313","0.0038843457587063313"
"62","19150.5","19150","19151","0.01682860590517521","0.01682860590517521","0.01682860590517521","0.006571261677891016","0.006571261677891016","0.006571261677891016"
"63","19454.5","19454","19455","0.01750335469841957","0.01750335469841957","0.01750335469841957","0.005768107250332832","0.005768107250332832","0.005768107250332832"
"64","19758.5","19758","19759","0.016307955607771873","0.016307955607771873","0.016307955607771873","0.004417348187416792","0.004417348187416792","0.004417348187416792"
"65","20062.5","20062","20063","0.014943867921829224","0.014943867921829224","0.014943867921829224","0.004191004671156406","0.004191004671156406","0.004191004671156406"
"66","20366.5","20366","20367","0.01607726514339447","0.01607726514339447","0.01607726514339447","0.004154497757554054","0.004154497757554054","0.004154497757554054"
"67","20670.5","20670","20671","0.017274487763643265","0.017274487763643265","0.017274487763643265","0.0038186332676559687","0.0038186332676559687","0.0038186332676559687"
"68","20974.5","20974","20975","0.015784569084644318","0.015784569084644318","0.015784569084644318","0.003431658959016204","0.003431658959016204","0.003431658959016204"
"69","21278.5","21278","21279","0.0156405009329319","0.0156405009329319","0.0156405009329319","0.005600175354629755","0.005600175354629755","0.005600175354629755"
"70","21582.5","21582","21583","0.014928366988897324","0.014928366988897324","0.014928366988897324","0.004745911341160536","0.004745911341160536","0.004745911341160536"
"71","21886.5","21886","21887","0.016558706760406494","0.016558706760406494","0.016558706760406494","0.00668078288435936","0.00668078288435936","0.00668078288435936"
"72","22190.5","22190","22191","0.014912866055965424","0.014912866055965424","0.014912866055965424","0.006483644712716341","0.006483644712716341","0.006483644712716341"
"73","22494.5","22494","22495","0.015890341252088547","0.015890341252088547","0.015890341252088547","0.004548773169517517","0.004548773169517517","0.004548773169517517"
"74","22798.5","22798","22799","0.01646478846669197","0.01646478846669197","0.01646478846669197","0.0077686915174126625","0.0077686915174126625","0.0077686915174126625"
"75","23102.5","23102","23103","0.01483171433210373","0.01483171433210373","0.01483171433210373","0.004884637892246246","0.004884637892246246","0.004884637892246246"
"76","23406.5","23406","23407","0.015156323090195656","0.015156323090195656","0.015156323090195656","0.008177570067346096","0.008177570067346096","0.008177570067346096"
"77","23710.5","23710","23711","0.015806453302502632","0.015806453302502632","0.015806453302502632","0.0056512849405407906","0.0056512849405407906","0.0056512849405407906"
"78","24014.5","24014","24015","0.015023197047412395","0.015023197047412395","0.015023197047412395","0.005410338751971722","0.005410338751971722","0.005410338751971722"
"79","24318.5","24318","24319","0.014706794172525406","0.014706794172525406","0.014706794172525406","0.0037675234489142895","0.0037675234489142895","0.0037675234489142895"
"80","24622.5","24622","24623","0.016493966802954674","0.016493966802954674","0.016493966802954674","0.004322430118918419","0.004322430118918419","0.004322430118918419"
"81","24926.5","24926","24927","0.01567423902451992","0.01567423902451992","0.01567423902451992","0.003891647094860673","0.003891647094860673","0.003891647094860673"
"82","25230.5","25230","25231","0.014686734415590763","0.014686734415590763","0.014686734415590763","0.006629672832787037","0.006629672832787037","0.006629672832787037"
"83","25534.5","25534","25535","0.015500991605222225","0.015500991605222225","0.015500991605222225","0.004789719823747873","0.004789719823747873","0.004789719823747873"
"84","25838.5","25838","25839","0.01613653264939785","0.01613653264939785","0.01613653264939785","0.006841413676738739","0.006841413676738739","0.006841413676738739"
"85","26142.5","26142","26143","0.015227445401251316","0.015227445401251316","0.015227445401251316","0.005132885649800301","0.005132885649800301","0.005132885649800301"
"86","26446.5","26446","26447","0.015316803939640522","0.015316803939640522","0.015316803939640522","0.00451956782490015","0.00451956782490015","0.00451956782490015"
"87","26750.5","26750","26751","0.01435118354856968","0.01435118354856968","0.01435118354856968","0.004161798860877752","0.004161798860877752","0.004161798860877752"
"88","27054.5","27054","27055","0.014628377743065357","0.014628377743065357","0.014628377743065357","0.003249123925343156","0.003249123925343156","0.003249123925343156"
"89","27358.5","27358","27359","0.016086382791399956","0.016086382791399956","0.016086382791399956","0.005264310631901026","0.005264310631901026","0.005264310631901026"
"90","27662.5","27662","27663","0.01598699390888214","0.01598699390888214","0.01598699390888214","0.006352219730615616","0.006352219730615616","0.006352219730615616"
"91","27966.5","27966","27967","0.015504639595746994","0.015504639595746994","0.015504639595746994","0.0067026871256530285","0.0067026871256530285","0.0067026871256530285"
"92","28270.5","28270","28271","0.015486402437090874","0.015486402437090874","0.015486402437090874","0.005753504578024149","0.005753504578024149","0.005753504578024149"
"93","28574.5","28574","28575","0.015314068645238876","0.015314068645238876","0.015314068645238876","0.0033878504764288664","0.0033878504764288664","0.0033878504764288664"
"94","28878.5","28878","28879","0.013905301690101624","0.013905301690101624","0.013905301690101624","0.004512266255915165","0.004512266255915165","0.004512266255915165"
"95","29182.5","29182","29183","0.01495572179555893","0.01495572179555893","0.01495572179555893","0.004957651719450951","0.004957651719450951","0.004957651719450951"
"96","29486.5","29486","29487","0.015948697924613953","0.015948697924613953","0.015948697924613953","0.004139895085245371","0.004139895085245371","0.004139895085245371"
"97","29790.5","29790","29791","0.014734148979187012","0.014734148979187012","0.014734148979187012","0.004731308203190565","0.004731308203190565","0.004731308203190565"
"98","30094.5","30094","30095","0.014771533198654652","0.014771533198654652","0.014771533198654652","0.0034243573900312185","0.0034243573900312185","0.0034243573900312185"
"99","30398.5","30398","30399","0.014423217624425888","0.014423217624425888","0.014423217624425888","0.006184287369251251","0.006184287369251251","0.006184287369251251"
"100","30702.5","30702","30703","0.01350774709135294","0.01350774709135294","0.01350774709135294","0.004621787462383509","0.004621787462383509","0.004621787462383509"
"101","31006.5","31006","31007","0.014203467406332493","0.014203467406332493","0.014203467406332493","0.0038989486638456583","0.0038989486638456583","0.0038989486638456583"
"102","31310.5","31310","31311","0.014722295105457306","0.014722295105457306","0.014722295105457306","0.003993866965174675","0.003993866965174675","0.003993866965174675"
"103","31614.5","31614","31615","0.01515997014939785","0.01515997014939785","0.01515997014939785","0.0037675234489142895","0.0037675234489142895","0.0037675234489142895"
"104","31918.5","31918","31919","0.013565191999077797","0.013565191999077797","0.013565191999077797","0.003738317871466279","0.003738317871466279","0.003738317871466279"
"105","32222.5","32222","32223","0.014887334778904915","0.014887334778904915","0.014887334778904915","0.004183703102171421","0.004183703102171421","0.004183703102171421"
"106","32526.5","32526","32527","0.01403478067368269","0.01403478067368269","0.01403478067368269","0.003409754717722535","0.003409754717722535","0.003409754717722535"
"107","32830.5","32830","32831","0.01547637302428484","0.01547637302428484","0.01547637302428484","0.003577686846256256","0.003577686846256256","0.003577686846256256"
"108","33134.5","33134","33135","0.01569429785013199","0.01569429785013199","0.01569429785013199","0.004877336323261261","0.004877336323261261","0.004877336323261261"
"109","33438.5","33438","33439","0.015557524748146534","0.015557524748146534","0.015557524748146534","0.00559287378564477","0.00559287378564477","0.00559287378564477"
"110","33742.5","33742","33743","0.015387926250696182","0.015387926250696182","0.015387926250696182","0.004716705530881882","0.004716705530881882","0.004716705530881882"
"111","34046.5","34046","34047","0.015580320730805397","0.015580320730805397","0.015580320730805397","0.012813960202038288","0.012813960202038288","0.012813960202038288"
"112","34350.5","34350","34351","0.015096142888069153","0.015096142888069153","0.015096142888069153","0.005570969544351101","0.005570969544351101","0.005570969544351101"
"113","34654.5","34654","34655","0.015533817932009697","0.015533817932009697","0.015533817932009697","0.005622079595923424","0.005622079595923424","0.005622079595923424"
"114","34958.5","34958","34959","0.016299748793244362","0.016299748793244362","0.016299748793244362","0.004103387705981731","0.004103387705981731","0.004103387705981731"
"115","35262.5","35262","35263","0.01512258592993021","0.01512258592993021","0.01512258592993021","0.005183995235711336","0.005183995235711336","0.005183995235711336"
"116","35566.5","35566","35567","0.014981253072619438","0.014981253072619438","0.014981253072619438","0.007330607622861862","0.007330607622861862","0.007330607622861862"
"117","35870.5","35870","35871","0.01566147245466709","0.01566147245466709","0.01566147245466709","0.006089369300752878","0.006089369300752878","0.006089369300752878"
"118","36174.5","36174","36175","0.014807094819843769","0.014807094819843769","0.014807094819843769","0.006374123971909285","0.006374123971909285","0.006374123971909285"
"119","36478.5","36478","36479","0.015179118141531944","0.015179118141531944","0.015179118141531944","0.007775993086397648","0.007775993086397648","0.007775993086397648"
"120","36782.5","36782","36783","0.015053287148475647","0.015053287148475647","0.015053287148475647","0.0038405372761189938","0.0038405372761189938","0.0038405372761189938"
"121","37086.5","37086","37087","0.014755120500922203","0.014755120500922203","0.014755120500922203","0.004607184790074825","0.004607184790074825","0.004607184790074825"
"122","37390.5","37390","37391","0.013934480026364326","0.013934480026364326","0.013934480026364326","0.005001460202038288","0.005001460202038288","0.005001460202038288"
"123","37694.5","37694","37695","0.014614700339734554","0.014614700339734554","0.014614700339734554","0.0039500584825873375","0.0039500584825873375","0.0039500584825873375"
"124","37998.5","37998","37999","0.015213767997920513","0.015213767997920513","0.015213767997920513","0.005052570253610611","0.005052570253610611","0.005052570253610611"
"125","38302.5","38302","38303","0.014664850197732449","0.014664850197732449","0.014664850197732449","0.005045268684625626","0.005045268684625626","0.005045268684625626"
"126","38606.5","38606","38607","0.014791593886911869","0.014791593886911869","0.014791593886911869","0.004658294375985861","0.004658294375985861","0.004658294375985861"
"127","38910.5","38910","38911","0.015675149857997894","0.015675149857997894","0.015675149857997894","0.006133177783340216","0.006133177783340216","0.006133177783340216"
"128","39214.5","39214","39215","0.015112555585801601","0.015112555585801601","0.015112555585801601","0.0038989486638456583","0.0038989486638456583","0.0038989486638456583"
"129","39518.5","39518","39519","0.014377625659108162","0.014377625659108162","0.014377625659108162","0.004439252428710461","0.004439252428710461","0.004439252428710461"
"130","39822.5","39822","39823","0.014211674220860004","0.014211674220860004","0.014211674220860004","0.0057973130606114864","0.0057973130606114864","0.0057973130606114864"
"131","40126.5","40126","40127","0.0146329365670681","0.0146329365670681","0.0146329365670681","0.0049211448058485985","0.0049211448058485985","0.0049211448058485985"
"132","40430.5","40430","40431","0.013887977227568626","0.013887977227568626","0.013887977227568626","0.0034900701139122248","0.0034900701139122248","0.0034900701139122248"
"133","40734.5","40734","40735","0.014589169062674046","0.014589169062674046","0.014589169062674046","0.005804614629596472","0.005804614629596472","0.005804614629596472"
"134","41038.5","41038","41039","0.015127144753932953","0.015127144753932953","0.015127144753932953","0.005570969544351101","0.005570969544351101","0.005570969544351101"
"135","41342.5","41342","41343","0.015393396839499474","0.015393396839499474","0.015393396839499474","0.005132885649800301","0.005132885649800301","0.005132885649800301"
"136","41646.5","41646","41647","0.015146292746067047","0.015146292746067047","0.015146292746067047","0.0041325935162603855","0.0041325935162603855","0.0041325935162603855"
"137","41950.5","41950","41951","0.014280973002314568","0.014280973002314568","0.014280973002314568","0.004322430118918419","0.004322430118918419","0.004322430118918419"
"138","42254.5","42254","42255","0.015058757737278938","0.015058757737278938","0.015058757737278938","0.006242698524147272","0.006242698524147272","0.006242698524147272"
"139","42558.5","42558","42559","0.014115020632743835","0.014115020632743835","0.014115020632743835","0.0031834112014621496","0.0031834112014621496","0.0031834112014621496"
"140","42862.5","42862","42863","0.014726853929460049","0.014726853929460049","0.014726853929460049","0.004643691703677177","0.004643691703677177","0.004643691703677177"
"141","43166.5","43166","43167","0.015351452864706516","0.015351452864706516","0.015351452864706516","0.00390625","0.00390625","0.00390625"
"142","43470.5","43470","43471","0.014804359525442123","0.014804359525442123","0.014804359525442123","0.005249707959592342","0.005249707959592342","0.005249707959592342"
"143","43774.5","43774","43775","0.014153317548334599","0.014153317548334599","0.014153317548334599","0.004154497757554054","0.004154497757554054","0.004154497757554054"
"144","44078.5","44078","44079","0.015318627469241619","0.015318627469241619","0.015318627469241619","0.003599591087549925","0.003599591087549925","0.003599591087549925"
"145","44382.5","44382","44383","0.014556343667209148","0.014556343667209148","0.014556343667209148","0.006155081558972597","0.006155081558972597","0.006155081558972597"
"146","44686.5","44686","44687","0.014799799770116806","0.014799799770116806","0.014799799770116806","0.00481892516836524","0.00481892516836524","0.00481892516836524"
"147","44990.5","44990","44991","0.01396912895143032","0.01396912895143032","0.01396912895143032","0.006761098280549049","0.006761098280549049","0.006761098280549049"
"148","45294.5","45294","45295","0.01335547212511301","0.01335547212511301","0.01335547212511301","0.0034243573900312185","0.0034243573900312185","0.0034243573900312185"
"149","45598.5","45598","45599","0.01637178286910057","0.01637178286910057","0.01637178286910057","0.004877336323261261","0.004877336323261261","0.004877336323261261"
"150","45902.5","45902","45903","0.015270301140844822","0.015270301140844822","0.015270301140844822","0.005351927597075701","0.005351927597075701","0.005351927597075701"
"151","46206.5","46206","46207","0.015045080333948135","0.015045080333948135","0.015045080333948135","0.003891647094860673","0.003891647094860673","0.003891647094860673"
"152","46510.5","46510","46511","0.015590351074934006","0.015590351074934006","0.015590351074934006","0.0033732475712895393","0.0033732475712895393","0.0033732475712895393"
"153","46814.5","46814","46815","0.014773357659578323","0.014773357659578323","0.014773357659578323","0.006060163490474224","0.006060163490474224","0.006060163490474224"
"154","47118.5","47118","47119","0.015043256804347038","0.015043256804347038","0.015043256804347038","0.0042275115847587585","0.0042275115847587585","0.0042275115847587585"
"155","47422.5","47422","47423","0.014395862817764282","0.014395862817764282","0.014395862817764282","0.004658294375985861","0.004658294375985861","0.004658294375985861"
"156","47726.5","47726","47727","0.014590992592275143","0.014590992592275143","0.014590992592275143","0.0037164136301726103","0.0037164136301726103","0.0037164136301726103"
"157","48030.5","48030","48031","0.016233185306191444","0.016233185306191444","0.016233185306191444","0.006118574645370245","0.006118574645370245","0.006118574645370245"
"158","48334.5","48334","48335","0.014601022936403751","0.014601022936403751","0.014601022936403751","0.0047386097721755505","0.0047386097721755505","0.0047386097721755505"
"159","48638.5","48638","48639","0.014311974868178368","0.014311974868178368","0.014311974868178368","0.005381133407354355","0.005381133407354355","0.005381133407354355"
"160","48942.5","48942","48943","0.015462695620954037","0.015462695620954037","0.015462695620954037","0.0033075350802391768","0.0033075350802391768","0.0033075350802391768"
"161","49246.5","49246","49247","0.014689469709992409","0.014689469709992409","0.014689469709992409","0.0031688082963228226","0.0031688082963228226","0.0031688082963228226"
"162","49550.5","49550","49551","0.014950251206755638","0.014950251206755638","0.014950251206755638","0.0057973130606114864","0.0057973130606114864","0.0057973130606114864"
"163","49854.5","49854","49855","0.014510752633213997","0.014510752633213997","0.014510752633213997","0.004979555960744619","0.004979555960744619","0.004979555960744619"
"164","50158.5","50158","50159","0.015825601294636726","0.015825601294636726","0.015825601294636726","0.00507447449490428","0.00507447449490428","0.00507447449490428"
"165","50462.5","50462","50463","0.014996754005551338","0.014996754005551338","0.014996754005551338","0.007367114536464214","0.007367114536464214","0.007367114536464214"
"166","50766.5","50766","50767","0.014731413684785366","0.014731413684785366","0.014731413684785366","0.006563960108906031","0.006563960108906031","0.006563960108906031"
"167","51070.5","51070","51071","0.014733237214386463","0.014733237214386463","0.014733237214386463","0.003285630838945508","0.003285630838945508","0.003285630838945508"
"168","51374.5","51374","51375","0.015109820291399956","0.015109820291399956","0.015109820291399956","0.005928738508373499","0.005928738508373499","0.005928738508373499"
"169","51678.5","51678","51679","0.015543847344815731","0.015543847344815731","0.015543847344815731","0.004943049047142267","0.004943049047142267","0.004943049047142267"
"170","51982.5","51982","51983","0.014951162971556187","0.014951162971556187","0.014951162971556187","0.003833235939964652","0.003833235939964652","0.003833235939964652"
"171","52286.5","52286","52287","0.014040251262485981","0.014040251262485981","0.014040251262485981","0.005176694132387638","0.005176694132387638","0.005176694132387638"
"172","52590.5","52590","52591","0.014818036928772926","0.014818036928772926","0.014818036928772926","0.006030958145856857","0.006030958145856857","0.006030958145856857"
"173","52894.5","52894","52895","0.014536282978951931","0.014536282978951931","0.014536282978951931","0.00642523355782032","0.00642523355782032","0.00642523355782032"
"174","53198.5","53198","53199","0.014766974374651909","0.014766974374651909","0.014766974374651909","0.005899532698094845","0.005899532698094845","0.005899532698094845"
"175","53502.5","53502","53503","0.01491468958556652","0.01491468958556652","0.01491468958556652","0.005527161061763763","0.005527161061763763","0.005527161061763763"
"176","53806.5","53806","53807","0.015010431408882141","0.015010431408882141","0.015010431408882141","0.005388434510678053","0.005388434510678053","0.005388434510678053"
"177","54110.5","54110","54111","0.015399780124425888","0.015399780124425888","0.015399780124425888","0.004870035219937563","0.004870035219937563","0.004870035219937563"
"178","54414.5","54414","54415","0.014526253566145897","0.014526253566145897","0.014526253566145897","0.005330023355782032","0.005330023355782032","0.005330023355782032"
"179","54718.5","54718","54719","0.014128698036074638","0.014128698036074638","0.014128698036074638","0.004855432081967592","0.004855432081967592","0.004855432081967592"
"180","55022.5","55022","55023","0.01566147245466709","0.01566147245466709","0.01566147245466709","0.0045852805487811565","0.0045852805487811565","0.0045852805487811565"
"181","55326.5","55326","55327","0.014510752633213997","0.014510752633213997","0.014510752633213997","0.00503796711564064","0.00503796711564064","0.00503796711564064"
"182","55630.5","55630","55631","0.01527759525924921","0.01527759525924921","0.01527759525924921","0.004417348187416792","0.004417348187416792","0.004417348187416792"
"183","55934.5","55934","55935","0.01435027178376913","0.01435027178376913","0.01435027178376913","0.0036214953288435936","0.0036214953288435936","0.0036214953288435936"
"184","56238.5","56238","56239","0.016252335160970688","0.016252335160970688","0.016252335160970688","0.005381133407354355","0.005381133407354355","0.005381133407354355"
"185","56542.5","56542","56543","0.014323828741908073","0.014323828741908073","0.014323828741908073","0.006512850522994995","0.006512850522994995","0.006512850522994995"
"186","56846.5","56846","56847","0.014340241439640522","0.014340241439640522","0.014340241439640522","0.005870326887816191","0.005870326887816191","0.005870326887816191"
"187","57150.5","57150","57151","0.013974600471556187","0.013974600471556187","0.013974600471556187","0.004855432081967592","0.004855432081967592","0.004855432081967592"
"188","57454.5","57454","57455","0.014699500054121017","0.014699500054121017","0.014699500054121017","0.006293808575719595","0.006293808575719595","0.006293808575719595"
"189","57758.5","57758","57759","0.015887605026364326","0.015887605026364326","0.015887605026364326","0.005629380699247122","0.005629380699247122","0.005629380699247122"
"190","58062.5","58062","58063","0.014972134493291378","0.014972134493291378","0.014972134493291378","0.007140771020203829","0.007140771020203829","0.007140771020203829"
"191","58366.5","58366","58367","0.014867275021970272","0.014867275021970272","0.014867275021970272","0.004636390134692192","0.004636390134692192","0.004636390134692192"
"192","58670.5","58670","58671","0.014531724154949188","0.014531724154949188","0.014531724154949188","0.004030373878777027","0.004030373878777027","0.004030373878777027"
